target_horizon,mse,mae,num_samples,num_channels,eval_prefix_steps,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0.7899277477214733,0.5993946855887771,2161,7,96,unified,ISCF_SAC_iscf_random_partition_seed2023,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v0_sac_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,1.0480628066385786,0.6905969361153742,2161,7,192,unified,ISCF_SAC_iscf_random_partition_seed2023,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v0_sac_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,1.274530785246974,0.7707665763972771,2161,7,336,unified,ISCF_SAC_iscf_random_partition_seed2023,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v0_sac_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,1.4237496832178698,0.8293042203204499,2161,7,720,unified,ISCF_SAC_iscf_random_partition_seed2023,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v0_sac_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
