epoch,train_loss,train_mse_loss,train_residual_loss,train_smoothness_loss,mse,mae
1,0.5765984434608027,0.5765984434608027,4.007765604057418e-06,4.4169221111502364e-07,0.5629596710205078,0.38810116052627563
2,0.5367736464485209,0.5367736464485209,9.393509094640926e-06,9.221580824967868e-07,0.5546109080314636,0.3849965035915375
3,0.5250447266702111,0.5250447266702111,1.9380249939605546e-05,1.538256325834772e-06,0.5569398999214172,0.385314404964447
4,0.5179314777149376,0.5179314777149376,4.95200642203051e-05,3.2140598361675464e-06,0.5589343309402466,0.3867522180080414
5,0.5123007908357796,0.5123007870312278,0.00012672342465701677,6.91147146852095e-06,0.5489713549613953,0.38852840662002563
6,0.5070494428171334,0.5070494098443512,0.00032196583831930494,1.5078771615121018e-05,0.5520311594009399,0.3853716254234314
7,0.5022483403589708,0.5022482802259162,0.0006031386824844881,2.5789794143754165e-05,0.5500415563583374,0.38930708169937134
8,0.4964938099291308,0.4964936988573548,0.0010941363136277448,4.336029783415349e-05,0.5609609484672546,0.3930213451385498
9,0.491601898209423,0.4916017465557612,0.0015286172388025712,5.788629197974603e-05,0.5862909555435181,0.40237492322921753
10,0.48661738486154704,0.48661717941575017,0.0020431575488384997,7.540453812353072e-05,0.5867996215820312,0.40305134654045105
11,0.48027374325914585,0.4802734906791795,0.0025237714202995315,8.912874759936125e-05,0.6142421364784241,0.41359564661979675
12,0.47438769708288475,0.47438737422439226,0.0032208934624461416,0.00010747958718471275,0.605440616607666,0.4077763855457306
13,0.4692321002272004,0.4692317100492775,0.003856014511514957,0.00012963991687535672,0.6180377006530762,0.4105274975299835
14,0.46368746163574515,0.4636869980088362,0.004549860747874523,0.00014608048828539986,0.6567385196685791,0.4219699203968048
15,0.4587811330954234,0.4587805930604326,0.00523148068550525,0.00016770779210615883,0.6370527744293213,0.41727975010871887
