scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,3.524604835547507e-05,0.003569417865946889,0.19638614356517792,0.006537243258208036,0.0065444232895970345,0.018141932785511017,0.01840180717408657,0.5247166752815247,1.0166403718869788e-08
1-96,8.464764505333733e-06,0.0018397022504359484,0.10205788910388947,0.003369339741766453,0.0033730401191860437,0.01802344061434269,0.01819184608757496,0.5247166752815247,2.212550365143784e-09
97-192,2.986620893352665e-05,0.003425589296966791,0.18893331289291382,0.00627382704988122,0.0062807179056108,0.018120916560292244,0.01827532798051834,0.5247166752815247,5.7217199866954616e-09
193-336,5.668678932124749e-05,0.00481844786554575,0.26424017548561096,0.008824790827929974,0.008834483101963997,0.018234917894005775,0.01840180717408657,0.5247166752815247,1.8496889353514234e-08
