scope,mean_abs_gamma,mean_abs_beta,mean_segment_state_norm,std_segment_state_norm
all,0.5986987948417664,0.09204050898551941,6.807890892028809,1.0581421852111816
segment_0,0.5908607840538025,0.09079235047101974,6.854542255401611,1.0165200233459473
segment_1,0.606536865234375,0.09328866004943848,6.761239528656006,1.096204161643982
