epoch,train_loss,mse,mae
1,0.28282772581604193,0.3912421762943268,0.41984012722969055
2,0.24563030388794446,0.3834790587425232,0.4141075611114502
3,0.23366403075537287,0.37715181708335876,0.40987658500671387
4,0.22509838724718953,0.38055914640426636,0.41067904233932495
5,0.2179570441743485,0.3811035752296448,0.41268137097358704
6,0.2121070059282439,0.3827548325061798,0.41045138239860535
7,0.20623399787827543,0.38998425006866455,0.4129195213317871
8,0.20085215512523077,0.40212371945381165,0.4213046431541443
9,0.19455113088277945,0.40843817591667175,0.42336347699165344
10,0.18940864889917516,0.4490429759025574,0.4467587172985077
11,0.18453651224087952,0.4158514738082886,0.43071526288986206
12,0.1797603941277454,0.4426378309726715,0.442948579788208
13,0.17522283458620086,0.4314172863960266,0.43777748942375183
