dataset,probe_row,future_step,future_region,split,scope_1_probability,scope_48_probability,scope_144_probability,scope_360_probability,scope_720_probability
ETTm1,113,64,49–96,validation,0.201275587082,0.201255008578,0.19895362854,0.197789311409,0.200726419687
ETTm1,113,65,49–96,validation,0.201247736812,0.201247647405,0.198977321386,0.197808116674,0.200719177723
ETTm1,113,66,49–96,validation,0.20121948421,0.201240032911,0.199001193047,0.197827279568,0.200712025166
ETTm1,113,67,49–96,validation,0.201190829277,0.201232179999,0.199025273323,0.197846785188,0.200704976916
ETTm1,113,68,49–96,validation,0.201161786914,0.201224073768,0.199049517512,0.197866648436,0.200698047876
ETTm1,113,69,49–96,validation,0.201132342219,0.201215684414,0.199073910713,0.19788685441,0.200691238046
ETTm1,113,70,49–96,validation,0.201102524996,0.201207056642,0.199098467827,0.197907418013,0.200684517622
ETTm1,113,71,49–96,validation,0.201072320342,0.201198160648,0.199123173952,0.197928339243,0.200677961111
ETTm1,113,72,49–96,validation,0.20104175806,0.201189011335,0.199148058891,0.197949633002,0.200671538711
ETTm1,113,73,49–96,validation,0.20101082325,0.201179593801,0.199173048139,0.197971254587,0.200665265322
ETTm1,113,74,49–96,validation,0.200979486108,0.201169908047,0.199198186398,0.197993263602,0.200659140944
ETTm1,113,75,49–96,validation,0.20094782114,0.201159954071,0.199223458767,0.198015600443,0.200653150678
ETTm1,113,76,49–96,validation,0.200915798545,0.201149716973,0.199248850346,0.198038324714,0.200647324324
ETTm1,113,77,49–96,validation,0.20088340342,0.201139226556,0.199274361134,0.198061391711,0.200641661882
ETTm1,113,78,49–96,validation,0.200850650668,0.201128423214,0.19929997623,0.198084771633,0.200636163354
ETTm1,113,79,49–96,validation,0.200817555189,0.201117351651,0.199325665832,0.198108553886,0.200630813837
ETTm1,113,80,49–96,validation,0.200784146786,0.201106011868,0.199351504445,0.198132678866,0.200625672936
ETTm1,113,81,49–96,validation,0.200750380754,0.201094359159,0.199377402663,0.198157146573,0.200620695949
ETTm1,113,82,49–96,validation,0.200716286898,0.201082468033,0.199403390288,0.198181971908,0.200615912676
ETTm1,113,83,49–96,validation,0.200681880116,0.201070263982,0.199429452419,0.19820715487,0.200611293316
ETTm1,113,84,49–96,validation,0.20064714551,0.201057776809,0.199455574155,0.198232665658,0.200606882572
ETTm1,113,85,49–96,validation,0.200612083077,0.201045006514,0.199481785297,0.198258534074,0.200602650642
ETTm1,113,86,49–96,validation,0.200576722622,0.201031953096,0.199508041143,0.198284730315,0.200598612428
ETTm1,113,87,49–96,validation,0.200541049242,0.201018571854,0.199534326792,0.198311269283,0.200594753027
ETTm1,113,88,49–96,validation,0.200505077839,0.201004937291,0.199560686946,0.198338150978,0.200591132045
ETTm1,113,89,49–96,validation,0.200468838215,0.200991004705,0.199587076902,0.198365360498,0.200587689877
ETTm1,113,90,49–96,validation,0.200432300568,0.200976788998,0.199613511562,0.198392927647,0.200584471226
ETTm1,113,91,49–96,validation,0.200395479798,0.200962290168,0.199639976025,0.198420837522,0.20058144629
ETTm1,113,92,49–96,validation,0.20035842061,0.200947493315,0.199666470289,0.198449060321,0.200578629971
ETTm1,113,93,49–96,validation,0.200321048498,0.200932398438,0.199692964554,0.198477596045,0.200576007366
ETTm1,113,94,49–96,validation,0.20028346777,0.200917035341,0.199719488621,0.198506459594,0.20057362318
ETTm1,113,95,49–96,validation,0.200245589018,0.200901374221,0.199745997787,0.198535636067,0.20057143271
ETTm1,113,96,49–96,validation,0.200207486749,0.20088544488,0.199772551656,0.198565140367,0.200569435954
ETTm1,113,97,97–144,validation,0.200169160962,0.200869202614,0.199799060822,0.198594927788,0.200567662716
ETTm1,113,98,97–144,validation,0.200130566955,0.200852692127,0.199825584888,0.198625043035,0.200566098094
ETTm1,113,99,97–144,validation,0.200091779232,0.200835928321,0.199852123857,0.198655471206,0.200564742088
ETTm1,113,100,97–144,validation,0.200052753091,0.20081885159,0.199878588319,0.198686167598,0.200563594699
ETTm1,113,101,97–144,validation,0.200013548136,0.200801506639,0.199905067682,0.198717176914,0.200562655926
ETTm1,113,102,97–144,validation,0.199974134564,0.200783893466,0.199931517243,0.198748484254,0.200561925769
ETTm1,113,103,97–144,validation,0.199934542179,0.200766012073,0.199957951903,0.198780059814,0.200561404228
ETTm1,113,104,97–144,validation,0.199894741178,0.200747877359,0.19998434186,0.198811948299,0.200561121106
ETTm1,113,105,97–144,validation,0.199854776263,0.200729444623,0.200010672212,0.198844090104,0.200561016798
ETTm1,113,106,97–144,validation,0.199814632535,0.200710773468,0.200036987662,0.198876485229,0.200561091304
ETTm1,113,107,97–144,validation,0.199774339795,0.200691848993,0.20006325841,0.198909178376,0.200561404228
ETTm1,113,108,97–144,validation,0.199733883142,0.200672656298,0.200089454651,0.198942109942,0.200561895967
ETTm1,113,109,97–144,validation,0.199693307281,0.200653225183,0.200115606189,0.19897530973,0.200562626123
ETTm1,113,110,97–144,validation,0.199652552605,0.200633510947,0.200141698122,0.199008718133,0.20056347549
ETTm1,113,111,97–144,validation,0.199611723423,0.200613602996,0.200167745352,0.199042409658,0.200564578176
ETTm1,113,112,97–144,validation,0.199570715427,0.200593411922,0.200193673372,0.1990763098,0.200565844774
ETTm1,113,113,97–144,validation,0.199529647827,0.200572997332,0.200219586492,0.19911044836,0.200567290187
ETTm1,113,114,97–144,validation,0.199488461018,0.200552359223,0.200245410204,0.199144810438,0.200568929315
ETTm1,113,115,97–144,validation,0.199447184801,0.2005315274,0.200271174312,0.199179396033,0.200570762157
ETTm1,113,116,97–144,validation,0.199405789375,0.200510427356,0.200296834111,0.199214175344,0.200572729111
ETTm1,113,117,97–144,validation,0.199364349246,0.200489133596,0.200322419405,0.199249148369,0.200574874878
ETTm1,113,118,97–144,validation,0.199322834611,0.20046761632,0.200347945094,0.199284359813,0.200577244163
ETTm1,113,119,97–144,validation,0.199281260371,0.200445905328,0.200373351574,0.199319735169,0.200579717755
ETTm1,113,120,97–144,validation,0.199239641428,0.200424000621,0.200398683548,0.199355304241,0.200582385063
ETTm1,113,121,97–144,validation,0.199197977781,0.200401902199,0.200423896313,0.199391037226,0.200585186481
ETTm1,113,122,97–144,validation,0.199156284332,0.20037959516,0.200449049473,0.199426919222,0.200588151813
ETTm1,113,123,97–144,validation,0.199114575982,0.200357124209,0.200474083424,0.199462980032,0.200591251254
ETTm1,113,124,97–144,validation,0.19907283783,0.200334474444,0.200499013066,0.199499174953,0.200594484806
ETTm1,113,125,97–144,validation,0.199031084776,0.200311645865,0.200523853302,0.199535548687,0.200597882271
ETTm1,113,126,97–144,validation,0.198989346623,0.200288638473,0.20054858923,0.199572041631,0.200601398945
ETTm1,113,127,97–144,validation,0.198947623372,0.200265496969,0.200573191047,0.199608653784,0.200605019927
ETTm1,113,128,97–144,validation,0.198905915022,0.200242221355,0.200597718358,0.199645414948,0.200608804822
ETTm1,113,129,97–144,validation,0.198864221573,0.200218737125,0.200622081757,0.199682250619,0.200612664223
ETTm1,113,130,97–144,validation,0.198822587729,0.20019517839,0.20064638555,0.1997192204,0.200616672635
ETTm1,113,131,97–144,validation,0.198780983686,0.200171455741,0.200670540333,0.199756249785,0.200620740652
ETTm1,113,132,97–144,validation,0.198739439249,0.200147613883,0.200694575906,0.19979339838,0.20062494278
ETTm1,113,133,97–144,validation,0.198697969317,0.200123667717,0.200718507171,0.199830621481,0.200629219413
ETTm1,113,134,97–144,validation,0.198656573892,0.200099617243,0.200742319226,0.199867919087,0.200633585453
ETTm1,113,135,97–144,validation,0.198615252972,0.200075432658,0.200766012073,0.199905276299,0.2006380409
ETTm1,113,136,97–144,validation,0.198574021459,0.200051173568,0.20078958571,0.199942708015,0.200642585754
ETTm1,113,137,97–144,validation,0.198532879353,0.20002682507,0.200812995434,0.199980154634,0.200647175312
ETTm1,113,138,97–144,validation,0.198491856456,0.200002387166,0.20083630085,0.200017660856,0.200651824474
ETTm1,113,139,97–144,validation,0.198450922966,0.199977859855,0.200859472156,0.20005518198,0.200656548142
ETTm1,113,140,97–144,validation,0.198410123587,0.19995328784,0.200882509351,0.200092732906,0.200661331415
ETTm1,113,141,97–144,validation,0.198369473219,0.19992865622,0.200905412436,0.200130268931,0.200666129589
ETTm1,113,142,97–144,validation,0.198328971863,0.199903979897,0.200928211212,0.20016784966,0.20067101717
ETTm1,113,143,97–144,validation,0.198288559914,0.19987924397,0.200950846076,0.200205430388,0.200675934553
ETTm1,113,144,97–144,validation,0.198248356581,0.19985447824,0.200973361731,0.200242951512,0.200680822134
ETTm1,113,145,145–192,validation,0.198208302259,0.199829682708,0.200995728374,0.200280472636,0.200685784221
ETTm1,113,146,145–192,validation,0.198168426752,0.199804872274,0.201017960906,0.200317949057,0.200690731406
ETTm1,113,147,145–192,validation,0.198128730059,0.19978004694,0.201040059328,0.200355410576,0.200695723295
ETTm1,113,148,145–192,validation,0.19808922708,0.199755236506,0.201062038541,0.200392827392,0.200700700283
ETTm1,113,149,145–192,validation,0.198049917817,0.199730411172,0.201083853841,0.200430184603,0.20070566237
ETTm1,113,150,145–192,validation,0.198010772467,0.199705570936,0.201105505228,0.200467452407,0.200710624456
ETTm1,113,151,145–192,validation,0.197971895337,0.199680790305,0.201127052307,0.200504675508,0.200715616345
ETTm1,113,152,145–192,validation,0.197933226824,0.199656009674,0.201148450375,0.2005417943,0.20072054863
ETTm1,113,153,145–192,validation,0.197894781828,0.199631288648,0.201169714332,0.200578838587,0.200725451112
ETTm1,113,154,145–192,validation,0.197856530547,0.199606597424,0.201190799475,0.200615763664,0.200730323792
ETTm1,113,155,145–192,validation,0.197818532586,0.199581936002,0.201211750507,0.200652569532,0.200735151768
ETTm1,113,156,145–192,validation,0.197780817747,0.199557363987,0.201232582331,0.200689300895,0.200739964843
ETTm1,113,157,145–192,validation,0.197743341327,0.199532851577,0.201253250241,0.200725853443,0.200744703412
ETTm1,113,158,145–192,validation,0.197706118226,0.19950838387,0.201273754239,0.200762301683,0.200749397278
ETTm1,113,159,145–192,validation,0.197669163346,0.199484035373,0.201294139028,0.200798615813,0.200754016638
ETTm1,113,160,145–192,validation,0.197632491589,0.199459776282,0.201314374804,0.20083476603,0.200758606195
ETTm1,113,161,145–192,validation,0.197596117854,0.199435591698,0.201334446669,0.200870767236,0.200763091445
ETTm1,113,162,145–192,validation,0.197560012341,0.199411541224,0.201354399323,0.200906589627,0.200767531991
ETTm1,113,163,145–192,validation,0.197524189949,0.199387565255,0.201374158263,0.200942233205,0.200771853328
ETTm1,113,164,145–192,validation,0.197488695383,0.199363738298,0.201393812895,0.200977697968,0.20077611506
ETTm1,113,165,145–192,validation,0.197453483939,0.19934001565,0.201413288713,0.201012969017,0.200780257583
ETTm1,113,166,145–192,validation,0.197418600321,0.199316456914,0.201432615519,0.201048031449,0.200784310699
ETTm1,113,167,145–192,validation,0.197384044528,0.19929304719,0.201451808214,0.201082915068,0.200788244605
ETTm1,113,168,145–192,validation,0.197349786758,0.199269726872,0.201470807195,0.201117545366,0.200792104006
ETTm1,113,169,145–192,validation,0.197315901518,0.199246630073,0.201489701867,0.201151952147,0.200795814395
ETTm1,113,170,145–192,validation,0.197282299399,0.199223682284,0.201508432627,0.201186135411,0.200799420476
ETTm1,113,171,145–192,validation,0.197249114513,0.199200883508,0.201527014375,0.201220080256,0.200802907348
ETTm1,113,172,145–192,validation,0.197216227651,0.199178293347,0.20154543221,0.201253786683,0.200806260109
ETTm1,113,173,145–192,validation,0.197183698416,0.199155896902,0.201563715935,0.201287224889,0.20080947876
ETTm1,113,174,145–192,validation,0.197151526809,0.19913366437,0.201581820846,0.201320394874,0.200812548399
ETTm1,113,175,145–192,validation,0.197119727731,0.199111670256,0.201599806547,0.201353296638,0.200815483928
ETTm1,113,176,145–192,validation,0.197088316083,0.199089854956,0.201617613435,0.201385930181,0.200818285346
ETTm1,113,177,145–192,validation,0.197057247162,0.199068278074,0.201635271311,0.2014182657,0.20082090795
ETTm1,113,178,145–192,validation,0.197026595473,0.19904692471,0.201652795076,0.2014503479,0.200823381543
ETTm1,113,179,145–192,validation,0.196996286511,0.199025779963,0.201670140028,0.201482057571,0.200825691223
ETTm1,113,180,145–192,validation,0.196966409683,0.199004903436,0.201687350869,0.201513513923,0.200827851892
ETTm1,113,181,145–192,validation,0.196936890483,0.198984235525,0.201704382896,0.201544627547,0.200829803944
ETTm1,113,182,145–192,validation,0.196907788515,0.198963865638,0.201721310616,0.201575443149,0.200831636786
ETTm1,113,183,145–192,validation,0.196879088879,0.198943719268,0.201738059521,0.201605930924,0.200833261013
ETTm1,113,184,145–192,validation,0.196850776672,0.19892385602,0.201754629612,0.201636046171,0.200834661722
ETTm1,113,185,145–192,validation,0.196822911501,0.198904260993,0.201771065593,0.201665848494,0.20083591342
ETTm1,113,186,145–192,validation,0.196795448661,0.198884934187,0.201787352562,0.201695293188,0.200836971402
ETTm1,113,187,145–192,validation,0.196768388152,0.198865905404,0.20180349052,0.201724410057,0.200837850571
ETTm1,113,188,145–192,validation,0.196741774678,0.198847144842,0.201819464564,0.201753109694,0.200838506222
ETTm1,113,189,145–192,validation,0.196715593338,0.198828697205,0.201835289598,0.201781481504,0.200838968158
ETTm1,113,190,145–192,validation,0.196689814329,0.19881054759,0.201850965619,0.201809480786,0.200839221478
ETTm1,113,191,145–192,validation,0.196664482355,0.198792695999,0.201866462827,0.201837047935,0.200839236379
ETTm1,113,192,145–192,validation,0.196639612317,0.198775172234,0.201881840825,0.201864302158,0.200839072466
ETTm1,113,193,193–288,validation,0.196615174413,0.198757991195,0.201897054911,0.201891109347,0.200838685036
ETTm1,113,194,193–288,validation,0.196591183543,0.198741093278,0.201912119985,0.201917529106,0.200838044286
ETTm1,113,195,193–288,validation,0.196567639709,0.198724552989,0.201927036047,0.201943561435,0.200837209821
ETTm1,113,196,193–288,validation,0.196544542909,0.198708355427,0.201941773295,0.201969176531,0.200836136937
ETTm1,113,197,193–288,validation,0.196521937847,0.19869248569,0.201956391335,0.201994374394,0.200834840536
ETTm1,113,198,193–288,validation,0.196499750018,0.198676973581,0.201970815659,0.202019125223,0.200833275914
ETTm1,113,199,193–288,validation,0.196478053927,0.1986618191,0.201985150576,0.202043488622,0.200831502676
ETTm1,113,200,193–288,validation,0.196456804872,0.198647007346,0.201999291778,0.202067375183,0.200829476118
ETTm1,113,201,193–288,validation,0.196436032653,0.198632597923,0.202013298869,0.202090859413,0.200827226043
ETTm1,113,202,193–288,validation,0.196415767074,0.198618516326,0.202027142048,0.202113896608,0.200824707747
ETTm1,113,203,193–288,validation,0.196395918727,0.198604807258,0.202040836215,0.202136456966,0.200821906328
ETTm1,113,204,193–288,validation,0.19637657702,0.198591515422,0.202054381371,0.202158600092,0.200818896294
ETTm1,113,205,193–288,validation,0.196357741952,0.198578596115,0.202067807317,0.20218026638,0.200815618038
ETTm1,113,206,193–288,validation,0.196339339018,0.198566049337,0.202081039548,0.202201470733,0.200812071562
ETTm1,113,207,193–288,validation,0.196321472526,0.198553934693,0.20209415257,0.202222213149,0.200808241963
ETTm1,113,208,193–288,validation,0.19630408287,0.198542192578,0.202107131481,0.202242508531,0.200804188848
ETTm1,113,209,193–288,validation,0.196287184954,0.198530837893,0.20211994648,0.202262282372,0.200799822807
ETTm1,113,210,193–288,validation,0.196270748973,0.19851988554,0.202132567763,0.202281579375,0.200795188546
ETTm1,113,211,193–288,validation,0.196254849434,0.198509380221,0.202145114541,0.202300399542,0.200790300965
ETTm1,113,212,193–288,validation,0.196239426732,0.198499262333,0.202157482505,0.20231872797,0.200785115361
ETTm1,113,213,193–288,validation,0.196224525571,0.198489576578,0.202169701457,0.20233656466,0.200779646635
ETTm1,113,214,193–288,validation,0.196210101247,0.198480308056,0.202181756496,0.202353894711,0.200773879886
ETTm1,113,215,193–288,validation,0.196196183562,0.198471471667,0.202193722129,0.202370747924,0.200767859817
ETTm1,113,216,193–288,validation,0.19618280232,0.198463067412,0.202205508947,0.202387064695,0.200761541724
ETTm1,113,217,193–288,validation,0.196169927716,0.198455095291,0.202217161655,0.202402889729,0.200754910707
ETTm1,113,218,193–288,validation,0.196157544851,0.198447570205,0.202228650451,0.202418193221,0.200747996569
ETTm1,113,219,193–288,validation,0.196145683527,0.198440477252,0.202240034938,0.202432975173,0.200740784407
ETTm1,113,220,193–288,validation,0.196134358644,0.198433861136,0.202251270413,0.202447265387,0.200733289123
ETTm1,113,221,193–288,validation,0.1961235255,0.198427647352,0.202262371778,0.202461004257,0.200725466013
ETTm1,113,222,193–288,validation,0.196113228798,0.198421910405,0.202273339033,0.202474236488,0.200717359781
ETTm1,113,223,193–288,validation,0.196103423834,0.198416590691,0.202284112573,0.202486902475,0.200708895922
ETTm1,113,224,193–288,validation,0.196094185114,0.198411777616,0.202294811606,0.202499061823,0.200700163841
ETTm1,113,225,193–288,validation,0.196085453033,0.198407396674,0.202305331826,0.202510684729,0.200691089034
ETTm1,113,226,193–288,validation,0.196077242494,0.19840349257,0.202315747738,0.202521771193,0.200681731105
ETTm1,113,227,193–288,validation,0.196069553494,0.198400050402,0.202326029539,0.202532306314,0.20067204535
ETTm1,113,228,193–288,validation,0.196062415838,0.198397085071,0.202336192131,0.202542319894,0.200662046671
ETTm1,113,229,193–288,validation,0.196055784822,0.198394566774,0.202346146107,0.202551752329,0.200651705265
ETTm1,113,230,193–288,validation,0.196049705148,0.198392555118,0.202356055379,0.202560678124,0.200641065836
ETTm1,113,231,193–288,validation,0.196044161916,0.198390975595,0.202365785837,0.202569007874,0.200630068779
ETTm1,113,232,193–288,validation,0.196039125323,0.198389872909,0.202375367284,0.202576801181,0.200618743896
ETTm1,113,233,193–288,validation,0.196034640074,0.198389291763,0.202384889126,0.202584058046,0.20060710609
ETTm1,113,234,193–288,validation,0.196030721068,0.198389172554,0.202394232154,0.202590748668,0.200595125556
ETTm1,113,235,193–288,validation,0.196027308702,0.198389530182,0.202403470874,0.202596873045,0.200582832098
ETTm1,113,236,193–288,validation,0.196024432778,0.198390364647,0.202412575483,0.202602431178,0.200570166111
ETTm1,113,237,193–288,validation,0.196022138,0.198391705751,0.202421560884,0.202607452869,0.2005571872
ETTm1,113,238,193–288,validation,0.196020334959,0.198393508792,0.202430397272,0.202611863613,0.200543835759
ETTm1,113,239,193–288,validation,0.196019098163,0.198395803571,0.202439144254,0.202615752816,0.200530171394
ETTm1,113,240,193–288,validation,0.196018412709,0.198398590088,0.202447757125,0.202619075775,0.200516164303
ETTm1,113,241,193–288,validation,0.196018278599,0.198401913047,0.202456280589,0.202621817589,0.200501814485
ETTm1,113,242,193–288,validation,0.196018636227,0.198405653238,0.202464610338,0.202623963356,0.200487092137
ETTm1,113,243,193–288,validation,0.196019589901,0.19840991497,0.202472880483,0.202625572681,0.200472027063
ETTm1,113,244,193–288,validation,0.196021080017,0.198414683342,0.202481031418,0.202626615763,0.200456619263
ETTm1,113,245,193–288,validation,0.196023106575,0.19841991365,0.20248901844,0.202627062798,0.200440838933
ETTm1,113,246,193–288,validation,0.196025699377,0.198425650597,0.202496916056,0.202626943588,0.200424700975
ETTm1,113,247,193–288,validation,0.196028843522,0.198431923985,0.202504724264,0.202626273036,0.200408250093
ETTm1,113,248,193–288,validation,0.196032509208,0.198438629508,0.202512398362,0.202625021338,0.200391426682
ETTm1,113,249,193–288,validation,0.196036756039,0.198445856571,0.202519968152,0.202623188496,0.200374230742
ETTm1,113,250,193–288,validation,0.196041539311,0.198453575373,0.202527418733,0.202620774508,0.200356692076
ETTm1,113,251,193–288,validation,0.196046873927,0.198461771011,0.202534779906,0.202617809176,0.200338765979
ETTm1,113,252,193–288,validation,0.196052759886,0.198470488191,0.202542006969,0.2026142627,0.200320512056
ETTm1,113,253,193–288,validation,0.196059182286,0.198479682207,0.202549144626,0.20261014998,0.200301900506
ETTm1,113,254,193–288,validation,0.19606615603,0.198489382863,0.202556148171,0.202605456114,0.200282886624
ETTm1,113,255,193–288,validation,0.196073696017,0.198499545455,0.20256306231,0.202600166202,0.200263515115
ETTm1,113,256,193–288,validation,0.196081772447,0.198510229588,0.202569887042,0.202594339848,0.200243800879
ETTm1,113,257,193–288,validation,0.19609041512,0.198521405458,0.202576577663,0.202587917447,0.200223699212
ETTm1,113,258,193–288,validation,0.196099594235,0.198533058167,0.202583178878,0.202580943704,0.200203239918
ETTm1,113,259,193–288,validation,0.196109339595,0.198545187712,0.202589675784,0.202573403716,0.200182437897
ETTm1,113,260,193–288,validation,0.196119606495,0.198557823896,0.202596053481,0.202565252781,0.200161218643
ETTm1,113,261,193–288,validation,0.196130439639,0.198570936918,0.202602356672,0.202556565404,0.200139656663
ETTm1,113,262,193–288,validation,0.196141839027,0.19858455658,0.202608555555,0.202547326684,0.200117737055
ETTm1,113,263,193–288,validation,0.196153745055,0.198598623276,0.20261465013,0.202537491918,0.200095430017
ETTm1,113,264,193–288,validation,0.196166247129,0.198613196611,0.202620655298,0.202527105808,0.200072780252
ETTm1,113,265,193–288,validation,0.196179270744,0.198628246784,0.202626556158,0.202516153455,0.200049743056
ETTm1,113,266,193–288,validation,0.196192830801,0.198643788695,0.202632367611,0.20250466466,0.200026348233
