model,strategy,dataset,horizon,mse,mae,baseline_model,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTh2,336,0.383358895778656,0.41669410467147827,PatchEncoderR3PrefixRisk,0.3829101622104645,0.41559359431266785,0.1171903000957375,0.2648044565341623,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTh2,720,0.4047425389289856,0.4391643702983856,PatchEncoderR3PrefixRisk,0.41047340631484985,0.43929871916770935,-1.3961604570963182,-0.030582577062432392,True,True
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTm1,96,0.3301691710948944,0.37395066022872925,PatchEncoderR3PrefixRisk,0.2986849546432495,0.35228273272514343,10.54094488597519,6.150720853097136,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTm1,192,0.35351642966270447,0.38883695006370544,PatchEncoderR3PrefixRisk,0.32966214418411255,0.3730504512786865,7.235979592873587,4.231732928055254,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTm1,336,0.37572038173675537,0.4032398760318756,PatchEncoderR3PrefixRisk,0.36072883009910583,0.3924419581890106,4.155906150758959,2.7514687503583435,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTm1,720,0.4192851185798645,0.4283705949783325,PatchEncoderR3PrefixRisk,0.41729286313056946,0.4242476224899292,0.4774238012001941,0.9718316072593103,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,96,0.16391021013259888,0.21500720083713531,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,10.730418453774515,9.12446849720483,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,192,0.2068440169095993,0.253033310174942,PatchEncoderR3PrefixRisk,0.19240911304950714,0.23990498483181,7.50219344152272,5.47230202504374,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,336,0.25902462005615234,0.2907499372959137,PatchEncoderR3PrefixRisk,0.24479345977306366,0.28043317794799805,5.8135377866229465,3.678865469273651,False,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,720,0.33511534333229065,0.34208548069000244,PatchEncoderR3PrefixRisk,0.3208470046520233,0.3337559103965759,4.447084895101994,2.495707202167341,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,96,0.3257633447647095,0.37105199694633484,PatchEncoderR3PrefixRisk,0.30479592084884644,0.35886070132255554,6.879168152076787,3.3972222589013334,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,192,0.38373658061027527,0.40832215547561646,PatchEncoderR3PrefixRisk,0.3690433204174042,0.4003613591194153,3.9814459116215284,1.9884027703649387,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,336,0.3876643478870392,0.4199615716934204,PatchEncoderR3PrefixRisk,0.3829101622104645,0.41559359431266785,1.2415929755245303,1.0510213440552585,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,720,0.4216581881046295,0.4492962956428528,PatchEncoderR3PrefixRisk,0.41047340631484985,0.43929871916770935,2.7248493124547135,2.2758036932328807,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,96,0.3260294198989868,0.3722500503063202,PatchEncoderR3PrefixRisk,0.2986849546432495,0.35228273272514343,9.154952343815781,5.667980779732273,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,192,0.35262787342071533,0.3887755870819092,PatchEncoderR3PrefixRisk,0.32966214418411255,0.3730504512786865,6.966444173758912,4.215283951358972,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,336,0.3770797848701477,0.40425845980644226,PatchEncoderR3PrefixRisk,0.36072883009910583,0.3924419581890106,4.5327551908034724,3.0110189216160377,False,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,720,0.422872930765152,0.43110403418540955,PatchEncoderR3PrefixRisk,0.41729286313056946,0.4242476224899292,1.3372065826193102,1.6161343828492658,False,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,96,0.15334199368953705,0.2033962458372116,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,3.5910033550834664,3.231459852943641,False,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,192,0.19869713485240936,0.24475225806236267,PatchEncoderR3PrefixRisk,0.19240911304950714,0.23990498483181,3.2680478087772746,2.0204970871909866,False,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,336,0.25464653968811035,0.2858160138130188,PatchEncoderR3PrefixRisk,0.24479345977306366,0.28043317794799805,4.025058481619981,1.9194718343986006,False,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,720,0.3361685872077942,0.3410050868988037,PatchEncoderR3PrefixRisk,0.3208470046520233,0.3337559103965759,4.775354712252344,2.1719994392351394,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,96,0.3229062557220459,0.3705160915851593,PatchEncoderR3PrefixRisk,0.30479592084884644,0.35886070132255554,5.941790435634031,3.2478870546840843,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,192,0.378947913646698,0.40700310468673706,PatchEncoderR3PrefixRisk,0.3690433204174042,0.4003613591194153,2.6838565234269307,1.6589377111542847,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,336,0.3840312361717224,0.4189293384552002,PatchEncoderR3PrefixRisk,0.3829101622104645,0.41559359431266785,0.2927772809126372,0.802645706811056,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,720,0.41965451836586,0.44875526428222656,PatchEncoderR3PrefixRisk,0.41047340631484985,0.43929871916770935,2.23671300253927,2.1526457287272427,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,96,0.32498449087142944,0.37156009674072266,PatchEncoderR3PrefixRisk,0.2986849546432495,0.35228273272514343,8.805109135675139,5.472128556076505,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,192,0.3523262143135071,0.38850030303001404,PatchEncoderR3PrefixRisk,0.32966214418411255,0.3730504512786865,6.874938639219952,4.141491237544637,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,336,0.37678319215774536,0.4038759171962738,PatchEncoderR3PrefixRisk,0.36072883009910583,0.3924419581890106,4.4505347837678455,2.91354142152056,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,720,0.42217034101486206,0.43049156665802,PatchEncoderR3PrefixRisk,0.41729286313056946,0.4242476224899292,1.1688380787779007,1.4717688060206013,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,96,0.15297061204910278,0.20378194749355316,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,3.340114503082936,3.427218358160622,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,192,0.1983979046344757,0.24529187381267548,PatchEncoderR3PrefixRisk,0.19240911304950714,0.23990498483181,3.112530113595846,2.2454260317442243,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,336,0.25394758582115173,0.2862110733985901,PatchEncoderR3PrefixRisk,0.24479345977306366,0.28043317794799805,3.7395304827892106,2.06034660123684,False,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,720,0.3345353901386261,0.3409922122955322,PatchEncoderR3PrefixRisk,0.3208470046520233,0.3337559103965759,4.266327965707095,2.168141948515001,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,96,0.3257633447647095,0.37105199694633484,PatchEncoderR3PrefixRisk,0.30479592084884644,0.35886070132255554,6.879168152076787,3.3972222589013334,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,192,0.38373658061027527,0.40832215547561646,PatchEncoderR3PrefixRisk,0.3690433204174042,0.4003613591194153,3.9814459116215284,1.9884027703649387,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,336,0.3876643478870392,0.4199615716934204,PatchEncoderR3PrefixRisk,0.3829101622104645,0.41559359431266785,1.2415929755245303,1.0510213440552585,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,720,0.4216581881046295,0.4492962956428528,PatchEncoderR3PrefixRisk,0.41047340631484985,0.43929871916770935,2.7248493124547135,2.2758036932328807,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,96,0.3260294198989868,0.3722500503063202,PatchEncoderR3PrefixRisk,0.2986849546432495,0.35228273272514343,9.154952343815781,5.667980779732273,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,192,0.35262787342071533,0.3887755870819092,PatchEncoderR3PrefixRisk,0.32966214418411255,0.3730504512786865,6.966444173758912,4.215283951358972,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,336,0.3770797848701477,0.40425845980644226,PatchEncoderR3PrefixRisk,0.36072883009910583,0.3924419581890106,4.5327551908034724,3.0110189216160377,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,720,0.422872930765152,0.43110403418540955,PatchEncoderR3PrefixRisk,0.41729286313056946,0.4242476224899292,1.3372065826193102,1.6161343828492658,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,96,0.15334199368953705,0.2033962458372116,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,3.5910033550834664,3.231459852943641,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,192,0.19869713485240936,0.24475225806236267,PatchEncoderR3PrefixRisk,0.19240911304950714,0.23990498483181,3.2680478087772746,2.0204970871909866,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,336,0.25464653968811035,0.2858160138130188,PatchEncoderR3PrefixRisk,0.24479345977306366,0.28043317794799805,4.025058481619981,1.9194718343986006,False,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,720,0.3361685872077942,0.3410050868988037,PatchEncoderR3PrefixRisk,0.3208470046520233,0.3337559103965759,4.775354712252344,2.1719994392351394,False,False
