scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.7310386896133423,0.4111594557762146,8.527900695800781,1.4343223571777344,11.062192916870117
segment_0,0.6588947772979736,0.3632824718952179,11.112483024597168,1.3763059377670288,11.062192916870117
segment_1,0.7431864142417908,0.42088863253593445,8.551644325256348,1.3377330303192139,11.062192916870117
segment_2,0.7865685224533081,0.44090336561203003,8.707016944885254,1.3120466470718384,11.062192916870117
segment_3,0.6335433125495911,0.3866490423679352,7.871030807495117,0.8721283674240112,11.062192916870117
segment_4,0.765959620475769,0.4146813154220581,8.660898208618164,1.3277926445007324,11.062192916870117
segment_5,0.8111367225646973,0.4349232614040375,9.161782264709473,1.2599457502365112,11.062192916870117
segment_6,0.637739896774292,0.39842939376831055,7.861525535583496,0.8630363345146179,11.062192916870117
segment_7,0.7590948343276978,0.4085933566093445,8.382444381713867,1.1791956424713135,11.062192916870117
segment_8,0.8027819991111755,0.4307394027709961,8.914785385131836,1.0789192914962769,11.062192916870117
segment_9,0.6398876309394836,0.39920154213905334,7.527485370635986,0.9144432544708252,11.062192916870117
segment_10,0.7543231844902039,0.40922608971595764,8.18553352355957,1.2053146362304688,11.062192916870117
segment_11,0.7920358777046204,0.4269086420536041,8.571232795715332,1.147072434425354,11.062192916870117
segment_12,0.6388938426971436,0.39261966943740845,7.471491813659668,0.8900082111358643,11.062192916870117
segment_13,0.749250054359436,0.4119797646999359,8.100604057312012,1.21986722946167,11.062192916870117
segment_14,0.7922840118408203,0.42836543917655945,8.838547706604004,1.210349440574646,11.062192916870117
