scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.7558654844760895,0.5959656052775197,0.5371412628076293,1119.865871241921,0.5371412628076293,0.7516457616508782,0.05000000074505806,0.9981832504272461,0.26729423148775255,0.0
