horizon,mse,mae
1,0.061080362647771835,0.1679261028766632
2,0.08002255111932755,0.1903550922870636
3,0.09239187836647034,0.20385567843914032
4,0.10968634486198425,0.22075104713439941
5,0.12660758197307587,0.23683172464370728
6,0.13773970305919647,0.24583615362644196
7,0.15410083532333374,0.2588883340358734
8,0.16280321776866913,0.2643471956253052
9,0.18431568145751953,0.28186294436454773
10,0.19320906698703766,0.2886519730091095
11,0.2026098221540451,0.29538214206695557
12,0.21474312245845795,0.30313023924827576
13,0.21625912189483643,0.3023131191730499
14,0.24653495848178864,0.3237225413322449
15,0.24402309954166412,0.32079416513442993
16,0.2582353353500366,0.3290885388851166
17,0.26300451159477234,0.3342994749546051
18,0.2699156403541565,0.337929904460907
19,0.28220921754837036,0.3439064919948578
20,0.2851669192314148,0.34444406628608704
21,0.2873520851135254,0.34925782680511475
22,0.2983602285385132,0.35386374592781067
23,0.3032091557979584,0.3556000292301178
24,0.30625250935554504,0.35862278938293457
25,0.3082433044910431,0.36178457736968994
26,0.3132081627845764,0.36265289783477783
27,0.3190876841545105,0.3667928874492645
28,0.31368738412857056,0.36327168345451355
29,0.317543089389801,0.36452269554138184
30,0.32618942856788635,0.37139806151390076
31,0.3307885229587555,0.37624531984329224
32,0.3260166645050049,0.37068307399749756
33,0.32762405276298523,0.37247246503829956
34,0.3230213522911072,0.3692145049571991
35,0.32362544536590576,0.3692660629749298
36,0.3226776719093323,0.3694440424442291
37,0.3262964189052582,0.3725939393043518
38,0.32759803533554077,0.3734745979309082
39,0.32726049423217773,0.37328651547431946
40,0.3237304985523224,0.37124720215797424
41,0.3270147442817688,0.37560778856277466
42,0.32586878538131714,0.3725646436214447
43,0.3339017629623413,0.3795461654663086
44,0.3230489194393158,0.3710595667362213
45,0.32409679889678955,0.37066832184791565
46,0.32726049423217773,0.3751083016395569
47,0.3206978440284729,0.36949440836906433
48,0.3258661925792694,0.37212756276130676
49,0.32337886095046997,0.37268123030662537
50,0.32353881001472473,0.3716769218444824
51,0.3245238661766052,0.3733023405075073
52,0.323146253824234,0.3713705539703369
53,0.32789698243141174,0.37522685527801514
54,0.323679119348526,0.3730410933494568
55,0.32277974486351013,0.37345191836357117
56,0.3244236409664154,0.37273845076560974
57,0.3218104839324951,0.3709726631641388
58,0.32376450300216675,0.3726777136325836
59,0.32651054859161377,0.37562647461891174
60,0.32129916548728943,0.3715868592262268
61,0.3248090147972107,0.3746948838233948
62,0.3225799798965454,0.37060457468032837
63,0.32080474495887756,0.37047502398490906
64,0.3245597779750824,0.37149229645729065
65,0.3240172266960144,0.37127381563186646
66,0.32403215765953064,0.37502652406692505
67,0.32345446944236755,0.373704731464386
68,0.3213838040828705,0.369872123003006
69,0.324906587600708,0.3729947507381439
70,0.32325658202171326,0.37224656343460083
71,0.32452481985092163,0.37257006764411926
72,0.32443976402282715,0.37382787466049194
73,0.3247178792953491,0.3719516694545746
74,0.3256882131099701,0.37424296140670776
75,0.3232932388782501,0.3730330169200897
76,0.3277052640914917,0.37643328309059143
77,0.3244698643684387,0.3726314902305603
78,0.32120805978775024,0.37163156270980835
79,0.32051220536231995,0.37200772762298584
80,0.3309566080570221,0.37788519263267517
81,0.3288258910179138,0.3787696957588196
82,0.32946088910102844,0.3784034550189972
83,0.3287043273448944,0.3776303827762604
84,0.3271847069263458,0.3791646957397461
85,0.32521510124206543,0.37649253010749817
86,0.3217334747314453,0.3729470670223236
87,0.321804016828537,0.3754624128341675
88,0.3224596679210663,0.37375375628471375
89,0.3199496865272522,0.37078389525413513
90,0.31690770387649536,0.3681061565876007
91,0.318765252828598,0.3708954453468323
92,0.3132590353488922,0.36955755949020386
93,0.3169113099575043,0.36807480454444885
94,0.31959211826324463,0.3711523115634918
95,0.31796032190322876,0.3682917356491089
96,0.3163702189922333,0.366531640291214
97,0.3132355213165283,0.3662349581718445
98,0.31112080812454224,0.36207273602485657
99,0.31509414315223694,0.3668685257434845
100,0.3190375566482544,0.3694493770599365
101,0.3226538598537445,0.3707222044467926
102,0.3264176547527313,0.37379392981529236
103,0.32959234714508057,0.3750249445438385
104,0.3345228135585785,0.3795129060745239
105,0.33929070830345154,0.38366571068763733
106,0.3409136235713959,0.38354504108428955
107,0.34180620312690735,0.3833048641681671
108,0.3462379574775696,0.38682734966278076
109,0.34852007031440735,0.3865742087364197
110,0.35221919417381287,0.3927822411060333
111,0.35728758573532104,0.3924992084503174
112,0.3562077283859253,0.3888906240463257
113,0.35302260518074036,0.39035093784332275
114,0.35857564210891724,0.3936527967453003
115,0.35774311423301697,0.3928880989551544
116,0.35944315791130066,0.39370808005332947
117,0.367016464471817,0.40000200271606445
118,0.363739013671875,0.39704057574272156
119,0.3635537922382355,0.3945465385913849
120,0.36371609568595886,0.39757028222084045
121,0.36380884051322937,0.3939920961856842
122,0.3616802990436554,0.39423099160194397
123,0.3722120523452759,0.402235209941864
124,0.36896049976348877,0.39805546402931213
125,0.3709298372268677,0.39871785044670105
126,0.3691357970237732,0.3996042311191559
127,0.36631613969802856,0.39778634905815125
128,0.3741806745529175,0.4005231261253357
129,0.3655545115470886,0.3951583802700043
