dataset,seed,bin,scope_index,scale,mean_loo_gain_l1,mean_loo_gain_mse,mean_coalition_credit,mean_policy,positive_fraction
ETTh2,2023,h145_192,0,1,-0.0024188490249714965,-0.0015931995450583528,0.1807976811393043,0.1680524829866954,0.5613606770833334
ETTh2,2023,h145_192,1,48,0.003076222254847543,0.0029854607473574287,0.25524127007747127,0.19050766803638908,0.5882161458333334
ETTh2,2023,h145_192,2,144,-0.02111879325691555,-0.011734277053641369,0.1932811376871559,0.321908676562695,0.4300130208333333
ETTh2,2023,h145_192,3,360,-0.001211116435564274,-0.0004508234562580601,0.1857230025296348,0.190269468938709,0.563720703125
ETTh2,2023,h145_192,4,720,0.006582242686900021,0.005870971358494658,0.18495690856643368,0.12926170354250152,0.712646484375
ETTh2,2023,h193_288,0,1,-0.007016040920556288,-0.007236641181317599,0.14755785634701332,0.16503816886724584,0.5066731770833334
ETTh2,2023,h193_288,1,48,-0.002128662037703314,-0.0028956605156989375,0.23231472209761908,0.19112872755764934,0.5373128255208334
ETTh2,2023,h193_288,2,144,-0.021067554230858723,-0.015718965506443302,0.18387741825542273,0.3347735966550924,0.4027099609375
ETTh2,2023,h193_288,3,360,-0.003259325576653873,-0.000836964293479044,0.19456062844193187,0.18385357169078512,0.5839436848958334
ETTh2,2023,h193_288,4,720,0.012406897147168918,0.01734636005343606,0.241689374858013,0.12520593501492763,0.8175455729166666
ETTh2,2023,h289_336,0,1,-0.0012169810734367823,-0.0025098090849238054,0.14876696608445325,0.16336187956953077,0.5361328125
ETTh2,2023,h289_336,1,48,-0.0013102741765189522,-0.0025406411168952736,0.2279441272469032,0.19091722327963603,0.5303548177083334
ETTh2,2023,h289_336,2,144,-0.011417108173439322,-0.005303381788228302,0.20756237188387697,0.3391417386495353,0.44482421875
ETTh2,2023,h289_336,3,360,0.010145384700099506,0.004614182146011443,0.2138020010961017,0.18208297109197247,0.5972493489583334
ETTh2,2023,h289_336,4,720,0.009833353621370361,0.011466997534728981,0.2019245336886649,0.12449618740891803,0.740234375
ETTh2,2023,h337_512,0,1,0.003513873797732406,0.005470616639222196,0.18942993466286048,0.16421036496168737,0.6127707741477273
ETTh2,2023,h337_512,1,48,0.004414627907432223,0.00596581790585713,0.2608300636519742,0.1907154097912925,0.6031827059659091
ETTh2,2023,h337_512,2,144,-0.03623906666097613,-0.036885156238218,0.130575360505091,0.3300832537565425,0.32799183238636365
ETTh2,2023,h337_512,3,360,0.010682181779695606,0.015445701271270141,0.2619634436454234,0.18704408902259606,0.6742276278409091
ETTh2,2023,h337_512,4,720,0.006428932721518149,0.004281869386631742,0.15720119753465084,0.12794688222482425,0.5999422940340909
ETTh2,2023,h513_720,0,1,0.0008228240920489896,0.00259165869933378,0.19178781913629195,0.1672659832466759,0.5780498798076923
ETTh2,2023,h513_720,1,48,0.0008726751145869445,0.001330910681279025,0.2669636894721055,0.19456016774627363,0.5557391826923077
ETTh2,2023,h513_720,2,144,-0.031821176615805365,-0.03939666668857382,0.16571333994901585,0.32369059201566697,0.3923903245192308
ETTh2,2023,h513_720,3,360,0.009712666184837952,0.018165140724125835,0.2183731115970881,0.1878603997676884,0.6321927584134616
ETTh2,2023,h513_720,4,720,0.004532176443031536,0.011312597906557266,0.15716203984549854,0.12662285726075048,0.5738243689903846
ETTm1,2021,h1_48,0,1,0.00021753013148199737,0.00017545376623810584,0.22418459440367242,0.19085679217278084,0.5281575520833334
ETTm1,2021,h1_48,1,48,0.003435048065592313,0.002514463947495151,0.21704628650201338,0.21580918817380734,0.5345052083333334
ETTm1,2021,h1_48,2,144,-0.00043749477622094697,0.0006543121778659014,0.18680404240069512,0.165471428359524,0.4839680989583333
ETTm1,2021,h1_48,3,360,0.000254515359181397,-0.0003822514555175879,0.19770870229716717,0.20420249533132542,0.5089518229166666
ETTm1,2021,h1_48,4,720,0.0003021430733516038,-0.000988043310370517,0.17425637439645195,0.22366009599253664,0.5149739583333334
ETTm1,2021,h49_96,0,1,0.002973384227009552,0.002276210541925118,0.25337107418517113,0.19474115684033677,0.55615234375
ETTm1,2021,h49_96,1,48,-0.001934489297873762,-0.0005041096687288108,0.17530932576504465,0.21013787259895858,0.5201822916666666
ETTm1,2021,h49_96,2,144,0.0012899375400551394,0.0017326192826519176,0.20491726380157269,0.17575767353143115,0.506103515625
ETTm1,2021,h49_96,3,360,-0.0011060675427750333,-0.0012525722462511458,0.2056400758592122,0.20732577293210852,0.516845703125
ETTm1,2021,h49_96,4,720,-0.0015499013276203451,-0.001247158715606491,0.1607622603889993,0.21203752372291382,0.4781087239583333
ETTm1,2021,h97_144,0,1,-0.0002726217666119953,-0.0016853277225453336,0.19132421472501127,0.20101321386224905,0.5043131510416666
ETTm1,2021,h97_144,1,48,-0.003846863228416796,-0.002903924985081723,0.1489096366334308,0.19830108184396522,0.4664713541666667
ETTm1,2021,h97_144,2,144,-0.000665830564086843,-0.0024736963746226845,0.217573889889949,0.1932900047650037,0.4410807291666667
ETTm1,2021,h97_144,3,360,0.005420143677959781,0.007726668244694171,0.2817206318959169,0.2153437831551249,0.6442057291666666
ETTm1,2021,h97_144,4,720,-0.00086305747455697,0.001537211527972816,0.16047162685569202,0.19205191645989217,0.5228678385416666
ETTm1,2021,h145_192,0,1,-0.000766043852308804,-0.0005252803200239826,0.18992732979543514,0.20688785352710207,0.4718424479166667
ETTm1,2021,h145_192,1,48,-0.0031267807998144,-0.0073405101829867305,0.13480743887542063,0.18256200709538462,0.4396158854166667
ETTm1,2021,h145_192,2,144,0.0014817348130691445,0.00483519649953394,0.24150623126569762,0.2113610279823964,0.5135904947916666
ETTm1,2021,h145_192,3,360,0.0027134375549369553,0.0034678879679987764,0.2735834165903998,0.2296921681272579,0.5799967447916666
ETTm1,2021,h145_192,4,720,0.0014518764459328882,5.040309208905069e-05,0.1601755834730468,0.16949694402816937,0.56640625
ETTm1,2021,h193_288,0,1,-0.0017757444502103173,-0.001181026013010322,0.1912591854334412,0.21120666678962152,0.443603515625
ETTm1,2021,h193_288,1,48,-0.002428962503641197,-0.0037250383838485467,0.14543953394236034,0.1644919124816321,0.4814860026041667
ETTm1,2021,h193_288,2,144,0.003756384388286814,0.005129095097339655,0.25066440410937657,0.22445320767989566,0.5422770182291666
ETTm1,2021,h193_288,3,360,0.002545097984585301,0.0018227444377371946,0.28088922358242435,0.25539844123598715,0.5667317708333334
ETTm1,2021,h193_288,4,720,0.0008168350124083554,0.000339757540689375,0.1317476529323975,0.14444977214915275,0.5456949869791666
ETTm1,2021,h289_336,0,1,-0.0012860339307291734,-0.001763144041681916,0.20206781134645083,0.21235247616247457,0.4658203125
ETTm1,2021,h289_336,1,48,0.00010900755878932523,-0.00034779672037199663,0.17677335774877143,0.16052514339025947,0.489990234375
ETTm1,2021,h289_336,2,144,-8.660831604079126e-05,0.0007307949876783722,0.21342316235695832,0.22122134123977352,0.5064290364583334
ETTm1,2021,h289_336,3,360,0.0029121001164698515,0.0034215290725738445,0.2859737222069773,0.27137083901773923,0.5562337239583334
ETTm1,2021,h289_336,4,720,0.00041693446829735374,-0.0001523781248642503,0.12176194634084213,0.13453019989517165,0.5284830729166666
ETTm1,2021,h337_512,0,1,0.002227086947146495,0.002708967478202828,0.23578348071870622,0.2108028182322993,0.5308283025568182
ETTm1,2021,h337_512,1,48,0.0005779998191362272,0.0007638044806213713,0.17758973671662728,0.17413609585413392,0.4941628196022727
ETTm1,2021,h337_512,2,144,0.00017439362925210564,0.00010087812681914731,0.21429565054453106,0.19829302258486595,0.5076571377840909
ETTm1,2021,h337_512,3,360,-0.00010833440849351748,-0.000748225020570381,0.23262137416132703,0.26841785144105496,0.4960049715909091
ETTm1,2021,h337_512,4,720,-0.0002205875561395588,-0.0005349834697046577,0.13970975785880838,0.14835021171665988,0.4861061789772727
ETTm1,2021,h513_720,0,1,-2.1822410149057447e-05,0.0003758496777649248,0.22243236692612856,0.21100600843356704,0.5031362680288461
ETTm1,2021,h513_720,1,48,0.0003695002042281179,0.0006946307329187679,0.17353581005370497,0.16487032364116552,0.4799992487980769
ETTm1,2021,h513_720,2,144,-0.0011559849564534539,-0.0008500631634461859,0.18592002182852418,0.188593590041749,0.46568885216346156
ETTm1,2021,h513_720,3,360,0.0016739471454186477,0.0018042814594553724,0.2509860278677134,0.2674798964613868,0.5293532151442307
ETTm1,2021,h513_720,4,720,0.0020052230556800135,0.0013078610741261844,0.16712577332392886,0.16805018123489865,0.5242450420673077
ETTm1,2022,h1_48,0,1,0.002285880575869439,0.0009992000713569254,0.18467482126458487,0.2480541118732309,0.50927734375
ETTm1,2022,h1_48,1,48,-0.00383007255982082,-0.003084029729741276,0.26780209359614804,0.2507483282916401,0.4248046875
ETTm1,2022,h1_48,2,144,0.00016188695418861037,0.0004968292693055454,0.08358572166441426,0.06057918514113423,0.5565592447916666
ETTm1,2022,h1_48,3,360,0.006032549151629125,0.004786484264353466,0.30886240711518587,0.35690357767478936,0.588623046875
ETTm1,2022,h1_48,4,720,0.0023219389129959943,0.002436318587627271,0.1550749563596669,0.08371479733262059,0.5786946614583334
ETTm1,2022,h49_96,0,1,-0.008286805701573323,-0.004635086682683049,0.11387060594348643,0.2452203438242988,0.4217936197916667
ETTm1,2022,h49_96,1,48,0.001758844388114669,0.0019011245651444197,0.33126201965275176,0.259544506752718,0.543701171875
ETTm1,2022,h49_96,2,144,0.0008709416929512685,0.0004038434410863483,0.1483104527020792,0.07303215475402869,0.5890299479166666
ETTm1,2022,h49_96,3,360,-0.0019495559624230125,-0.00029118485404718567,0.19787190069484453,0.34519762117197167,0.4769694010416667
ETTm1,2022,h49_96,4,720,0.0027538901695840523,0.002549310045515336,0.20868502100683808,0.07700537314850268,0.671142578125
ETTm1,2022,h97_144,0,1,-0.007728369893606001,-0.00703493516340908,0.10812830067386585,0.24041599316801518,0.4242350260416667
ETTm1,2022,h97_144,1,48,0.00014565225813227672,0.0008270326061314909,0.3087096278420872,0.27375529495573875,0.521728515625
ETTm1,2022,h97_144,2,144,0.0011338165498784344,0.000786274877632252,0.19000781672593,0.09694518226661841,0.5693359375
ETTm1,2022,h97_144,3,360,0.0005453553903943917,0.0023826315658323164,0.2300255707804568,0.32242357175916586,0.5535481770833334
ETTm1,2022,h97_144,4,720,-0.00025486643619179007,-0.0002694099660857847,0.16312868397766017,0.06645995821820842,0.578857421875
ETTm1,2022,h145_192,0,1,-0.00632520138424439,-0.012368004756998239,0.122743551305091,0.23531011462559878,0.456787109375
ETTm1,2022,h145_192,1,48,-0.00037322906242376005,0.0035530304039995933,0.30057359470531414,0.2883487876823286,0.486328125
ETTm1,2022,h145_192,2,144,0.0019278439354298343,0.0013150882402664956,0.1807965962604714,0.12506599590152784,0.5491536458333334
ETTm1,2022,h145_192,3,360,-0.0013641102593464221,-0.0015178327405141597,0.21726463737908186,0.29515122433561647,0.5001627604166666
ETTm1,2022,h145_192,4,720,0.0010784871259735538,0.00056352911002121,0.17862162035004162,0.05612387784936498,0.67578125
ETTm1,2022,h193_288,0,1,-0.0020346594796289133,-0.0025414754760459705,0.14877662767741412,0.23150581837325945,0.4739990234375
ETTm1,2022,h193_288,1,48,5.9041191170406454e-06,-0.0001079011291841551,0.3245442025002636,0.3040918188549995,0.5024820963541666
ETTm1,2022,h193_288,2,144,0.0031429969449708792,0.0026329249381857865,0.18920564520068273,0.14545192920032857,0.5579020182291666
ETTm1,2022,h193_288,3,360,0.0015360046224596649,0.0010626406296011693,0.23254880161467753,0.2722158106756764,0.5261637369791666
ETTm1,2022,h193_288,4,720,6.428308405396452e-05,6.62067888655626e-05,0.10492472300696203,0.046734622594349275,0.5199788411458334
ETTm1,2022,h289_336,0,1,0.0029080418110952445,0.003018082867669749,0.1906977925833838,0.23322460234762835,0.5099283854166666
ETTm1,2022,h289_336,1,48,-0.0034039554736473737,-0.005288192412688147,0.2861642066173224,0.31116173770016076,0.4718424479166667
ETTm1,2022,h289_336,2,144,0.004267193692208256,0.008205790063231645,0.1822158410218948,0.13278837729227125,0.5396321614583334
ETTm1,2022,h289_336,3,360,0.00014361401902814361,-0.0023835869555654137,0.24272055418569827,0.2789911260369184,0.4832356770833333
ETTm1,2022,h289_336,4,720,3.339190936298711e-05,-0.0003654654680742115,0.09820160559170076,0.04383415655822328,0.5192057291666666
ETTm1,2022,h337_512,0,1,0.0005460425323358611,0.0012174561387068795,0.17822608686127347,0.24198581354434687,0.5223055752840909
ETTm1,2022,h337_512,1,48,0.003791283437300343,0.005712860589787382,0.3385257618127127,0.299846151167835,0.5328702059659091
ETTm1,2022,h337_512,2,144,-0.00017966378519688645,-0.0008540786051466746,0.13856550460865302,0.08751871462885107,0.538330078125
ETTm1,2022,h337_512,3,360,-0.003141517878399476,-0.004234071048713063,0.20943788176013386,0.3208435701286886,0.4554110440340909
ETTm1,2022,h337_512,4,720,0.0010684592654336778,0.001660899636290629,0.13524476495722698,0.04980575073093408,0.5463201349431818
ETTm1,2022,h513_720,0,1,0.0010584767555605174,0.0012758319306430492,0.18006288537801124,0.24497995322000163,0.5441331129807693
ETTm1,2022,h513_720,1,48,0.00043904002199666775,-0.0018189457548762012,0.3266312304732852,0.293160597740019,0.5409780649038461
ETTm1,2022,h513_720,2,144,0.0007830495810673772,0.0003582932069861499,0.14757867640229583,0.08933572030228129,0.5219538762019231
ETTm1,2022,h513_720,3,360,-0.005109537766833529,-0.0037731097682814625,0.17880485861531278,0.31388112258566364,0.4659893329326923
ETTm1,2022,h513_720,4,720,0.002268689554188578,0.0035337782798060607,0.16692234913109497,0.058642606192658625,0.5731107271634616
ETTm1,2023,h1_48,0,1,-0.001603817409182003,-0.001360577554389854,0.19831354497063233,0.16649930828020842,0.4288736979166667
ETTm1,2023,h1_48,1,48,0.0021269594952888636,0.001758480058499945,0.2052837020053532,0.264984652931427,0.4950358072916667
ETTm1,2023,h1_48,2,144,0.0005801522318685635,0.001416351440973813,0.18012746944335847,0.11935051794368216,0.5184733072916666
ETTm1,2023,h1_48,3,360,0.001468634316025099,0.0007647739089555331,0.20131559089986242,0.20649620693869983,0.5390625
ETTm1,2023,h1_48,4,720,0.0007590897172802011,-0.0014607439356651344,0.2149596926807936,0.2426693142798276,0.5335286458333334
ETTm1,2023,h49_96,0,1,0.0013550917069709643,0.001672285158394628,0.22950428591038222,0.173858789039438,0.5152994791666666
ETTm1,2023,h49_96,1,48,-0.0025052235477567983,-0.000711826361692162,0.17088384362787915,0.26334506346614717,0.4850260416666667
ETTm1,2023,h49_96,2,144,0.0005608222160948039,0.0005696167197012703,0.22502630807434895,0.13170864621861256,0.5396321614583334
ETTm1,2023,h49_96,3,360,-0.0022570612567961424,-0.0018758806987292055,0.15332376966147873,0.20547776240232452,0.462158203125
ETTm1,2023,h49_96,4,720,0.0011089665938532008,1.624854369701373e-05,0.22126179272591098,0.22560973912712612,0.534423828125
ETTm1,2023,h97_144,0,1,-0.0007094042466949741,-0.0014372998508221607,0.19204961549805732,0.18573057606621055,0.486083984375
ETTm1,2023,h97_144,1,48,-0.004704096376666465,-0.004447199769094381,0.14357811575560606,0.25964795985235395,0.4432779947916667
ETTm1,2023,h97_144,2,144,-0.0016069259564164117,-0.0027089876469649607,0.21389213571078525,0.15492794758771802,0.447265625
ETTm1,2023,h97_144,3,360,0.0035945332170034504,0.005276093940913516,0.23659359509961367,0.2029459357752046,0.6123860677083334
ETTm1,2023,h97_144,4,720,0.0017415186740422665,0.0036714838687130964,0.2138865379359377,0.19674758104259263,0.5843098958333334
ETTm1,2023,h145_192,0,1,0.0008777441134284687,0.000259994226060231,0.2196500265585358,0.1974773047504641,0.5723470052083334
ETTm1,2023,h145_192,1,48,-0.0044924092777596245,-0.013482567829439553,0.15139812401844424,0.25371755311971356,0.48095703125
ETTm1,2023,h145_192,2,144,-0.00031699471506686257,0.0022667549206618043,0.260621923056981,0.18370894397321536,0.5398763020833334
ETTm1,2023,h145_192,3,360,-0.0003680404576735174,-0.0005196914896369061,0.1832338045538843,0.19922105636049992,0.4818522135416667
ETTm1,2023,h145_192,4,720,0.0021276471572476995,0.0008147018407514509,0.18509612181215473,0.16587514240927467,0.599609375
ETTm1,2023,h193_288,0,1,-0.0002991880415845883,-0.0006769676248433256,0.20419149243741208,0.20812774952378277,0.5066324869791666
ETTm1,2023,h193_288,1,48,-0.0019395035384253705,-0.00412110173720429,0.18726247961454837,0.24581730065618027,0.5171712239583334
ETTm1,2023,h193_288,2,144,0.0013024099848296551,0.0022214878890392327,0.2666355727297191,0.2126285876329348,0.5381266276041666
ETTm1,2023,h193_288,3,360,0.0004062104272318728,0.0003706246276356724,0.20130759182979477,0.1961739280394378,0.508544921875
ETTm1,2023,h193_288,4,720,0.0006777665270541849,0.00039256773622621316,0.1406028633885257,0.13725243418319386,0.522705078125
ETTm1,2023,h289_336,0,1,-0.0014670357949871891,-0.0018964211154905517,0.1902649068164001,0.21198526229197037,0.4969075520833333
ETTm1,2023,h289_336,1,48,0.0006666278528346883,0.0003953860669627712,0.19433600050321487,0.24634586610496476,0.4893391927083333
ETTm1,2023,h289_336,2,144,-0.0005506672243638615,0.0001795386210206668,0.2224373764605888,0.2083894883674778,0.4818522135416667
ETTm1,2023,h289_336,3,360,0.0022756113987990514,0.0026391133315192116,0.22885969003486983,0.1998000887302851,0.5515950520833334
ETTm1,2023,h289_336,4,720,0.0018826782872214535,0.001458768258307404,0.16410202618492634,0.13347929506080902,0.5801595052083334
ETTm1,2023,h337_512,0,1,-0.0006239088013616093,-0.0019670691039320757,0.20769825507675288,0.20503881373856944,0.4947176846590909
ETTm1,2023,h337_512,1,48,0.00042990294870847313,-0.0004964892168465913,0.19964005559206519,0.2581454173461101,0.5030850497159091
ETTm1,2023,h337_512,2,144,0.0003018630526398862,0.001063355454965997,0.21140817867398223,0.16111864904947157,0.49207652698863635
ETTm1,2023,h337_512,3,360,0.00024619354453564777,0.00029361934204054585,0.19637917203349053,0.21026306958596439,0.4972256747159091
ETTm1,2023,h337_512,4,720,0.0024920366538387253,0.0026594757110506673,0.1848743386237092,0.16543405017590243,0.5216619318181818
ETTm1,2023,h513_720,0,1,-0.000854472928952725,-0.0004386269255667797,0.212631556894787,0.20557297284393336,0.4692946213942308
ETTm1,2023,h513_720,1,48,0.0007148359395710602,0.0007980541273600669,0.20383091943135762,0.2629021217734274,0.4865159254807692
ETTm1,2023,h513_720,2,144,-0.001278265014313231,-0.0017698716866642174,0.1840319739670687,0.1504928719599635,0.4601299579326923
ETTm1,2023,h513_720,3,360,0.0003737998822716217,0.00020488381544489395,0.19272072212151123,0.20097502082342963,0.5062913161057693
ETTm1,2023,h513_720,4,720,0.004718200381138043,0.005933551022966136,0.20678482758527553,0.1800570124821475,0.5318134014423077
ETTm2,2021,h1_48,0,1,-0.0006884018478852258,-0.0003313471042944042,0.16893740280255068,0.14959755834691654,0.4862467447916667
ETTm2,2021,h1_48,1,48,-0.0001260082463217119,-0.00010470674813442314,0.15938340674298865,0.1401536267700673,0.4937337239583333
ETTm2,2021,h1_48,2,144,0.0002747042208945838,3.7871681040175e-05,0.2049725264028596,0.2016707420516468,0.505126953125
ETTm2,2021,h1_48,3,360,0.0006625367477064529,0.0003916790830734718,0.16157615895796607,0.15823483608134362,0.5154622395833334
ETTm2,2021,h1_48,4,720,0.0038348623165359633,0.0023866831747342567,0.305130505093635,0.35034323739879863,0.5487467447916666
ETTm2,2021,h49_96,0,1,-0.0009593009946006117,-0.0005726923623261328,0.15761498250535352,0.15501392027939195,0.4890950520833333
ETTm2,2021,h49_96,1,48,-0.0005403882659919636,-0.0003975285758154568,0.14698792388536136,0.14525424452009852,0.5015462239583334
ETTm2,2021,h49_96,2,144,-0.0006488157610736003,-0.00029864273064310944,0.23624579377891872,0.20803079602531702,0.5087076822916666
ETTm2,2021,h49_96,3,360,-4.275065575146004e-05,0.0001658370972657459,0.13858081717714835,0.1551185221887863,0.4930826822916667
ETTm2,2021,h49_96,4,720,0.005964653626513927,0.003640565287375794,0.320570482653218,0.33658251692031627,0.5704752604166666
ETTm2,2021,h97_144,0,1,0.0004299902336528624,0.0007546052213981995,0.163754942650744,0.16423152187568726,0.4888509114583333
ETTm2,2021,h97_144,1,48,9.32242215628067e-05,0.0002215620030546964,0.15229309351443426,0.15390260912348216,0.4806315104166667
ETTm2,2021,h97_144,2,144,-0.00018813946091139174,8.249628291114002e-05,0.2695111150903553,0.21883175865150406,0.49755859375
ETTm2,2021,h97_144,3,360,-0.00033938328165209717,-0.00044652149281937376,0.12930245531202436,0.14969145224616417,0.468017578125
ETTm2,2021,h97_144,4,720,0.004164193042730039,0.0026629814490315485,0.2851383934324421,0.31334265758050606,0.5267740885416666
ETTm2,2021,h145_192,0,1,-0.0002983717457369082,9.003415346755284e-06,0.15775650769033858,0.1744557185187053,0.4839680989583333
ETTm2,2021,h145_192,1,48,6.180785642317813e-05,0.0002967918288315685,0.15871130110346526,0.16343808898060766,0.5079752604166666
ETTm2,2021,h145_192,2,144,0.004027041531112451,0.004145686633927385,0.30729118797731886,0.2307603833542089,0.5564778645833334
ETTm2,2021,h145_192,3,360,-0.002122491664012165,-0.0020430712696948455,0.12110373691097093,0.14364584412032855,0.4185384114583333
ETTm2,2021,h145_192,4,720,0.0016964525985034313,0.0005460714190541416,0.2551372663179064,0.2876999650992123,0.51318359375
ETTm2,2021,h193_288,0,1,0.0010975183732745977,0.0013154492602224187,0.19640468645379686,0.18509028918439677,0.5058186848958334
ETTm2,2021,h193_288,1,48,0.0012003995137135051,0.0015448524070644906,0.18936255527686233,0.17331358182339804,0.5191243489583334
ETTm2,2021,h193_288,2,144,4.0353308415038244e-05,0.0005665550008529826,0.24727736631982447,0.24294031377333644,0.5004475911458334
ETTm2,2021,h193_288,3,360,-0.0011376062812897293,-0.001241023843336452,0.12927461175712573,0.13826964585981236,0.4503987630208333
ETTm2,2021,h193_288,4,720,0.0019361207451250818,0.0008859231128102171,0.23768078019239056,0.2603861699111197,0.511474609375
ETTm2,2021,h289_336,0,1,0.0020684070197244634,0.0023238621905727463,0.20783088000615904,0.18778757905541474,0.5238444010416666
ETTm2,2021,h289_336,1,48,0.0014999327630948016,0.0015322780190659103,0.1974343048947622,0.17593858174586785,0.518310546875
ETTm2,2021,h289_336,2,144,0.0006263298683763133,0.0014380359325379185,0.24086089385050716,0.2455670177077991,0.5072428385416666
ETTm2,2021,h289_336,3,360,-0.0019069651288215759,-0.002026271194096922,0.1322528550932824,0.13925346835700717,0.4351399739583333
ETTm2,2021,h289_336,4,720,0.0011559691284218664,6.0198709511879896e-06,0.22162106615528918,0.251453353159377,0.4773763020833333
ETTm2,2021,h337_512,0,1,-0.0005973177021354595,-0.00017590030366713432,0.17074022893491347,0.17901926925432318,0.4851740056818182
ETTm2,2021,h337_512,1,48,3.7023887302569785e-05,0.00020342334319585858,0.16086717923037008,0.16823261789671629,0.5050603693181818
ETTm2,2021,h337_512,2,144,-0.0006486476325226069,0.00023415287745598022,0.226787226858551,0.2340172196997049,0.4992009943181818
ETTm2,2021,h337_512,3,360,-0.000998308387238179,-0.0010575417520793178,0.14309730514094304,0.1495101084108848,0.4975807883522727
ETTm2,2021,h337_512,4,720,0.0076457793033283625,0.006069616677425996,0.29850805983522233,0.26922078489984747,0.5260120738636364
ETTm2,2021,h513_720,0,1,-0.00012897478085888215,-1.5802337427130432e-05,0.17960257452926667,0.1766429442079523,0.5069673978365384
ETTm2,2021,h513_720,1,48,-0.00044352057064000507,-0.00042619428361830003,0.15936596822192678,0.1664145784360209,0.49646935096153844
ETTm2,2021,h513_720,2,144,-0.0031254253549482893,-0.0029924162569477408,0.21798356454985854,0.22905532521746444,0.48033728966346156
ETTm2,2021,h513_720,3,360,-0.0038949009047712503,-0.004193013599508467,0.13405332373394796,0.14964851817617622,0.46670297475961536
ETTm2,2021,h513_720,4,720,0.012668870459819716,0.015368200711299611,0.308994568965,0.2782386336863195,0.59521484375
ETTm2,2022,h1_48,0,1,-0.0007841136749753676,-0.0006217730293218362,0.14138928274729676,0.11305604978845925,0.4751790364583333
ETTm2,2022,h1_48,1,48,-0.0019355426340824627,-0.0011527376672229488,0.11742402625805944,0.11166754481318246,0.465576171875
ETTm2,2022,h1_48,2,144,0.0011321019173314059,0.0005518307526183956,0.17461613968915068,0.10560757719364726,0.5218098958333334
ETTm2,2022,h1_48,3,360,0.00037622999576417316,0.0002900824564471876,0.15496367594784213,0.14359059903866486,0.5118001302083334
ETTm2,2022,h1_48,4,720,0.009567379002844243,0.005448925417965384,0.41160687535765095,0.5260782287962987,0.5869140625
ETTm2,2022,h49_96,0,1,0.0003142160581432691,0.00017025648387288274,0.1544796017304205,0.11889390905306148,0.5509440104166666
ETTm2,2022,h49_96,1,48,-0.00028815715004866423,-0.00025942215551313333,0.12493143042501498,0.12056016518581221,0.5409342447916666
ETTm2,2022,h49_96,2,144,0.002528221493073116,0.001067879735116071,0.27397173807394964,0.112977324091086,0.6041666666666666
ETTm2,2022,h49_96,3,360,0.00016451521646763308,0.00017859035034166156,0.14974011071268664,0.14149912746051996,0.505615234375
ETTm2,2022,h49_96,4,720,-0.00377894541909536,-0.0010451859312534146,0.29687711905792824,0.5060694737536929,0.4646809895833333
ETTm2,2022,h97_144,0,1,-0.0003876142903400947,-6.9383319831681e-05,0.12870957486733606,0.1285227845500382,0.4927571614583333
ETTm2,2022,h97_144,1,48,0.0035679924184566767,0.002523804165057013,0.1709747364739949,0.1362409208287545,0.5470377604166666
ETTm2,2022,h97_144,2,144,0.0021693683451908152,0.0016969613972184121,0.24792643267134085,0.1260227074941819,0.549072265625
ETTm2,2022,h97_144,3,360,-0.0012654378421224062,-0.001055447052151281,0.14052183773837232,0.13732517595781246,0.4671223958333333
ETTm2,2022,h97_144,4,720,0.00013310977312857927,-0.0003241164804028749,0.3118674182489558,0.4718884113299282,0.4717610677083333
ETTm2,2022,h145_192,0,1,-0.00028258458508343044,-0.00022163776902383377,0.14504551438320398,0.13870055276402127,0.5144856770833334
ETTm2,2022,h145_192,1,48,0.002054702980611675,0.0018947516118294641,0.16282720754043192,0.1545362559047779,0.579345703125
ETTm2,2022,h145_192,2,144,0.0032258328222597448,0.0033695610943419185,0.2662631725112295,0.14123384541926498,0.5619303385416666
ETTm2,2022,h145_192,3,360,-0.0015559133269941409,-0.001316535404684959,0.13830726298262408,0.1319398036406104,0.45166015625
ETTm2,2022,h145_192,4,720,-0.002502035137505075,-0.002810161994420518,0.2875568425825106,0.4335895416515996,0.4693196614583333
ETTm2,2022,h193_288,0,1,-0.002322167232267629,-0.0022122007984819096,0.1339141101906796,0.1487958733960492,0.4312337239583333
ETTm2,2022,h193_288,1,48,-0.0016468383211598605,-0.0015977422584085776,0.14712335017340186,0.17539942899129338,0.4662272135416667
ETTm2,2022,h193_288,2,144,0.004028173288617983,0.004829883752850311,0.2675628978584867,0.15747552376433305,0.5676676432291666
ETTm2,2022,h193_288,3,360,0.0002823979092674857,0.0004310267858326393,0.15786095162240352,0.1261366913066316,0.5289713541666666
ETTm2,2022,h193_288,4,720,0.0015670061985816532,-0.0003602538693591288,0.29353869015502826,0.3921924824843093,0.5238444010416666
ETTm2,2022,h289_336,0,1,-0.005348362157903721,-0.006119828869173934,0.109833345801275,0.15177816743653239,0.3771158854166667
ETTm2,2022,h289_336,1,48,-0.008166880183303785,-0.009036647985457934,0.10730915390929514,0.18276405777601212,0.377197265625
ETTm2,2022,h289_336,2,144,0.0032296711783823713,0.004263143341817081,0.24866595184242926,0.16041092047301694,0.5542805989583334
ETTm2,2022,h289_336,3,360,0.003958840558921269,0.004611692852096318,0.2074314052096898,0.12609158565464895,0.6375325520833334
ETTm2,2022,h289_336,4,720,0.006254281749650055,0.005876605437335643,0.3267601432373108,0.37895526863364165,0.636962890625
