dataset,arm,target_horizon,mse,mae,source_path
ETTh2,target_set_prefix_head_multiprefix,96,0.2796899676322937,0.34863561391830444,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_target_set_prefix_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_prefix_head_multiprefix,192,0.31926193833351135,0.37526649236679077,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_target_set_prefix_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_prefix_head_multiprefix,336,0.34713172912597656,0.3984791338443756,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_target_set_prefix_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_prefix_head_multiprefix,720,0.43280455470085144,0.45527929067611694,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_target_set_prefix_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_token_decoder_multiprefix,96,0.35748323798179626,0.38283848762512207,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_prefix_token_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_token_decoder_multiprefix,192,0.37189769744873047,0.39727020263671875,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_prefix_token_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_token_decoder_multiprefix,336,0.3807302415370941,0.40929460525512695,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_prefix_token_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_token_decoder_multiprefix,720,0.44124799966812134,0.45477569103240967,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_prefix_token_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_set_prefix_head_multiprefix,96,0.19748109579086304,0.2897067666053772,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_target_set_prefix_head_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_set_prefix_head_multiprefix,192,0.252949595451355,0.3227323889732361,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_target_set_prefix_head_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_set_prefix_head_multiprefix,336,0.30414721369743347,0.3542168438434601,analysis/phase5_timealign_hss_h1b_variable_readout_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1B_target_set_prefix_head_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
