dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds
ETTh2,prefix_token_decoder_multiprefix,6,0.5829607750725957,0.4520778719302827,0.5315583613330284,0.039904059611458695,0.9097884197150712,multi-prefix,1,0.6832435727119446,0.00025,12.845228910446167
ETTh2,prefix_token_decoder_multiprefix,7,0.5687635630632923,0.4489954381653693,0.5290844226832938,0.028937580912843743,0.908305425559525,multi-prefix,1,0.6887658089399338,0.00017274575140626317,12.860751867294312
ETTh2,prefix_token_decoder_multiprefix,8,0.5651648504807886,0.45146465894922744,0.5329624537081845,0.023018680133782658,0.9068151316811554,multi-prefix,1,0.6940729469060898,0.00010305368692688174,12.84775710105896
ETTh2,prefix_token_decoder_multiprefix,9,0.5568633742828285,0.44623893090581473,0.5262745682117158,0.020047990114848434,0.9057645410035564,multi-prefix,1,0.6896091103553772,4.7745751406263163e-05,12.759921789169312
ETTh2,prefix_token_decoder_multiprefix,10,0.5549104692397919,0.44596773386001587,0.5260513641137993,0.01841084163355748,0.9053189519759828,multi-prefix,1,0.6906590610742569,1.2235870926211617e-05,13.933704853057861
ETTm2,target_set_prefix_head_multiprefix,1,1.4378319475871715,0.3665265027563084,0.42404611471997267,0.13442331847364378,0.9368821270332374,multi-prefix,1,0.20922759175300598,0.0001,61.05306887626648
ETTm2,target_set_prefix_head_multiprefix,2,1.3259294301156372,0.35643103393693687,0.4165320779308389,0.07478284895865958,0.8947155495177825,multi-prefix,1,0.20813274756073952,9.755282581475769e-05,61.96694850921631
ETTm2,target_set_prefix_head_multiprefix,3,1.2970910235721633,0.35415432932984414,0.41400601832793027,0.05683383879226607,0.8861028564712716,multi-prefix,1,0.20999621599912643,9.045084971874738e-05,62.35936427116394
ETTm2,target_set_prefix_head_multiprefix,4,1.281809571511957,0.3526082862470601,0.4119753328414497,0.04514545558962583,0.8840558310273071,multi-prefix,1,0.21033939719200134,7.938926261462366e-05,59.268402338027954
ETTm2,target_set_prefix_head_multiprefix,5,1.2719003539748173,0.3516052712948856,0.4108730992985508,0.036198477814527785,0.8840966046316744,multi-prefix,1,0.20925546437501907,6.545084971874738e-05,59.154574155807495
ETTm2,target_set_prefix_head_multiprefix,6,1.264698012109889,0.35104548787288226,0.40996338711857333,0.02914185299174896,0.884510673668854,multi-prefix,1,0.2104679010808468,5e-05,60.88467073440552
ETTm2,target_set_prefix_head_multiprefix,7,1.2591399815091755,0.3506414592266083,0.4097395600556867,0.023848427921663036,0.8846500913493882,multi-prefix,1,0.20968499407172203,3.4549150281252636e-05,60.6075439453125
ETTm2,target_set_prefix_head_multiprefix,8,1.2548337591430856,0.35002926889533703,0.408778540790081,0.02028680914243446,0.8845176836583605,multi-prefix,1,0.20955687388777733,2.061073738537635e-05,58.827577352523804
ETTm2,target_set_prefix_head_multiprefix,9,1.2523855850042984,0.3498591618130566,0.40872996651412896,0.01820249152351818,0.8843239313387042,multi-prefix,1,0.20955874770879745,9.549150281252633e-06,60.2948272228241
ETTm2,target_set_prefix_head_multiprefix,10,1.2514667347591355,0.34993048110063474,0.40858113417639236,0.017297235741837374,0.8842390176182088,multi-prefix,1,0.2094566859304905,2.4471741852423237e-06,60.07308483123779
ETTm2,prefix_token_decoder_multiprefix,1,1.4582563042640686,0.3869965201581767,0.43198054183173823,0.1343067241293238,0.9369530626015313,multi-prefix,1,0.22668475657701492,0.0001,69.77206325531006
ETTm2,prefix_token_decoder_multiprefix,2,1.3400652537474762,0.3703489984209473,0.4208515697522053,0.0747510089348412,0.8949652456293695,multi-prefix,1,0.22495795413851738,9.755282581475769e-05,68.34785413742065
ETTm2,prefix_token_decoder_multiprefix,3,1.3087808602565043,0.3658201640263257,0.4179796338023826,0.05664985299714514,0.8863108421039397,multi-prefix,1,0.22037436813116074,9.045084971874738e-05,68.80568289756775
ETTm2,prefix_token_decoder_multiprefix,4,1.2922318887296331,0.3630160847570905,0.4163541842726667,0.04483871807391004,0.8843770837231493,multi-prefix,1,0.22188936546444893,7.938926261462366e-05,70.69052314758301
ETTm2,prefix_token_decoder_multiprefix,5,1.2815473333979206,0.36120747656895846,0.4152697848882454,0.03584937298037543,0.8844904825954364,multi-prefix,1,0.21747612953186035,6.545084971874738e-05,66.90556836128235
ETTm2,prefix_token_decoder_multiprefix,6,1.2733442145885188,0.35958209981904526,0.4142150662580512,0.02884306585322706,0.8849190489665882,multi-prefix,1,0.2197692096233368,5e-05,67.58219575881958
ETTm2,prefix_token_decoder_multiprefix,7,1.2668694012643749,0.35832658316580485,0.4133911190345941,0.02355506950737657,0.8849877484977016,multi-prefix,1,0.21653936430811882,3.4549150281252636e-05,68.15721321105957
ETTm2,prefix_token_decoder_multiprefix,8,1.26254561900172,0.3577442831399358,0.4129303206750785,0.019948285562076163,0.884853049940124,multi-prefix,1,0.21916546672582626,2.061073738537635e-05,68.30457186698914
ETTm2,prefix_token_decoder_multiprefix,9,1.2598175422565356,0.35730925021139354,0.4126365029155978,0.01787279357659023,0.8846354960934996,multi-prefix,1,0.21595724672079086,9.549150281252633e-06,69.85008335113525
ETTm2,prefix_token_decoder_multiprefix,10,1.258612104019143,0.3571053089782538,0.4124850450680523,0.016960060445081197,0.8845467341337425,multi-prefix,1,0.21744630485773087,2.4471741852423237e-06,62.713401794433594
Weather,target_set_prefix_head_multiprefix,1,0.5857200602385542,0.45652079402001755,0.5062717942231829,0.07881267176813274,0.503865960138154,multi-prefix,1,0.6433953195810318,0.0001,101.92086100578308
Weather,target_set_prefix_head_multiprefix,2,0.5166427572442737,0.44342823576733525,0.49768668437369895,0.023962229519699185,0.4925229163699202,multi-prefix,1,0.6434788256883621,9.755282581475769e-05,102.38250970840454
Weather,target_set_prefix_head_multiprefix,3,0.4968428237881471,0.43953456417640624,0.49501610254122463,0.009184506200237152,0.48123753189179874,multi-prefix,1,0.6435153782367706,9.045084971874738e-05,102.28331255912781
Weather,target_set_prefix_head_multiprefix,4,0.49107133809625025,0.4372366862337942,0.4935079943724918,0.006420845827777006,0.4741380625683478,multi-prefix,1,0.6434398293495178,7.938926261462366e-05,102.24863123893738
Weather,target_set_prefix_head_multiprefix,5,0.4876159767381551,0.4358428637850155,0.49248481178757086,0.0047938754699707355,0.46979237751302305,multi-prefix,1,0.6406898498535156,6.545084971874738e-05,103.10846161842346
Weather,target_set_prefix_head_multiprefix,6,0.48506212210289407,0.434805676287262,0.4918002531954528,0.0035380755978996195,0.46718369195715187,multi-prefix,1,0.6418668478727341,5e-05,104.47076630592346
Weather,target_set_prefix_head_multiprefix,7,0.48333632467240634,0.4342346633061605,0.491339342715723,0.002518215865596107,0.4658344608566821,multi-prefix,1,0.6384522765874863,3.4549150281252636e-05,130.3288655281067
Weather,target_set_prefix_head_multiprefix,8,0.4819905291503087,0.43373955186416097,0.49097455018586633,0.0017274880582350727,0.46523488993463963,multi-prefix,1,0.6397335082292557,2.061073738537635e-05,135.76472902297974
Weather,target_set_prefix_head_multiprefix,9,0.4811482039223079,0.43346680926717146,0.49076789547605204,0.001177449171878532,0.4650394505273134,multi-prefix,1,0.638762965798378,9.549150281252633e-06,136.2883071899414
Weather,target_set_prefix_head_multiprefix,10,0.48072956798309024,0.43332094352167866,0.4906088513480197,0.0009092353619000494,0.46499388344881765,multi-prefix,1,0.6389543116092682,2.4471741852423237e-06,137.14570426940918
Weather,prefix_token_decoder_multiprefix,1,0.6157971679733979,0.48637948661289493,0.5128850315828616,0.0789777567502555,0.5043992448853671,multi-prefix,1,0.6838730722665787,0.0001,119.85266184806824
Weather,prefix_token_decoder_multiprefix,2,0.5459176755984337,0.4725186639744452,0.5067927423958744,0.02408310469485389,0.4931590767436079,multi-prefix,1,0.6698665171861649,9.755282581475769e-05,123.30639004707336
Weather,prefix_token_decoder_multiprefix,3,0.5245636616050121,0.46712169287867494,0.5045012165170284,0.009247188144514761,0.4819478054500659,multi-prefix,1,0.6657857000827789,9.045084971874738e-05,123.69419860839844
Weather,prefix_token_decoder_multiprefix,4,0.5181609742370323,0.4642390993958346,0.5031264364073853,0.0064297373900828805,0.4749213711288001,multi-prefix,1,0.6629642695188522,7.938926261462366e-05,123.78857111930847
Weather,prefix_token_decoder_multiprefix,5,0.5138535145602932,0.4619506270715476,0.5019214228871497,0.004840813027879741,0.4706207426123671,multi-prefix,1,0.6595426499843597,6.545084971874738e-05,124.93694591522217
Weather,prefix_token_decoder_multiprefix,6,0.5108529185129848,0.4604815528442283,0.5010180305756817,0.0035616736190850823,0.4680969151617818,multi-prefix,1,0.6588626652956009,5e-05,124.221843957901
Weather,prefix_token_decoder_multiprefix,7,0.5085840944994228,0.45936991112972425,0.5003237669702472,0.002536844603157525,0.4667733882685,multi-prefix,1,0.6607069373130798,3.4549150281252636e-05,125.1846137046814
Weather,prefix_token_decoder_multiprefix,8,0.5070572767662227,0.45868949847638824,0.49987715060422566,0.001747325372282039,0.4662045299845482,multi-prefix,1,0.6636362969875336,2.061073738537635e-05,125.08216571807861
Weather,prefix_token_decoder_multiprefix,9,0.506021880178245,0.45823325577195373,0.4996016793733039,0.0011871924025169658,0.46601432357454126,multi-prefix,1,0.6576282232999802,9.549150281252633e-06,125.85675740242004
Weather,prefix_token_decoder_multiprefix,10,0.5055287638242064,0.45800965513348146,0.49953675802649145,0.0009217510354055414,0.46597358242806974,multi-prefix,1,0.6590435355901718,2.4471741852423237e-06,125.04028129577637
