epoch,train_loss,mse,mae
1,0.7184219411078919,0.605308473110199,0.43239298462867737
2,0.5727330644925436,0.5729448795318604,0.40967056155204773
3,0.5488463708906309,0.5585622191429138,0.39451083540916443
4,0.5359927665257285,0.5527163147926331,0.39023810625076294
5,0.5274702981642797,0.5536056160926819,0.3918987512588501
6,0.5217487478087134,0.5545480251312256,0.3875563144683838
7,0.5175206259632787,0.561138927936554,0.3870987594127655
8,0.5126787751701707,0.5645583271980286,0.38889142870903015
9,0.5089306191983798,0.5496305227279663,0.38457491993904114
10,0.5048868475442237,0.5630386471748352,0.3910004198551178
11,0.5008874056821174,0.5679649114608765,0.3919554352760315
12,0.4968718112783229,0.5762078762054443,0.3967297375202179
13,0.49276937216731675,0.5838319063186646,0.40069815516471863
14,0.4887288325855918,0.6045934557914734,0.4120182394981384
15,0.4840897097655222,0.5941733717918396,0.4109541177749634
16,0.4799928944161598,0.6150707602500916,0.41872355341911316
17,0.4756074787665766,0.615902304649353,0.41803228855133057
18,0.4712397143350425,0.6112052202224731,0.415913850069046
19,0.4674454960205876,0.6328464150428772,0.4254934787750244
