segment_a,segment_b,cosine
0,1,0.013605698943138123
0,2,-0.06809014827013016
0,3,0.15743869543075562
0,4,-0.1877214014530182
0,5,-0.1570647954940796
0,6,0.02135760337114334
1,2,0.013292398303747177
1,3,-0.15832149982452393
1,4,0.4535754323005676
1,5,-0.08802218735218048
1,6,-0.13741303980350494
2,3,-0.13057419657707214
2,4,-0.12373289465904236
2,5,0.43215620517730713
2,6,-0.11080648005008698
3,4,0.0005349516868591309
3,5,3.8333237171173096e-06
3,6,0.327970415353775
4,5,0.009279415011405945
4,6,0.04856174811720848
5,6,0.15624451637268066
