scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.749260950088501,0.21760268546640874,0.7347955375909805,1.5909562706947327,0.7347955375909805,0.40459060072898867,0.05000000074505806,0.9912298321723938,0.27358123883605,0.0
