scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.5335367321968079,0.46763208508491516,0.5790985822677612,0.03521205112338066,0.45308011770248413
