horizon,mse,mae
1,0.08121790736913681,0.18803712725639343
2,0.10396203398704529,0.21447275578975677
3,0.12064307183027267,0.22863109409809113
4,0.12879769504070282,0.2354343980550766
5,0.1495935320854187,0.2541024684906006
6,0.16014982759952545,0.26179003715515137
7,0.17494432628154755,0.27343571186065674
8,0.19526104629039764,0.2882329523563385
9,0.2029780149459839,0.29312965273857117
10,0.21414446830749512,0.30315762758255005
11,0.23094063997268677,0.3112054467201233
12,0.2399733066558838,0.31752291321754456
13,0.24469530582427979,0.3215584456920624
14,0.2594970464706421,0.331930935382843
15,0.26503223180770874,0.33523672819137573
16,0.2720757722854614,0.34029480814933777
17,0.28597307205200195,0.34862563014030457
18,0.2855924367904663,0.3474234342575073
19,0.3001905381679535,0.3565990626811981
20,0.3011022210121155,0.35768112540245056
21,0.30109959840774536,0.3568168878555298
22,0.3044711649417877,0.35814782977104187
23,0.30872902274131775,0.3608744144439697
24,0.31585246324539185,0.3644915223121643
25,0.3171936273574829,0.3654036223888397
26,0.32080718874931335,0.36779364943504333
27,0.33060452342033386,0.372334361076355
28,0.330320805311203,0.37270739674568176
29,0.3365257978439331,0.3744523525238037
30,0.3347686231136322,0.37500476837158203
31,0.3370457887649536,0.3749098777770996
32,0.33292481303215027,0.3747614324092865
33,0.33620065450668335,0.37545526027679443
34,0.33947286009788513,0.377261757850647
35,0.33875563740730286,0.3770226240158081
36,0.3399254381656647,0.37757349014282227
37,0.3380450904369354,0.37735214829444885
38,0.33905088901519775,0.3774303197860718
39,0.3378821909427643,0.37633082270622253
40,0.3356812000274658,0.37561100721359253
41,0.33627331256866455,0.3753772974014282
42,0.3403269648551941,0.3777388632297516
43,0.3390394151210785,0.37658098340034485
44,0.33922919631004333,0.3769919276237488
45,0.33943867683410645,0.37583762407302856
46,0.3380376696586609,0.3754996657371521
47,0.3379563093185425,0.37509655952453613
48,0.3361327648162842,0.3744601011276245
49,0.33878621459007263,0.3771263062953949
50,0.34192198514938354,0.37836554646492004
51,0.34079891443252563,0.3776491582393646
52,0.34055712819099426,0.3768952786922455
53,0.34507378935813904,0.37818974256515503
54,0.3418561518192291,0.3775976598262787
55,0.3394295573234558,0.37612462043762207
56,0.34304726123809814,0.37812742590904236
57,0.3462626338005066,0.38016650080680847
58,0.3452722430229187,0.37900015711784363
59,0.346280962228775,0.379212886095047
60,0.34245872497558594,0.37845873832702637
61,0.3454974591732025,0.3794299066066742
62,0.34497103095054626,0.3786846697330475
63,0.3407462239265442,0.3776548206806183
64,0.33832260966300964,0.376445472240448
65,0.3409120440483093,0.37820664048194885
66,0.3382393717765808,0.3765861690044403
67,0.33922243118286133,0.3769819140434265
68,0.33743321895599365,0.3757595419883728
69,0.34116408228874207,0.3780485689640045
70,0.3373832404613495,0.3758111596107483
71,0.3319328725337982,0.37322691082954407
72,0.3387219309806824,0.37599438428878784
73,0.33531659841537476,0.3743893802165985
74,0.3368060886859894,0.37567421793937683
75,0.33543726801872253,0.3753308057785034
76,0.3359447717666626,0.3753695487976074
77,0.33248189091682434,0.37370169162750244
78,0.33181726932525635,0.3732530474662781
79,0.3338684141635895,0.3740139901638031
80,0.3380105793476105,0.37581565976142883
81,0.3361422121524811,0.37445569038391113
82,0.33406805992126465,0.3744538724422455
83,0.3344643712043762,0.3737214505672455
84,0.3337685167789459,0.37439075112342834
85,0.33222657442092896,0.3734332025051117
86,0.33338454365730286,0.37396934628486633
87,0.32792264223098755,0.3712434768676758
88,0.32792747020721436,0.3714272677898407
89,0.3305789530277252,0.37388303875923157
90,0.3290802836418152,0.3719707727432251
91,0.3359701931476593,0.37515872716903687
92,0.3317442536354065,0.3738273084163666
93,0.335836797952652,0.3756325840950012
94,0.3335230350494385,0.37604638934135437
95,0.3383277654647827,0.3765828013420105
96,0.3387930989265442,0.375741183757782
97,0.3400179445743561,0.37778323888778687
98,0.33954519033432007,0.37853115797042847
99,0.34179335832595825,0.37894290685653687
100,0.3447459042072296,0.3807430863380432
101,0.347748339176178,0.3828577697277069
102,0.3478415012359619,0.3836134672164917
103,0.35348114371299744,0.3860599994659424
104,0.3537507653236389,0.3856222927570343
105,0.35797324776649475,0.3875771164894104
106,0.36575841903686523,0.3922228515148163
107,0.3631599545478821,0.3915969133377075
108,0.3692893981933594,0.3949832320213318
109,0.3708108365535736,0.3946963846683502
110,0.37139102816581726,0.39597126841545105
111,0.37477102875709534,0.39701390266418457
112,0.37476006150245667,0.3968973755836487
113,0.37652701139450073,0.39921024441719055
114,0.3805406987667084,0.4007943868637085
115,0.3781634271144867,0.3995734453201294
116,0.38194552063941956,0.40076786279678345
117,0.3822486698627472,0.4008423388004303
118,0.37990802526474,0.4015166163444519
119,0.38378384709358215,0.40211251378059387
