epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,mse,mae
1,0.5121538057866224,0.4240505245453553,0.7791740391902997,0.9828915867768941,0.9651345610618591,0.65400630235672
2,0.4392627670618766,0.3963343134556694,0.45619014876098923,0.40237890646375457,0.9665544033050537,0.6541948914527893
3,0.4152591084611827,0.38424371405579577,0.3537494412327178,0.26655844344946616,0.9807419180870056,0.6594318151473999
4,0.3967724931194408,0.37235363507179464,0.29565994766936904,0.1927171894188585,1.046301007270813,0.681068480014801
5,0.37989387133112357,0.35995103356025226,0.25496994444236903,0.1438868101757605,1.0688199996948242,0.6898128390312195
6,0.36445507464280985,0.3475026867398814,0.22780673280072852,0.11124103239441284,1.0875481367111206,0.6949591636657715
7,0.3502711415062462,0.335448141869914,0.2077364674929915,0.08872353017215985,1.0925486087799072,0.6964622735977173
8,0.33812164049952426,0.32483369785707117,0.19338979255193953,0.07236906002593223,1.0737360715866089,0.6921771764755249
9,0.32909831496034087,0.31697365824290163,0.18238646614140477,0.06010668818978058,1.095714807510376,0.698621392250061
10,0.318829919643329,0.3076105291359269,0.17365558668114672,0.05073223567043228,1.076524019241333,0.6942273378372192
11,0.3096840294841606,0.29919841976914824,0.1663868520908429,0.04332535514087056,1.0965689420700073,0.6995306015014648
