case,temperature,step,loss,loss_finite,gradient_finite,parameter_finite,pass
degenerate_zero_input_three_step,0.05,1,0.13398520648479462,True,True,True,True
degenerate_zero_input_three_step,0.05,2,0.1340499222278595,True,True,True,True
degenerate_zero_input_three_step,0.05,3,0.13404682278633118,True,True,True,True
degenerate_zero_input_three_step,0.1,1,0.10333754867315292,True,True,True,True
degenerate_zero_input_three_step,0.1,2,0.10338051617145538,True,True,True,True
degenerate_zero_input_three_step,0.1,3,0.103395015001297,True,True,True,True
degenerate_zero_input_three_step,0.25,1,0.04516121372580528,True,True,True,True
degenerate_zero_input_three_step,0.25,2,0.045155514031648636,True,True,True,True
degenerate_zero_input_three_step,0.25,3,0.04514333978295326,True,True,True,True
