epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.4923622107631724,0.45628402728429984,0.721563673774961,2032.8817152641188,2032.8817152641188,0.4039768874645233,0.2839842736721039
2,0.4510559231882364,0.41881512682622585,0.6448158991168922,2034.1733930883274,2034.1733930883274,0.41621923446655273,0.286709189414978
3,0.439479584005517,0.40955086933894896,0.5985742840968388,2024.8591513029287,2024.8591513029287,0.40541917085647583,0.27750566601753235
4,0.43292627284224605,0.4063439935340848,0.5316455779780804,2033.8036449593558,2033.8036449593558,0.3990669846534729,0.2794293463230133
5,0.427210999154289,0.40253999907995613,0.49342000127678187,2028.3771710597293,2028.3771710597293,0.40571898221969604,0.27909359335899353
6,0.42133874015908845,0.39794709890241353,0.4678328110718391,2024.198324942253,2024.198324942253,0.4043859839439392,0.2841755449771881
7,0.4166035895616236,0.3940928908930698,0.45021398113646977,2033.2496979001542,2033.2496979001542,0.4053429663181305,0.28195619583129883
8,0.4137957381005858,0.39199303169275673,0.43605411031716307,2027.784239325725,2027.784239325725,0.4094240367412567,0.28845688700675964
9,0.4095060712015125,0.3882800935124847,0.4245195726693516,2032.4786884012356,2032.4786884012356,0.4069420397281647,0.2884095311164856
10,0.4060745388794113,0.38530381622029025,0.41541443177511994,2034.2153967467832,2034.2153967467832,0.41022536158561707,0.2910151779651642
11,0.4019052561529925,0.3815942506345225,0.4062201114187778,2033.2964706689538,2033.2964706689538,0.41375425457954407,0.29029756784439087
12,0.39865325653636957,0.37851716341896796,0.40272185626164286,2031.3752616022673,2031.3752616022673,0.41438794136047363,0.29060423374176025
13,0.39478938769496663,0.3749677719889392,0.39643231181191724,2022.704223068667,2022.704223068667,0.4084036350250244,0.28203266859054565
14,0.39249265036532577,0.3728277440327154,0.3932981172078092,2013.643017809156,2013.643017809156,0.42291322350502014,0.2883998453617096
