epoch,train_loss,mse,mae
1,0.6303155153028427,0.3841830790042877,0.42457300424575806
2,0.5625343938027659,0.38529136776924133,0.42471611499786377
3,0.5363206877823798,0.38180285692214966,0.42320868372917175
4,0.5177628969953906,0.40281522274017334,0.4275590479373932
5,0.5045019739097164,0.3910848796367645,0.422277569770813
6,0.492887734405456,0.38879042863845825,0.42056819796562195
7,0.48051083568603764,0.40556269884109497,0.4296824634075165
8,0.4701753027977482,0.3951665163040161,0.42342671751976013
9,0.45911781874395186,0.4048854410648346,0.4299757778644562
10,0.45009934661849854,0.40482643246650696,0.4303513467311859
11,0.44049500649975193,0.40817198157310486,0.4331725239753723
12,0.4323719701459331,0.4146253764629364,0.4395652115345001
13,0.4262367679226783,0.4309443533420563,0.44625124335289
