epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.5412703166965028,0.5056465895662845,0.7124745436537434,2622.788592808683,2622.788592808683,0.4649425446987152,0.3288574814796448
2,0.5040906551228442,0.4723247910889102,0.6353172928514615,2622.9140984978476,2622.9140984978476,0.4930213689804077,0.329364150762558
3,0.49649082711884673,0.4654130787706711,0.6215549740992802,2622.9208658245248,2622.9208658245248,0.4775136113166809,0.3306998014450073
4,0.49060357320056835,0.4601191798566093,0.6096878828297199,2622.818263309103,2622.818263309103,0.4890120029449463,0.33514678478240967
5,0.4839361642657871,0.4542263386325097,0.5941965074186594,2622.921482623463,2622.921482623463,0.4902516305446625,0.33040469884872437
6,0.4780296214239698,0.4491638551715394,0.5773153359621344,2620.030417052793,2620.030417052793,0.49177563190460205,0.33588775992393494
7,0.472556687156919,0.44469799279746874,0.5571738920161422,2622.9134562317754,2622.9134562317754,0.4914085566997528,0.3355996012687683
8,0.46677195081408596,0.4402786904657391,0.529865196892913,2619.5838380733007,2619.5838380733007,0.49261143803596497,0.33564117550849915
9,0.4617922851737116,0.4373038590584003,0.4897685340592559,2622.562978099769,2622.562978099769,0.494658887386322,0.3444819450378418
10,0.45526920647268565,0.4326330259652205,0.45272361833444785,2622.794053198586,2622.794053198586,0.49166908860206604,0.3405579626560211
11,0.45009447959527166,0.42827337812369976,0.4364220361474534,2622.2680815575827,2622.2680815575827,0.49470245838165283,0.34388652443885803
