scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,5.4393453297052474e-08,0.00014521091361530125,0.00808970257639885,0.00019865874492097646,0.00019865987997036427,0.01795143075287342,0.01809561252593994,0.08823990821838379,1.8639749032461905e-12
1-96,3.273830628813812e-08,0.0001203808787977323,0.006698870100080967,0.00016468951071146876,0.0001646904565859586,0.017968816682696342,0.01809561252593994,0.08823990821838379,1.995564954601625e-12
97-192,7.604860030596683e-08,0.00017004090477712452,0.009480535984039307,0.00023262792092282325,0.00023262924514710903,0.01793377473950386,0.018034309148788452,0.08823990821838379,1.768158102571915e-12
