scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.004959585145115852,6.434622628148645e-05,0.00023572079953737557,2.644106388092041,0.7873390913009644,0.3258570730686188,0.3258083760738373,-0.014944280731044035,9.5367431640625e-07
1-96,0.0031485194340348244,2.29656452575e-05,0.00011721072951331735,2.193881034851074,0.7254830002784729,0.29724422097206116,0.2972261905670166,-0.006065855876191684,9.5367431640625e-07
97-192,0.006857036147266626,0.00010572679457254708,0.000357730605173856,3.094331741333008,0.8958815336227417,0.35446983575820923,0.35439053177833557,-0.022372561181061013,9.5367431640625e-07
