model,strategy,dataset,horizon,segment,segment_start,segment_end,future_region,mse,mae,baseline_model,baseline_strategy,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,96,1-96,1,96,early_1_96,0.3125349283218384,0.368257611989975,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3393581807613373,0.3825231194496155,-7.904112515962325,-3.72931902264263,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,192,1-96,1,96,early_1_96,0.3062576949596405,0.36275094747543335,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3345992863178253,0.37814587354660034,-8.47030837097006,-4.071160667913465,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,192,97-192,97,192,middle_97_336,0.4197114408016205,0.43505173921585083,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.44287991523742676,0.44843849539756775,-5.231321999189264,-2.9851933585337664,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,336,1-96,1,96,early_1_96,0.28260719776153564,0.34778663516044617,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.29967692494392395,0.3584127724170685,-5.6960432257446625,-2.9647763903506097,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,336,97-192,97,192,middle_97_336,0.3839513063430786,0.413141131401062,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3950093984603882,0.4228722155094147,-2.7994503828036144,-2.3011878651403195,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,336,193-336,193,336,middle_97_336,0.4465177059173584,0.4601632058620453,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4574902653694153,0.47024375200271606,-2.3984246841179724,-2.1436852903922388,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,1-96,1,96,early_1_96,0.26261135935783386,0.3340262174606323,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.2677626609802246,0.3334573209285736,-1.9238312031755633,0.1706055007203,True,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,97-192,97,192,middle_97_336,0.33957651257514954,0.38702690601348877,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.34515154361724854,0.39188912510871887,-1.6152415207742354,-1.2407129424377938,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,193-336,193,336,middle_97_336,0.3624541461467743,0.4141097962856293,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3720743954181671,0.42428138852119446,-2.5855714313748446,-2.397369413496453,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,337-720,337,720,late_337_720,0.4678014814853668,0.48396018147468567,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.49324503540992737,0.5007806420326233,-5.1584004091221765,-3.3588479957342043,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,96,1-96,1,96,early_1_96,0.15485529601573944,0.20370763540267944,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15470075607299805,0.204793781042099,0.0998960487746281,-0.5303606554323492,False,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,192,1-96,1,96,early_1_96,0.1558052897453308,0.20433706045150757,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15561041235923767,0.20537154376506805,0.12523415569598573,-0.5037130727048922,False,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,192,97-192,97,192,middle_97_336,0.24570046365261078,0.2861359119415283,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24580314755439758,0.2872154414653778,-0.04177485227851996,-0.37586054508131905,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,336,1-96,1,96,early_1_96,0.15708857774734497,0.20518840849399567,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.1569167673587799,0.20621000230312347,0.10949141475253832,-0.49541428530032183,False,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,336,97-192,97,192,middle_97_336,0.24726006388664246,0.2873505651950836,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24739544093608856,0.2884344458580017,-0.05472091520113409,-0.37578059017669974,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,336,193-336,193,336,middle_97_336,0.32935261726379395,0.3385140895843506,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.32984283566474915,0.3398382067680359,-0.14862181255725915,-0.3896316415620382,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,720,1-96,1,96,early_1_96,0.15326254069805145,0.20388391613960266,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15296243131160736,0.20479021966457367,0.19619810163236107,-0.4425521523710674,False,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,720,97-192,97,192,middle_97_336,0.24095655977725983,0.2863222360610962,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24120700359344482,0.2874808609485626,-0.1038294130990991,-0.40302679059867064,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,720,193-336,193,336,middle_97_336,0.3277847468852997,0.33998146653175354,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.32862523198127747,0.34143078327178955,-0.2557579315837999,-0.4244833245988566,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,720,337-720,337,720,late_337_720,0.4120381474494934,0.3881904184818268,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4128761291503906,0.38973480463027954,-0.20296201251004398,-0.3962659044315586,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,96,1-96,1,96,early_1_96,0.3125349283218384,0.368257611989975,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.30479592084884644,0.35886070132255554,2.5390784271124955,2.6185399049792224,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,192,1-96,1,96,early_1_96,0.3062576949596405,0.36275094747543335,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.30273088812828064,0.35670754313468933,1.1649973523234936,1.694218262847924,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,192,97-192,97,192,middle_97_336,0.4197114408016205,0.43505173921585083,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4353557229042053,0.4440152645111084,-3.5934481343724456,-2.0187426000155773,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,336,1-96,1,96,early_1_96,0.28260719776153564,0.34778663516044617,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.27497684955596924,0.3399970233440399,2.774905675837025,2.291082357072294,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,336,97-192,97,192,middle_97_336,0.3839513063430786,0.413141131401062,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.3836177885532379,0.4158962666988373,0.08694012629042458,-0.6624573285170521,False,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,336,193-336,193,336,middle_97_336,0.4465177059173584,0.4601632058620453,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4543939232826233,0.4657894968986511,-1.7333456636844269,-1.207904230144119,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,1-96,1,96,early_1_96,0.26261135935783386,0.3340262174606323,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.2497519701719284,0.3200547695159912,5.148863961734951,4.365330335732764,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,97-192,97,192,middle_97_336,0.33957651257514954,0.38702690601348877,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.33811911940574646,0.386177659034729,0.43102950580389265,0.2199109552019296,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,193-336,193,336,middle_97_336,0.3624541461467743,0.4141097962856293,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.36967068910598755,0.41950738430023193,-1.952154490978375,-1.2866491071679698,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,ETTh2,720,337-720,337,720,late_337_720,0.4678014814853668,0.48396018147468567,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4840433597564697,0.4898116886615753,-3.3554593702668445,-1.1946442525451073,True,True
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,96,1-96,1,96,early_1_96,0.15485529601573944,0.20370763540267944,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.14802636206150055,0.19702932238578796,4.613322829214472,3.3895020984821667,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,192,1-96,1,96,early_1_96,0.1558052897453308,0.20433706045150757,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.14898328483104706,0.1976671665906906,4.579040475594409,3.374305392168808,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,192,97-192,97,192,middle_97_336,0.24570046365261078,0.2861359119415283,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.23583491146564484,0.2821427881717682,4.183245019006909,1.4152847200649132,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,336,1-96,1,96,early_1_96,0.15708857774734497,0.20518840849399567,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.15019100904464722,0.19839726388454437,4.592531035361325,3.4230031586541143,False,False
PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,Weather,336,97-192,97,192,middle_97_336,0.24726006388664246,0.2873505651950836,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.23710891604423523,0.28319600224494934,4.281217261569958,1.4670274005283535,False,False
