epoch,train_loss,mse,mae
1,0.7280892258690249,0.4538997411727905,0.4732370376586914
2,0.655487141301555,0.42642444372177124,0.4565355181694031
3,0.6170947085465154,0.4204008877277374,0.4521578848361969
4,0.602409892505215,0.4117790460586548,0.4483821392059326
5,0.5928977463514574,0.4130823016166687,0.4493546485900879
6,0.5836181318567645,0.40818357467651367,0.4448462426662445
7,0.5775649336076552,0.4194316565990448,0.44977179169654846
8,0.566574274051574,0.4204273223876953,0.44967740774154663
9,0.5570366147064394,0.45200276374816895,0.4610017240047455
10,0.5455864989949811,0.4461672008037567,0.457910418510437
11,0.537077437485418,0.4434625804424286,0.4591149389743805
12,0.5298901743465855,0.45447489619255066,0.46120309829711914
13,0.5191633090857537,0.4693320691585541,0.4710213541984558
14,0.5113540940707729,0.4518706500530243,0.4634445905685425
15,0.502477501188555,0.4670112431049347,0.47105860710144043
16,0.4951999350901573,0.47121796011924744,0.47138693928718567
