epoch,train_loss,mse,mae
1,0.4939901016484526,0.6942160129547119,0.5807017683982849
2,0.35925564483592387,0.46193400025367737,0.4719459116458893
3,0.3156118322359888,0.4319445490837097,0.45400574803352356
4,0.29652669510446994,0.4172206223011017,0.44338712096214294
5,0.2829617605845731,0.4039318859577179,0.4333535432815552
6,0.2729428452544643,0.40028029680252075,0.42887353897094727
7,0.26566447412833233,0.39972057938575745,0.4275423288345337
8,0.25993359957198453,0.38962963223457336,0.4209319055080414
9,0.2543085509897175,0.38799142837524414,0.41891199350357056
10,0.2501318479390969,0.3912518322467804,0.4207345247268677
11,0.2468255282680791,0.39507728815078735,0.4217742383480072
12,0.2433610208388558,0.38830265402793884,0.4160141944885254
13,0.23945311675394387,0.39420923590660095,0.4197049140930176
14,0.23675818321176043,0.3915466070175171,0.41611066460609436
15,0.2340951930535467,0.38268542289733887,0.4116131067276001
16,0.23184801834194282,0.3996680676937103,0.4208700656890869
17,0.22940400791795632,0.39673835039138794,0.418989896774292
18,0.2271694860848269,0.39947620034217834,0.4199366569519043
19,0.22456322963300504,0.3996386229991913,0.41944876313209534
20,0.2224666408466217,0.3972391188144684,0.41865068674087524
21,0.22023564212976543,0.40867361426353455,0.42329367995262146
22,0.21780973392769806,0.4188272953033447,0.4280584454536438
23,0.21614526004943632,0.4169601798057556,0.42786332964897156
24,0.21340029260941915,0.42264464497566223,0.43028524518013
25,0.2120049808706556,0.4050876498222351,0.42179620265960693
