epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1108,0.42633621746990225,0.42633621746990225,0.42633621746990225,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.5002397476943091,0.0001,15.477593421936035,1,5,0.0,1,0,0,0.42633621746990225
2,1108,0.4070656460437534,0.4070656460437534,0.4070656460437534,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49652127137274615,9.938441702975689e-05,14.534601926803589,1,5,0.0,2,0,0,0.4070656460437534
3,1108,0.40276772991522125,0.40276772991522125,0.40276772991522125,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4940649391187074,9.755282581475769e-05,14.67809271812439,1,5,0.0,3,0,0,0.40276772991522125
4,1108,0.39977662496618416,0.39977662496618416,0.39977662496618416,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49440098809547695,9.45503262094184e-05,14.381210327148438,1,5,0.0,3,1,0,0.39977662496618416
5,1108,0.3974605053932228,0.3974605053932228,0.3974605053932228,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49314197471479904,9.045084971874738e-05,14.922838926315308,1,5,0.0,5,0,0,0.3974605053932228
6,1108,0.3957322524181342,0.3957322524181342,0.3957322524181342,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49351352775997914,8.535533905932738e-05,14.572830200195312,1,5,0.0,5,1,0,0.3957322524181342
7,1108,0.3941939476648823,0.3941939476648823,0.3941939476648823,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49237921297058673,7.938926261462366e-05,15.254237651824951,1,5,0.0,7,0,0,0.3941939476648823
8,1108,0.39302896810460175,0.39302896810460175,0.39302896810460175,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4915343396794346,7.269952498697734e-05,14.689846992492676,1,5,0.0,8,0,0,0.39302896810460175
9,1108,0.39197431485898226,0.39197431485898226,0.39197431485898226,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4918643257896682,6.545084971874738e-05,14.338508129119873,1,5,0.0,8,1,0,0.39197431485898226
10,1108,0.3910941464644907,0.3910941464644907,0.3910941464644907,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4914429957176455,5.782172325201155e-05,13.566120147705078,1,5,0.0,10,0,0,0.3910941464644907
11,1108,0.3902842440921477,0.3902842440921477,0.3902842440921477,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4903822500975655,5e-05,13.557857751846313,1,5,0.0,11,0,0,0.3902842440921477
12,1108,0.38966849666855397,0.38966849666855397,0.38966849666855397,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.48964409759464034,4.2178276747988446e-05,14.61408019065857,1,5,0.0,12,0,0,0.38966849666855397
13,1108,0.3891490459818702,0.3891490459818702,0.3891490459818702,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4906853583931464,3.4549150281252636e-05,13.838724851608276,1,5,0.0,12,1,0,0.3891490459818702
14,1108,0.3887140104809393,0.3887140104809393,0.3887140104809393,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4912155504774538,2.7300475013022663e-05,14.090794086456299,1,5,0.0,12,2,0,0.3887140104809393
15,1108,0.38835917612275495,0.38835917612275495,0.38835917612275495,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49057280834439015,2.061073738537635e-05,13.526529312133789,1,5,0.0,12,3,0,0.38835917612275495
16,1108,0.3880328972309505,0.3880328972309505,0.3880328972309505,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49099350976591394,1.4644660940672627e-05,13.35436224937439,1,5,0.0,12,4,0,0.3880328972309505
17,1108,0.3878842537099704,0.3878842537099704,0.3878842537099704,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4911537606583258,9.549150281252633e-06,13.543801069259644,1,5,0.0,12,5,1,0.3878842537099704
