scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.9487382173538208,0.41129958629608154,17.66322898864746,4.133578777313232,11.43549633026123
segment_0,0.7437784671783447,0.38877204060554504,27.67703628540039,4.380904674530029,11.43549633026123
segment_1,1.0200908184051514,0.4062190055847168,20.26035499572754,3.6361916065216064,11.43549633026123
segment_2,0.9482073187828064,0.4064735174179077,19.317533493041992,2.64229416847229,11.43549633026123
segment_3,0.8864531517028809,0.402660071849823,17.502452850341797,2.1811447143554688,11.43549633026123
segment_4,1.0574085712432861,0.41019922494888306,17.459075927734375,2.891082525253296,11.43549633026123
segment_5,0.9752171635627747,0.40637052059173584,17.726930618286133,2.548231363296509,11.43549633026123
segment_6,0.9063477516174316,0.4150345027446747,16.09733772277832,2.0199573040008545,11.43549633026123
segment_7,1.0385265350341797,0.4150317311286926,16.15957260131836,2.675076961517334,11.43549633026123
segment_8,0.9589970707893372,0.41065841913223267,16.884389877319336,2.633975028991699,11.43549633026123
segment_9,0.8906770348548889,0.42187735438346863,15.376471519470215,2.1842336654663086,11.43549633026123
segment_10,1.0085757970809937,0.41801342368125916,15.618584632873535,2.9784719944000244,11.43549633026123
segment_11,0.947591245174408,0.41234296560287476,16.699037551879883,2.7208731174468994,11.43549633026123
segment_12,0.8817912936210632,0.4248008131980896,14.986907005310059,2.281909227371216,11.43549633026123
segment_13,1.0105407238006592,0.4195610284805298,15.908307075500488,3.065969944000244,11.43549633026123
segment_14,0.9568708539009094,0.4114796221256256,17.274436950683594,2.7536871433258057,11.43549633026123
