dataset,profile_id,horizon,mse,mae,seed,checkpoint_sha256,decoder_parameters,test_access_date,test_tuned
Weather,p10_policy16x32_lr0p50,192,0.21849159513868588,0.2529994181745694,2021,7168bc345bf4af62f2e751d1317fc0de7c5c6fbf32bdbf53388b668adadf8fc4,360765,2026-08-16,True
Weather,p10_policy16x32_lr0p50,336,0.27101252141810195,0.2917695367228541,2021,7168bc345bf4af62f2e751d1317fc0de7c5c6fbf32bdbf53388b668adadf8fc4,360765,2026-08-16,True
Weather,p10_policy16x32_lr0p50,720,0.35387255286385627,0.3441285224210858,2021,7168bc345bf4af62f2e751d1317fc0de7c5c6fbf32bdbf53388b668adadf8fc4,360765,2026-08-16,True
Weather,p11_policy64x128_lr0p50,96,0.16850178965051582,0.20805594027597973,2021,2694dbc9ec976d4995f9558b3ac72b95f50717348ce0da07aeb3e48170dd836f,394029,2026-08-16,True
Weather,p11_policy64x128_lr0p50,192,0.2158991193622461,0.2516926668280344,2021,2694dbc9ec976d4995f9558b3ac72b95f50717348ce0da07aeb3e48170dd836f,394029,2026-08-16,True
Weather,p11_policy64x128_lr0p50,336,0.27010706619190755,0.29179257748786674,2021,2694dbc9ec976d4995f9558b3ac72b95f50717348ce0da07aeb3e48170dd836f,394029,2026-08-16,True
Weather,p11_policy64x128_lr0p50,720,0.35210352925791416,0.3434243010089593,2021,2694dbc9ec976d4995f9558b3ac72b95f50717348ce0da07aeb3e48170dd836f,394029,2026-08-16,True
Weather,p12_scopes_short_lr0p50,96,0.17119319469422944,0.20808510493770752,2021,04ea8a50ad647808561bd9e093b50c717527faa0b715057fbb96c596b0dc44c6,370829,2026-08-16,True
Weather,p12_scopes_short_lr0p50,192,0.21795525326401435,0.25159918109182366,2021,04ea8a50ad647808561bd9e093b50c717527faa0b715057fbb96c596b0dc44c6,370829,2026-08-16,True
Weather,p12_scopes_short_lr0p50,336,0.27196597465711,0.2920101591864553,2021,04ea8a50ad647808561bd9e093b50c717527faa0b715057fbb96c596b0dc44c6,370829,2026-08-16,True
Weather,p12_scopes_short_lr0p50,720,0.35358836695142576,0.3438592950751634,2021,04ea8a50ad647808561bd9e093b50c717527faa0b715057fbb96c596b0dc44c6,370829,2026-08-16,True
Weather,p13_scopes_long_lr0p50,96,0.1702683688814046,0.20837516627153999,2021,beb3141433118fe677afcded061985ad6e134a3e8e0448fd553083e115f4242d,370829,2026-08-16,True
Weather,p13_scopes_long_lr0p50,192,0.21660286434745965,0.2512383073821743,2021,beb3141433118fe677afcded061985ad6e134a3e8e0448fd553083e115f4242d,370829,2026-08-16,True
Weather,p13_scopes_long_lr0p50,336,0.2701596888996463,0.29094039966433743,2021,beb3141433118fe677afcded061985ad6e134a3e8e0448fd553083e115f4242d,370829,2026-08-16,True
Weather,p13_scopes_long_lr0p50,720,0.3518272385341904,0.34282156396920443,2021,beb3141433118fe677afcded061985ad6e134a3e8e0448fd553083e115f4242d,370829,2026-08-16,True
ETTm1,p00_budget30,96,0.3180044827344453,0.35213764879768333,2021,0fe506d97565244839e82b2fbd4ca1de1564118829122d1c68940adcce619cc4,91961,2026-08-16,True
ETTm1,p00_budget30,192,0.3592323169958128,0.37567411924077426,2021,0fe506d97565244839e82b2fbd4ca1de1564118829122d1c68940adcce619cc4,91961,2026-08-16,True
ETTm1,p00_budget30,336,0.4030826300819437,0.40073121993533256,2021,0fe506d97565244839e82b2fbd4ca1de1564118829122d1c68940adcce619cc4,91961,2026-08-16,True
ETTm1,p00_budget30,720,0.47486491751576476,0.4375009080293096,2021,0fe506d97565244839e82b2fbd4ca1de1564118829122d1c68940adcce619cc4,91961,2026-08-16,True
ETTm1,p01_lr0p25,96,0.3247767002952762,0.35996235404717836,2021,31bc13cc3488013ad67254988e32dd0721ded8700f87dc2db5abbbcf0a667f24,91961,2026-08-16,True
ETTm1,p01_lr0p25,192,0.3639762409213252,0.38282277947916343,2021,31bc13cc3488013ad67254988e32dd0721ded8700f87dc2db5abbbcf0a667f24,91961,2026-08-16,True
ETTm1,p01_lr0p25,336,0.4067364963157911,0.4073685983611424,2021,31bc13cc3488013ad67254988e32dd0721ded8700f87dc2db5abbbcf0a667f24,91961,2026-08-16,True
ETTm1,p01_lr0p25,720,0.4764747194375328,0.4433286631327604,2021,31bc13cc3488013ad67254988e32dd0721ded8700f87dc2db5abbbcf0a667f24,91961,2026-08-16,True
ETTm1,p02_lr0p50,96,0.31803831695293727,0.35399192256615897,2021,66791ff86ae9115fa4fba4d459cf073fde254be67a060e8e183dfd5f57ec61b5,91961,2026-08-16,True
ETTm1,p02_lr0p50,192,0.3577093091041226,0.37653134626695306,2021,66791ff86ae9115fa4fba4d459cf073fde254be67a060e8e183dfd5f57ec61b5,91961,2026-08-16,True
ETTm1,p02_lr0p50,336,0.4006512553662085,0.4012988351988716,2021,66791ff86ae9115fa4fba4d459cf073fde254be67a060e8e183dfd5f57ec61b5,91961,2026-08-16,True
ETTm1,p02_lr0p50,720,0.4719420777071505,0.43826222973785667,2021,66791ff86ae9115fa4fba4d459cf073fde254be67a060e8e183dfd5f57ec61b5,91961,2026-08-16,True
ETTm1,p03_lr2p00,96,0.31802856727157636,0.3519262947160799,2021,3f15ce26355e652297285b13c9bd5f4844a3a399701c03867e845b5ef2ded4c7,91961,2026-08-16,True
ETTm1,p03_lr2p00,192,0.35889436464607316,0.3751652543716146,2021,3f15ce26355e652297285b13c9bd5f4844a3a399701c03867e845b5ef2ded4c7,91961,2026-08-16,True
ETTm1,p03_lr2p00,336,0.40343763045367187,0.4000983342319239,2021,3f15ce26355e652297285b13c9bd5f4844a3a399701c03867e845b5ef2ded4c7,91961,2026-08-16,True
ETTm1,p03_lr2p00,720,0.4754546306167994,0.4368437896633683,2021,3f15ce26355e652297285b13c9bd5f4844a3a399701c03867e845b5ef2ded4c7,91961,2026-08-16,True
ETTm1,p04_lr4p00,96,0.31631028471265465,0.35172880220001335,2021,cbf457122e0e945adffdd9d95fbb61d3c1733f1fb18a0b616e80b11bb897d293,91961,2026-08-16,True
ETTm1,p04_lr4p00,192,0.35729245005304566,0.37459448787845495,2021,cbf457122e0e945adffdd9d95fbb61d3c1733f1fb18a0b616e80b11bb897d293,91961,2026-08-16,True
ETTm1,p04_lr4p00,336,0.4024469732445647,0.39949568958018217,2021,cbf457122e0e945adffdd9d95fbb61d3c1733f1fb18a0b616e80b11bb897d293,91961,2026-08-16,True
ETTm1,p04_lr4p00,720,0.4747477223467378,0.43600916901183057,2021,cbf457122e0e945adffdd9d95fbb61d3c1733f1fb18a0b616e80b11bb897d293,91961,2026-08-16,True
ETTm1,p05_rank0p50_lr0p50,96,0.32871200474969064,0.363880117188589,2021,add4befae59cbb924f8aac33d364a87072ce8867875c22c4b4e470630bf82c26,47741,2026-08-16,True
ETTm1,p05_rank0p50_lr0p50,192,0.3690175365795859,0.3872580635868078,2021,add4befae59cbb924f8aac33d364a87072ce8867875c22c4b4e470630bf82c26,47741,2026-08-16,True
ETTm1,p05_rank0p50_lr0p50,336,0.41165161997937066,0.41164328744455364,2021,add4befae59cbb924f8aac33d364a87072ce8867875c22c4b4e470630bf82c26,47741,2026-08-16,True
ETTm1,p05_rank0p50_lr0p50,720,0.48021614353587133,0.44690037773581176,2021,add4befae59cbb924f8aac33d364a87072ce8867875c22c4b4e470630bf82c26,47741,2026-08-16,True
ETTm1,p06_rank1p50_lr0p50,96,0.31605895450525867,0.35159929098830867,2021,6d144d1c30ac1a7eab5bbf0853ddf000106329d13164e423389ee58542f24644,136181,2026-08-16,True
ETTm1,p06_rank1p50_lr0p50,192,0.3584173309838911,0.3754448293967585,2021,6d144d1c30ac1a7eab5bbf0853ddf000106329d13164e423389ee58542f24644,136181,2026-08-16,True
ETTm1,p06_rank1p50_lr0p50,336,0.40400860514722475,0.40102701964720383,2021,6d144d1c30ac1a7eab5bbf0853ddf000106329d13164e423389ee58542f24644,136181,2026-08-16,True
ETTm1,p06_rank1p50_lr0p50,720,0.4758167562926214,0.43769028053351466,2021,6d144d1c30ac1a7eab5bbf0853ddf000106329d13164e423389ee58542f24644,136181,2026-08-16,True
ETTm1,p07_rank2p00_lr0p50,96,0.31589826843876495,0.3508415784120247,2021,b0398865577f5d14e5542fb2dca6f1081409eec3479bc08bcee24ad4a4ecceb4,176381,2026-08-16,True
ETTm1,p07_rank2p00_lr0p50,192,0.35733078951934444,0.3742035931516868,2021,b0398865577f5d14e5542fb2dca6f1081409eec3479bc08bcee24ad4a4ecceb4,176381,2026-08-16,True
ETTm1,p07_rank2p00_lr0p50,336,0.40097105019980234,0.3990110887604106,2021,b0398865577f5d14e5542fb2dca6f1081409eec3479bc08bcee24ad4a4ecceb4,176381,2026-08-16,True
ETTm1,p07_rank2p00_lr0p50,720,0.47239943609675317,0.4354763651002412,2021,b0398865577f5d14e5542fb2dca6f1081409eec3479bc08bcee24ad4a4ecceb4,176381,2026-08-16,True
ETTm1,p08_coord2_capmatch_lr0p50,96,0.3167093956965967,0.35103290364841755,2021,16ce909df8bd704b5373fcf3b0b9d17bfe25ea66ab9a4409ccbd6284ec97b612,122073,2026-08-16,True
ETTm1,p08_coord2_capmatch_lr0p50,192,0.35816837511535005,0.37459222225842076,2021,16ce909df8bd704b5373fcf3b0b9d17bfe25ea66ab9a4409ccbd6284ec97b612,122073,2026-08-16,True
ETTm1,p08_coord2_capmatch_lr0p50,336,0.40293893059578195,0.39960132079825994,2021,16ce909df8bd704b5373fcf3b0b9d17bfe25ea66ab9a4409ccbd6284ec97b612,122073,2026-08-16,True
ETTm1,p08_coord2_capmatch_lr0p50,720,0.47335997260381757,0.43571595335862834,2021,16ce909df8bd704b5373fcf3b0b9d17bfe25ea66ab9a4409ccbd6284ec97b612,122073,2026-08-16,True
ETTm1,p09_coord8_capmatch_lr0p50,96,0.32697141466599,0.36210905470746496,2021,877c0fb1d4f05debc5b3f2cccc6178d60e6642b18f936cde512deb350d5817ed,73797,2026-08-16,True
ETTm1,p09_coord8_capmatch_lr0p50,192,0.36720955929391663,0.3852133464631594,2021,877c0fb1d4f05debc5b3f2cccc6178d60e6642b18f936cde512deb350d5817ed,73797,2026-08-16,True
ETTm1,p09_coord8_capmatch_lr0p50,336,0.41036833644069853,0.4099822956096063,2021,877c0fb1d4f05debc5b3f2cccc6178d60e6642b18f936cde512deb350d5817ed,73797,2026-08-16,True
ETTm1,p09_coord8_capmatch_lr0p50,720,0.47902030591642614,0.4455986665499233,2021,877c0fb1d4f05debc5b3f2cccc6178d60e6642b18f936cde512deb350d5817ed,73797,2026-08-16,True
ETTm1,p10_policy16x32_lr0p50,96,0.3217462950313273,0.35495742380638257,2021,0137dd5e12ea09747112de86c09348146ead4df8993431c84573a50dda83672c,88041,2026-08-16,True
ETTm1,p10_policy16x32_lr0p50,192,0.36161820036103126,0.3777235370542206,2021,0137dd5e12ea09747112de86c09348146ead4df8993431c84573a50dda83672c,88041,2026-08-16,True
ETTm1,p10_policy16x32_lr0p50,336,0.40358992685654377,0.40184309312774,2021,0137dd5e12ea09747112de86c09348146ead4df8993431c84573a50dda83672c,88041,2026-08-16,True
ETTm1,p10_policy16x32_lr0p50,720,0.47379410589440546,0.4382290504357253,2021,0137dd5e12ea09747112de86c09348146ead4df8993431c84573a50dda83672c,88041,2026-08-16,True
ETTm1,p11_policy64x128_lr0p50,96,0.31538325637435166,0.351222663844401,2021,57cbbb52158f4b104be77e075fae2a953ea87a49f1343f2bb725edb421da7aad,102873,2026-08-16,True
ETTm1,p11_policy64x128_lr0p50,192,0.3570978181154898,0.37519983089948644,2021,57cbbb52158f4b104be77e075fae2a953ea87a49f1343f2bb725edb421da7aad,102873,2026-08-16,True
ETTm1,p11_policy64x128_lr0p50,336,0.4009931791186179,0.4001033482217143,2021,57cbbb52158f4b104be77e075fae2a953ea87a49f1343f2bb725edb421da7aad,102873,2026-08-16,True
ETTm1,p11_policy64x128_lr0p50,720,0.4714627005020328,0.4369327640498413,2021,57cbbb52158f4b104be77e075fae2a953ea87a49f1343f2bb725edb421da7aad,102873,2026-08-16,True
ETTm1,p12_scopes_short_lr0p50,96,0.3168929658704597,0.3534365910316382,2021,ad65770546f447696b6debb09c87b81752438d418806b83d5992f586ab7d7ef3,91961,2026-08-16,True
ETTm1,p12_scopes_short_lr0p50,192,0.35714184335634186,0.376315524866103,2021,ad65770546f447696b6debb09c87b81752438d418806b83d5992f586ab7d7ef3,91961,2026-08-16,True
ETTm1,p12_scopes_short_lr0p50,336,0.40030077011135723,0.4011752918730021,2021,ad65770546f447696b6debb09c87b81752438d418806b83d5992f586ab7d7ef3,91961,2026-08-16,True
ETTm1,p12_scopes_short_lr0p50,720,0.47142145950755354,0.4381577545769808,2021,ad65770546f447696b6debb09c87b81752438d418806b83d5992f586ab7d7ef3,91961,2026-08-16,True
ETTm1,p13_scopes_long_lr0p50,96,0.31798498343668985,0.35380568521636674,2021,e948063fb481769a7851b2ebfb601612582546fc2327fc104e47b86627a622d8,91961,2026-08-16,True
ETTm1,p13_scopes_long_lr0p50,192,0.3581218039028696,0.37674885894811355,2021,e948063fb481769a7851b2ebfb601612582546fc2327fc104e47b86627a622d8,91961,2026-08-16,True
ETTm1,p13_scopes_long_lr0p50,336,0.40101998641796444,0.4016618709930003,2021,e948063fb481769a7851b2ebfb601612582546fc2327fc104e47b86627a622d8,91961,2026-08-16,True
ETTm1,p13_scopes_long_lr0p50,720,0.47192058175694096,0.43825008694964357,2021,e948063fb481769a7851b2ebfb601612582546fc2327fc104e47b86627a622d8,91961,2026-08-16,True
ETTm2,p00_budget30,96,0.18173092768633287,0.2580375868375787,2021,40316cc7ee8958645b158071246434237da98bae4e2137bb5148c6e950b134b4,91961,2026-08-16,True
ETTm2,p00_budget30,192,0.25021593540919684,0.30189484520943444,2021,40316cc7ee8958645b158071246434237da98bae4e2137bb5148c6e950b134b4,91961,2026-08-16,True
ETTm2,p00_budget30,336,0.3161189711090937,0.34324488516429114,2021,40316cc7ee8958645b158071246434237da98bae4e2137bb5148c6e950b134b4,91961,2026-08-16,True
ETTm2,p00_budget30,720,0.4089343454146349,0.397782564385238,2021,40316cc7ee8958645b158071246434237da98bae4e2137bb5148c6e950b134b4,91961,2026-08-16,True
ETTm2,p01_lr0p25,96,0.18541420461804548,0.2631110525899062,2021,68763f0d1d6ae33373e1458c5ecafa4980f78f4c8a39525933cab9e8d203ac20,91961,2026-08-16,True
ETTm2,p01_lr0p25,192,0.25319434565776444,0.30572752315172474,2021,68763f0d1d6ae33373e1458c5ecafa4980f78f4c8a39525933cab9e8d203ac20,91961,2026-08-16,True
ETTm2,p01_lr0p25,336,0.3163639697608356,0.3448342859923744,2021,68763f0d1d6ae33373e1458c5ecafa4980f78f4c8a39525933cab9e8d203ac20,91961,2026-08-16,True
ETTm2,p01_lr0p25,720,0.4084354910965307,0.3982201800582616,2021,68763f0d1d6ae33373e1458c5ecafa4980f78f4c8a39525933cab9e8d203ac20,91961,2026-08-16,True
ETTm2,p02_lr0p50,96,0.18304368672466287,0.26007221541896125,2021,3ddc9a3c6c48eca7c8609f3e92fdab989511fe734d97fc3ff3774db52768e584,91961,2026-08-16,True
ETTm2,p02_lr0p50,192,0.25141457314485455,0.30333583027082356,2021,3ddc9a3c6c48eca7c8609f3e92fdab989511fe734d97fc3ff3774db52768e584,91961,2026-08-16,True
ETTm2,p02_lr0p50,336,0.3156472782607976,0.34370198733059426,2021,3ddc9a3c6c48eca7c8609f3e92fdab989511fe734d97fc3ff3774db52768e584,91961,2026-08-16,True
ETTm2,p02_lr0p50,720,0.4073581890355167,0.3977790053087335,2021,3ddc9a3c6c48eca7c8609f3e92fdab989511fe734d97fc3ff3774db52768e584,91961,2026-08-16,True
ETTm2,p03_lr2p00,96,0.17995628213193868,0.25711582510334574,2021,fbc489035ea1efc8031403fba12f4de6a3c17551a520e75d38e05883f09c34ee,91961,2026-08-16,True
ETTm2,p03_lr2p00,192,0.24767839892983345,0.30032173692144554,2021,fbc489035ea1efc8031403fba12f4de6a3c17551a520e75d38e05883f09c34ee,91961,2026-08-16,True
ETTm2,p03_lr2p00,336,0.3128013350457877,0.34102466143285326,2021,fbc489035ea1efc8031403fba12f4de6a3c17551a520e75d38e05883f09c34ee,91961,2026-08-16,True
ETTm2,p03_lr2p00,720,0.40625473920342514,0.39588515268730695,2021,fbc489035ea1efc8031403fba12f4de6a3c17551a520e75d38e05883f09c34ee,91961,2026-08-16,True
ETTm2,p04_lr4p00,96,0.18162460505086678,0.25747616517690175,2021,bce5606c0af3e2dbc01b254de6adecfc9759b8595dc4a4d2eef2f11a33040005,91961,2026-08-16,True
ETTm2,p04_lr4p00,192,0.24994221339415282,0.3011079727824011,2021,bce5606c0af3e2dbc01b254de6adecfc9759b8595dc4a4d2eef2f11a33040005,91961,2026-08-16,True
ETTm2,p04_lr4p00,336,0.3154422401188017,0.3419154217082653,2021,bce5606c0af3e2dbc01b254de6adecfc9759b8595dc4a4d2eef2f11a33040005,91961,2026-08-16,True
ETTm2,p04_lr4p00,720,0.41007933511051686,0.39714286887756917,2021,bce5606c0af3e2dbc01b254de6adecfc9759b8595dc4a4d2eef2f11a33040005,91961,2026-08-16,True
ETTm2,p05_rank0p50_lr0p50,96,0.18630639972554364,0.26425366880084156,2021,3ce1a1cec2896a967af801160377f5a752c281603ec2e5f8e9f910a4489940f9,47741,2026-08-16,True
ETTm2,p05_rank0p50_lr0p50,192,0.25286473532208975,0.3058439817371618,2021,3ce1a1cec2896a967af801160377f5a752c281603ec2e5f8e9f910a4489940f9,47741,2026-08-16,True
ETTm2,p05_rank0p50_lr0p50,336,0.3168798144178584,0.3451617524964744,2021,3ce1a1cec2896a967af801160377f5a752c281603ec2e5f8e9f910a4489940f9,47741,2026-08-16,True
ETTm2,p05_rank0p50_lr0p50,720,0.40780429685921993,0.3980227761216877,2021,3ce1a1cec2896a967af801160377f5a752c281603ec2e5f8e9f910a4489940f9,47741,2026-08-16,True
ETTm2,p06_rank1p50_lr0p50,96,0.18256911666961378,0.25886171405039426,2021,2b69568827ee96848cea555b8878345d5829d93511e3df8b0d1c5a765492cd67,136181,2026-08-16,True
ETTm2,p06_rank1p50_lr0p50,192,0.2513437475941097,0.3026516224400513,2021,2b69568827ee96848cea555b8878345d5829d93511e3df8b0d1c5a765492cd67,136181,2026-08-16,True
ETTm2,p06_rank1p50_lr0p50,336,0.31732049766003423,0.3436409169634573,2021,2b69568827ee96848cea555b8878345d5829d93511e3df8b0d1c5a765492cd67,136181,2026-08-16,True
ETTm2,p06_rank1p50_lr0p50,720,0.41089048998414524,0.3981466446839506,2021,2b69568827ee96848cea555b8878345d5829d93511e3df8b0d1c5a765492cd67,136181,2026-08-16,True
ETTm2,p07_rank2p00_lr0p50,96,0.18361438452541362,0.25885457555399155,2021,703821bd90988e829166156ef44d8df135a4e1ee67625352bdc0f2cbff4fa46a,176381,2026-08-16,True
ETTm2,p07_rank2p00_lr0p50,192,0.2509152488196316,0.30214955909237706,2021,703821bd90988e829166156ef44d8df135a4e1ee67625352bdc0f2cbff4fa46a,176381,2026-08-16,True
ETTm2,p07_rank2p00_lr0p50,336,0.31568726820761883,0.34262748414232297,2021,703821bd90988e829166156ef44d8df135a4e1ee67625352bdc0f2cbff4fa46a,176381,2026-08-16,True
ETTm2,p07_rank2p00_lr0p50,720,0.4092800684803257,0.3972875688834189,2021,703821bd90988e829166156ef44d8df135a4e1ee67625352bdc0f2cbff4fa46a,176381,2026-08-16,True
ETTm2,p08_coord2_capmatch_lr0p50,96,0.1835740483588577,0.2590908104774656,2021,d02b8ca388a9c74fe6ad395df6393fc3ce7365b7097fbae0feb61f7dc2f87897,122073,2026-08-16,True
ETTm2,p08_coord2_capmatch_lr0p50,192,0.2508014643489035,0.3023554398050643,2021,d02b8ca388a9c74fe6ad395df6393fc3ce7365b7097fbae0feb61f7dc2f87897,122073,2026-08-16,True
ETTm2,p08_coord2_capmatch_lr0p50,336,0.315219283405186,0.34285480326967555,2021,d02b8ca388a9c74fe6ad395df6393fc3ce7365b7097fbae0feb61f7dc2f87897,122073,2026-08-16,True
