scale,future_step,mse,mse_smooth31
1,50,0.5616701245307922,0.5620766262854299
1,51,0.5610892176628113,0.5632929513531346
1,52,0.5598151683807373,0.5645247659375591
1,53,0.56261146068573,0.5656266597009475
1,54,0.5591477155685425,0.5664543067255328
1,55,0.5614458322525024,0.5671057201200915
1,56,0.5615202188491821,0.5676502123955757
1,57,0.559277355670929,0.56785463517712
1,58,0.5582301616668701,0.5679066469592432
1,59,0.5616850256919861,0.5677486023595255
1,60,0.5659403204917908,0.5674983897516804
1,61,0.5661966800689697,0.5673521507170892
1,62,0.5660630464553833,0.5670954162074673
1,63,0.5768536925315857,0.5670390532862756
1,64,0.5808454751968384,0.5670968121097933
1,65,0.5800328850746155,0.567010635329831
1,66,0.5810458660125732,0.5670458328339361
1,67,0.5827271938323975,0.5669907562194332
1,68,0.5807022452354431,0.5668693396352954
1,69,0.5801977515220642,0.5665822798205961
1,70,0.5745951533317566,0.5665122366720631
1,71,0.5727832913398743,0.5663061468831955
1,72,0.5634600520133972,0.5660146436383647
1,73,0.5623772144317627,0.565614450362421
1,74,0.5608236193656921,0.565305648311492
1,75,0.5608959197998047,0.5648056480192369
1,76,0.5624590516090393,0.5640787424579744
1,77,0.5609700083732605,0.563343878715269
1,78,0.5654423236846924,0.5625154049165787
1,79,0.565484881401062,0.5613213700632894
1,80,0.5609407424926758,0.5600531889546302
1,81,0.5627612471580505,0.5587393276153073
1,82,0.5593818426132202,0.5576522119583622
1,83,0.5560512542724609,0.5566718712929758
1,84,0.5537126064300537,0.5561404881938813
1,85,0.5569763779640198,0.5559209104507201
1,86,0.5550570487976074,0.5562350999924446
1,87,0.5524836182594299,0.5567099509700654
1,88,0.5468713641166687,0.5576919836382713
1,89,0.5486572980880737,0.5589216812964409
1,90,0.5461850166320801,0.5603154013233799
1,91,0.5434062480926514,0.5618367560448184
1,92,0.543415904045105,0.563377022743225
1,93,0.5403803586959839,0.5650514268106029
1,94,0.5398386120796204,0.5667012141596887
1,95,0.5415318608283997,0.5685333417307946
1,96,0.539303183555603,0.5706436461017977
1,97,0.5473452806472778,0.5729884832136092
1,98,0.5523366332054138,0.5755799393500051
1,99,0.5642293691635132,0.5784593512935025
1,100,0.5733908414840698,0.5816300972815484
1,101,0.5843350291252136,0.5847010977806585
1,102,0.5875036716461182,0.5879711489523611
1,103,0.5939030647277832,0.5914061665534972
1,104,0.600497841835022,0.5952354419615961
1,105,0.6040289402008057,0.5990399506784254
1,106,0.6080579161643982,0.6030509010437997
1,107,0.6102073192596436,0.6072291001196831
1,108,0.6128765344619751,0.6114860196267405
1,109,0.6165857315063477,0.6159097533072195
1,110,0.6222808361053467,0.620506255857406
1,111,0.6263601779937744,0.6252460941191643
1,112,0.6354511976242065,0.6300193494366062
1,113,0.6397169828414917,0.6346717265344437
1,114,0.645313024520874,0.6392080899207825
1,115,0.6520057320594788,0.643287156858752
1,116,0.6521773934364319,0.647126320869692
1,117,0.6564286351203918,0.6506053747669343
1,118,0.6589691638946533,0.654001695494498
1,119,0.6655789017677307,0.6571880905858932
1,120,0.6665970683097839,0.6603094108643071
1,121,0.6705244779586792,0.663277264564268
1,122,0.6729304194450378,0.6662839285788997
1,123,0.6753804087638855,0.6691250416540331
1,124,0.6775161027908325,0.6719505383122353
1,125,0.6823301911354065,0.6748310673621394
1,126,0.6884668469429016,0.6775650670451502
1,127,0.6872740983963013,0.6801805630806953
1,128,0.6915689706802368,0.6826985151537003
1,129,0.6929638981819153,0.6849777679289542
1,130,0.6906804442405701,0.6870299673849537
1,131,0.6924049258232117,0.6888942699278554
1,132,0.6921856999397278,0.6906456485871345
1,133,0.692789614200592,0.6922871143587175
1,134,0.6926813125610352,0.6937890706523773
1,135,0.6972587704658508,0.6950950584103986
1,136,0.6960324048995972,0.6963292014214302
1,137,0.701264500617981,0.6974328987060057
1,138,0.6982818245887756,0.6983284238846073
1,139,0.7004669308662415,0.6991399757323729
1,140,0.7058821320533752,0.6999637734505441
1,141,0.7070348262786865,0.7006110068290468
1,142,0.7074405550956726,0.7010967193111299
1,143,0.7135077118873596,0.7016385082275639
1,144,0.7103738188743591,0.7020587171277695
1,145,0.7089312076568604,0.7025598018400132
1,146,0.7097991108894348,0.703190940041696
1,147,0.7064701318740845,0.7037915395152186
1,148,0.7073140740394592,0.7044157616553769
1,149,0.7055298089981079,0.7050025597695383
1,150,0.7060645222663879,0.7054960996873918
1,151,0.7048555016517639,0.7058153114011212
1,152,0.7047390937805176,0.7061965580909484
1,153,0.7006916999816895,0.706304765516712
1,154,0.7005385160446167,0.7064896360520394
1,155,0.7030538320541382,0.7066149154017048
1,156,0.702394425868988,0.7066068457018944
1,157,0.7035239338874817,0.7066255346421272
1,158,0.7040695548057556,0.7066341850065415
1,159,0.7045954465866089,0.7065241894414348
1,160,0.7084975242614746,0.7065073847770691
1,161,0.7102457284927368,0.7064579609901674
1,162,0.7110235095024109,0.7062655206649535
1,163,0.7115365862846375,0.7061521910852
1,164,0.7109803557395935,0.705888230954447
1,165,0.7079810500144958,0.7057203246701149
1,166,0.7071543335914612,0.7054994413929602
1,167,0.7078510522842407,0.7052337008137858
1,168,0.7046189308166504,0.7049245257531442
1,169,0.7040128111839294,0.7047988791619576
1,170,0.7043505907058716,0.7046365199550505
1,171,0.7056319713592529,0.7043473951278194
1,172,0.7076141834259033,0.7039393744161052
1,173,0.7077087163925171,0.7034666845875402
1,174,0.7100978493690491,0.7029892590738112
1,175,0.7098528742790222,0.7025439950727647
1,176,0.7073990702629089,0.7019884432515789
1,177,0.7038334608078003,0.7014041792961858
1,178,0.7029569149017334,0.700994235853995
1,179,0.6991313099861145,0.7007243229496865
1,180,0.7003247141838074,0.7008094653006522
1,181,0.6992171406745911,0.7011901736259459
1,182,0.6966175436973572,0.70188545796179
1,183,0.6951546669006348,0.7027489562188425
1,184,0.6967966556549072,0.7039414701923247
1,185,0.6955053806304932,0.7052299649484695
1,186,0.6940909624099731,0.706629951154032
1,187,0.6897457838058472,0.7080203083253676
1,188,0.6888705492019653,0.7093947491338176
1,189,0.6892693638801575,0.7107614701794039
1,190,0.6907922625541687,0.7121635636975687
1,191,0.691275417804718,0.7137005521405126
1,192,0.6921335458755493,0.7155052788795964
1,193,0.6983152627944946,0.7175448921418958
1,194,0.7031692862510681,0.7197629617106529
1,195,0.7136197686195374,0.7221654557412669
1,196,0.7197830080986023,0.7246685278031134
1,197,0.7287081480026245,0.7273855997670082
1,198,0.7346194982528687,0.7302187681198119
1,199,0.7415868639945984,0.7331789866570502
1,200,0.7439561486244202,0.7362386411236178
1,201,0.7477501630783081,0.7393748856359912
1,202,0.7487330436706543,0.7427004787229722
1,203,0.750221848487854,0.7462570417311882
1,204,0.7500770688056946,0.7499013177810175
1,205,0.7535627484321594,0.7535868460132228
1,206,0.7574995160102844,0.7573791896143266
1,207,0.7633455991744995,0.7610998634369142
1,208,0.7670614719390869,0.7648520219710566
1,209,0.7717170715332031,0.7685570313084509
1,210,0.7736086249351501,0.7722786203507453
1,211,0.7779199481010437,0.7756266267068924
1,212,0.7834463715553284,0.7787792817238838
1,213,0.7844457626342773,0.7817730326806345
1,214,0.7869214415550232,0.7846542231498227
1,215,0.7916459441184998,0.7873422830335558
1,216,0.7927289605140686,0.7899629858232315
1,217,0.7971843481063843,0.7925716388610103
1,218,0.7999992370605469,0.7951459519324765
1,219,0.8018431067466736,0.7976581146640163
1,220,0.8035207390785217,0.8002518184723393
1,221,0.808354914188385,0.8028270121543639
1,222,0.8066163063049316,0.8053399151371372
1,223,0.80845046043396,0.8076339075642246
1,224,0.8131705522537231,0.8099597807853454
1,225,0.8185385465621948,0.8119712587325804
1,226,0.8174079656600952,0.8138976885426429
1,227,0.8175153136253357,0.8157298853320458
1,228,0.8215144276618958,0.8173496357856257
1,229,0.823936402797699,0.8188965359041767
1,230,0.8249167203903198,0.8204469603876914
1,231,0.8251979351043701,0.8218824132796257
1,232,0.8286184072494507,0.8231781740342418
1,233,0.8285367488861084,0.8243837779568087
1,234,0.8280988931655884,0.8254199989380374
1,235,0.8304818868637085,0.8264084939033755
1,236,0.8333937525749207,0.8273929953575134
1,237,0.8353995084762573,0.8282529250268013
1,238,0.8344593644142151,0.8291529801584059
1,239,0.8391635417938232,0.8300308200620836
1,240,0.8340728878974915,0.8307589753981559
1,241,0.8333279490470886,0.8314339499319753
1,242,0.8347180485725403,0.8321744972659695
1,243,0.8336586356163025,0.8328970363063195
1,244,0.8323996663093567,0.8334465334492344
1,245,0.8349846005439758,0.833796699200907
1,246,0.8361449837684631,0.8340181650653962
1,247,0.8328975439071655,0.8342592350898248
1,248,0.8345580697059631,0.8342239222218912
1,249,0.8321220874786377,0.834160808593996
1,250,0.8324864506721497,0.8341146688307485
1,251,0.8340402841567993,0.833949081359371
1,252,0.8350127339363098,0.833668533832796
1,253,0.8345180153846741,0.8334544781715638
1,254,0.8356634974479675,0.8332911287584611
1,255,0.8357433676719666,0.833127979309328
1,256,0.8394627571105957,0.8329474772176435
1,257,0.840364933013916,0.8328558668013543
1,258,0.8399140238761902,0.8325680686581519
1,259,0.8385488390922546,0.8321969336079013
1,260,0.8347915410995483,0.8319029327361814
1,261,0.8317821621894836,0.831475684719701
1,262,0.8326711058616638,0.8309007363934672
1,263,0.8275237083435059,0.8304654321362895
1,264,0.8265802264213562,0.829922454972421
1,265,0.8266685605049133,0.8294930361932324
1,266,0.8253486752510071,0.8289363499610655
1,267,0.8246967792510986,0.8283790523006069
1,268,0.8287637829780579,0.827598339126956
1,269,0.8293955326080322,0.826739857273717
1,270,0.834105908870697,0.8258074945019137
1,271,0.8284773230552673,0.8248718111745772
1,272,0.8304880261421204,0.8237197322230183
1,273,0.8257963061332703,0.8225148051015791
1,274,0.8221534490585327,0.8214659363992752
1,275,0.8232856392860413,0.8206284911401809
1,276,0.821739912033081,0.8200971484184264
1,277,0.8183215856552124,0.8199103397707785
1,278,0.8194031119346619,0.8198864363854932
1,279,0.8177257776260376,0.8201323324634182
1,280,0.8188101053237915,0.8206002635340537
1,281,0.8152291774749756,0.8210387422192481
1,282,0.8167640566825867,0.8215356622972797
1,283,0.8108106255531311,0.8219441233142731
1,284,0.8079050779342651,0.8222799801057387
1,285,0.8067602515220642,0.8226846206572749
1,286,0.8067371845245361,0.8231077463396136
1,287,0.8037483096122742,0.8237013432287402
1,288,0.8030121922492981,0.8243656677584494
1,289,0.8073990941047668,0.8252662804818923
1,290,0.8125880360603333,0.8263840963763576
1,291,0.8183199167251587,0.8276347575649139
1,292,0.8259910941123962,0.8289624760227818
1,293,0.8319301009178162,0.830544569799977
1,294,0.8351464867591858,0.8321208280901756
1,295,0.8410860896110535,0.8336167585465217
1,296,0.8402613997459412,0.8351968026930289
1,297,0.8407531976699829,0.8368558268393241
1,298,0.8373590707778931,0.8384531294145893
1,299,0.8391753435134888,0.8402272635890593
1,300,0.841939389705658,0.8421546893735088
1,301,0.8472228050231934,0.8442448339154646
1,302,0.8468788266181946,0.8463550998318582
1,303,0.8510820865631104,0.8485853172117666
1,304,0.8537153005599976,0.8509197446607775
1,305,0.8568057417869568,0.8532406418554245
1,306,0.8620561361312866,0.8554379690077998
1,307,0.8628991842269897,0.8574284315109253
1,308,0.8673664927482605,0.8591906024563697
1,309,0.8682671189308167,0.8606784382174092
1,310,0.8640996217727661,0.8621430377806387
1,311,0.867791473865509,0.8634490563023475
1,312,0.8666589260101318,0.8647297351591048
1,313,0.8662804365158081,0.8661088385889606
1,314,0.8658087849617004,0.8676229407710412
1,315,0.8676552772521973,0.8690969021089614
1,316,0.8715547323226929,0.8705351237327821
1,317,0.8721554279327393,0.8718095306427248
1,318,0.8728850483894348,0.873157512757086
1,319,0.8753794431686401,0.8743454429411118
1,320,0.8793469071388245,0.8755099850316201
1,321,0.8807051777839661,0.876643507711349
1,322,0.880024254322052,0.8777155895386972
1,323,0.8806183934211731,0.8786714653814992
1,324,0.8780530095100403,0.8793348285459702
1,325,0.8805490732192993,0.8800109759453805
1,326,0.8815726637840271,0.8808894234318887
1,327,0.8799624443054199,0.8815659669137771
1,328,0.8835054039955139,0.8822137559613874
1,329,0.8842962384223938,0.8828022999148215
1,330,0.8848681449890137,0.8833869464935794
1,331,0.8865242600440979,0.8838625223405899
1,332,0.8867294192314148,0.8842053528754942
1,333,0.8886662721633911,0.8844492589273758
1,334,0.8879079222679138,0.8846651565644048
1,335,0.8898161053657532,0.8848029663485866
1,336,0.891944944858551,0.8849140290291079
1,337,0.8952906727790833,0.8849586479125484
1,338,0.8925313353538513,0.8850734503038467
1,339,0.8879307508468628,0.8852277263518301
1,340,0.8892276883125305,0.8853864612117889
1,341,0.8913314938545227,0.8854419223723872
1,342,0.8887643218040466,0.885398180254044
1,343,0.8867403864860535,0.8854226566130114
1,344,0.8845252990722656,0.8852598417189812
1,345,0.8839328289031982,0.8851016952145484
1,346,0.8823981285095215,0.8849090107025638
1,347,0.8821824789047241,0.8847122115473592
1,348,0.8797165155410767,0.8845861400327374
1,349,0.8795778751373291,0.8844221176639679
1,350,0.8796515464782715,0.8844007580511031
1,351,0.8827898502349854,0.8842979092751779
1,352,0.8820883631706238,0.8841086106915628
1,353,0.883583128452301,0.8837562241861897
1,354,0.8854009509086609,0.883501164374813
1,355,0.8829737901687622,0.8832792312868181
1,356,0.8822683691978455,0.8829611924386795
1,357,0.880216658115387,0.8825114619347357
1,358,0.8807212114334106,0.8821273023082364
1,359,0.8784581422805786,0.8817699820764604
1,360,0.8793936967849731,0.8815114901911828
1,361,0.8788949251174927,0.8814136116735396
1,362,0.8804234862327576,0.8813701925739165
1,363,0.8828212022781372,0.8812173066600676
1,364,0.8835815787315369,0.8812954868039777
1,365,0.887245774269104,0.8812891860162058
1,366,0.8866277933120728,0.8812552056004923
1,367,0.8860766887664795,0.8812213847714084
1,368,0.8843666911125183,0.8812313002924763
1,369,0.8846244812011719,0.8813736034977819
1,370,0.8810508251190186,0.8815422577242695
1,371,0.8793684840202332,0.8819661851852171
1,372,0.8773898482322693,0.8826288484757946
1,373,0.8768553733825684,0.883546721550726
1,374,0.8756634593009949,0.8847705952582819
1,375,0.8765120506286621,0.8861095078529849
1,376,0.8808985948562622,0.8874993593462053
1,377,0.8810521364212036,0.8889125201009936
1,378,0.8774430155754089,0.890265574378352
1,379,0.8821401000022888,0.8914641564892185
1,380,0.8793825507164001,0.8925883616170577
1,381,0.878598153591156,0.8937116765206861
1,382,0.8817414045333862,0.8950141322228217
1,383,0.8823957443237305,0.8962922038570527
1,384,0.8879945278167725,0.8978958783611174
1,385,0.890629231929779,0.8994488812262011
1,386,0.8961155414581299,0.9012295930616318
1,387,0.9028109312057495,0.9032234434158571
1,388,0.9086707234382629,0.9053152530424056
1,389,0.9186612963676453,0.9075619270724634
1,390,0.9199644327163696,0.9099336593381818
1,391,0.9224790930747986,0.9122923939458784
1,392,0.9227029085159302,0.9144717128046095
1,393,0.9223681688308716,0.9167098268385855
1,394,0.9199772477149963,0.9191827197228707
1,395,0.9184319376945496,0.9214329604179627
1,396,0.9220685362815857,0.9237788531088058
1,397,0.9270039200782776,0.9262200401675316
1,398,0.9256969094276428,0.9286442572070704
1,399,0.9340806007385254,0.9311780122018628
1,400,0.9327675700187683,0.9333985851657004
1,401,0.9362528920173645,0.935526415224998
1,402,0.9411778450012207,0.9375644614619592
1,403,0.9422359466552734,0.9394630943575211
1,404,0.9465022683143616,0.9411293825795572
1,405,0.949187159538269,0.9425177804885371
1,406,0.9496328234672546,0.9439138327875445
1,407,0.9484574794769287,0.9453885805222296
1,408,0.9504336714744568,0.9467479471237429
1,409,0.9541026949882507,0.9481669049109183
1,410,0.9518975615501404,0.9497381564109557
1,411,0.9521052241325378,0.9514178287598395
1,412,0.9542749524116516,0.9530178769942254
1,413,0.9568921327590942,0.9545291527625054
1,414,0.9609421491622925,0.9561455230559072
1,415,0.9568322896957397,0.9575566784028084
1,416,0.9565919637680054,0.9589924966135334
1,417,0.9592949748039246,0.9604049901808462
1,418,0.9616685509681702,0.9615813666774381
1,419,0.9603256583213806,0.9627724462939847
1,420,0.9617016315460205,0.9637487838345189
1,421,0.9632420539855957,0.9645702415897
1,422,0.9681962728500366,0.9654265238392737
1,423,0.9648432731628418,0.9662473740116242
1,424,0.9663558602333069,0.9670154625369656
1,425,0.968686044216156,0.967508815949963
1,426,0.9705017805099487,0.9680841180586045
1,427,0.9716700315475464,0.9686138495322197
1,428,0.9738534688949585,0.9690651028387008
1,429,0.9758043885231018,0.9694928142332262
1,430,0.9778264164924622,0.969702737946664
1,431,0.977277934551239,0.9699724739597688
1,432,0.9800401926040649,0.9703388291020547
1,433,0.9776455163955688,0.9706790389553192
1,434,0.979159414768219,0.9707942931882798
1,435,0.9767687320709229,0.9709862124535347
1,436,0.9746523499488831,0.9711662742399401
1,437,0.9761775732040405,0.9712334198336448
1,438,0.9739038348197937,0.971071337499926
1,439,0.9742444157600403,0.9710987998593238
1,440,0.9693966507911682,0.9709455101720749
1,441,0.9697319269180298,0.970835776098313
1,442,0.9685268998146057,0.970722185027215
1,443,0.9682638049125671,0.970702467426177
1,444,0.9701511859893799,0.9707065070829084
1,445,0.9674497842788696,0.9707033268867002
1,446,0.9651941061019897,0.9708249665075733
1,447,0.9679489731788635,0.970935021677325
1,448,0.969841480255127,0.9708823830850665
1,449,0.9652414321899414,0.9709601536873849
1,450,0.966275155544281,0.9708407463565949
1,451,0.9672835469245911,0.9707381898357021
1,452,0.9653235673904419,0.9705192119844499
1,453,0.9631717205047607,0.9701352042536582
1,454,0.9656946063041687,0.9698021065804266
1,455,0.9616038799285889,0.9696032270308463
1,456,0.9652842879295349,0.9694797473569069
1,457,0.9669804573059082,0.9693261731055475
1,458,0.9710587859153748,0.9692302153956506
1,459,0.9739786982536316,0.9691139824928776
1,460,0.9757058024406433,0.9689671993255616
1,461,0.9815972447395325,0.9690682003574986
1,462,0.9806896448135376,0.9690941764462377
1,463,0.9784083962440491,0.9691287625220513
1,464,0.9800564050674438,0.969194560281692
1,465,0.9754577875137329,0.9692814946174623
1,466,0.9735894799232483,0.9696722857413754
1,467,0.9678640365600586,0.97008813388886
1,468,0.9642733335494995,0.9706628245692099
1,469,0.9635778069496155,0.9716614388650463
1,470,0.968079149723053,0.9728175747779108
1,471,0.9655687808990479,0.9742369459521387
1,472,0.964971125125885,0.9755327951523567
1,473,0.9655522108078003,0.9767642924862524
1,474,0.9646605849266052,0.9780214832675074
1,475,0.9656009078025818,0.9790438817393396
1,476,0.9705808162689209,0.9800216344095047
1,477,0.9659993648529053,0.9809940303525617
1,478,0.9690211415290833,0.9820262212907114
1,479,0.9718812108039856,0.9831542315021637
1,480,0.9679363965988159,0.9843453361142066
1,481,0.9783896803855896,0.9859034169104791
1,482,0.9801748394966125,0.9876127492996953
1,483,0.9831389784812927,0.9896775157220902
1,484,0.9941287636756897,0.9916674687016395
1,485,1.0015348196029663,0.9938946423992032
1,486,1.0056043863296509,0.9961783866728505
1,487,1.0054556131362915,0.9982444490155865
1,488,1.0051568746566772,1.0004403283519128
1,489,1.0100317001342773,1.0024967885786487
1,490,1.0056730508804321,1.0046579972390206
1,491,1.0060161352157593,1.00682286677822
1,492,1.0117415189743042,1.0088043212890625
1,493,1.0126875638961792,1.0111039992301696
1,494,1.0133767127990723,1.0134896059190075
1,495,1.0169806480407715,1.0159261880382415
1,496,1.0237582921981812,1.0183267131928475
1,497,1.0265787839889526,1.0203334073866568
1,498,1.0318717956542969,1.022423355810104
1,499,1.0259618759155273,1.0244607021731715
1,500,1.0326201915740967,1.0259366266189083
1,501,1.0388752222061157,1.0270872962090278
1,502,1.0296167135238647,1.0283201894452494
1,503,1.033043384552002,1.029279516589257
1,504,1.0293024778366089,1.030311023035357
1,505,1.0316580533981323,1.0311773746244368
1,506,1.0327118635177612,1.0322907740069973
1,507,1.0320059061050415,1.0334209511356969
1,508,1.0372893810272217,1.0345631876299457
1,509,1.0429749488830566,1.0356518299348891
1,510,1.0474152565002441,1.0370074856665825
1,511,1.0423526763916016,1.0382103496982205
1,512,1.0405972003936768,1.0393223531784548
1,513,1.0449632406234741,1.0405418488287157
1,514,1.0462967157363892,1.0417367143015706
1,515,1.0398824214935303,1.0429785905345794
1,516,1.0372055768966675,1.0443030134324105
1,517,1.0438240766525269,1.045193902907833
1,518,1.035194754600525,1.0465846446252638
1,519,1.0371335744857788,1.0475630414101382
1,520,1.036888599395752,1.0487495122417327
1,521,1.0401884317398071,1.0496380521405126
1,522,1.0410516262054443,1.0504885335122383
1,523,1.0471508502960205,1.051315334535414
1,524,1.0464354753494263,1.051853203004406
1,525,1.0554020404815674,1.052122285289149
1,526,1.0542694330215454,1.0522070392485585
1,527,1.0582304000854492,1.0525810641627156
1,528,1.0643831491470337,1.0527489031514812
1,529,1.0689126253128052,1.0527675959371752
1,530,1.064460039138794,1.0526202417189074
1,531,1.0736773014068604,1.0528325534635974
1,532,1.0664927959442139,1.05290965495571
1,533,1.0727297067642212,1.0527875654159051
1,534,1.0633736848831177,1.0529510744156374
1,535,1.0660830736160278,1.053003684166939
1,536,1.059202790260315,1.0529579231815953
1,537,1.0590767860412598,1.052906782396378
1,538,1.0576367378234863,1.0531536033076623
1,539,1.053963303565979,1.0534322415628739
1,540,1.051316499710083,1.0538091159635974
1,541,1.0500426292419434,1.054144017158016
1,542,1.0539474487304688,1.0546024730128625
1,543,1.0458002090454102,1.0547702697015575
1,544,1.0455427169799805,1.054656655557694
1,545,1.0417287349700928,1.0540895423581522
1,546,1.0464640855789185,1.0535432984752038
1,547,1.0395957231521606,1.0525961191423474
1,548,1.040039300918579,1.0517318287203388
1,549,1.0402635335922241,1.0504661490840295
1,550,1.038764476776123,1.0494629221577796
1,551,1.0354700088500977,1.04819917678833
1,552,1.0386030673980713,1.0471777492953884
1,553,1.0487030744552612,1.0463670915172947
1,554,1.0557886362075806,1.0454712221699376
1,555,1.0581185817718506,1.044628204837922
1,556,1.065783977508545,1.0439172752441899
1,557,1.0684815645217896,1.0432534679289787
1,558,1.0634320974349976,1.0423059540410196
1,559,1.0608611106872559,1.041625403588818
1,560,1.0513321161270142,1.0409007649267874
1,561,1.047526478767395,1.04083852998672
1,562,1.0443147420883179,1.040606083408479
1,563,1.0396997928619385,1.0407723572946364
1,564,1.0334936380386353,1.0411908088191861
1,565,1.0322736501693726,1.041744839760565
1,566,1.026906967163086,1.042498242470526
1,567,1.027538537979126,1.0436081924746112
1,568,1.0339463949203491,1.044835440574154
1,569,1.02986478805542,1.0453631647171513
1,570,1.0278297662734985,1.0457667573805778
1,571,1.0292776823043823,1.0460691682754022
1,572,1.029464602470398,1.0461082227768435
1,573,1.0245745182037354,1.0460576088197768
1,574,1.0247031450271606,1.0459435985934349
1,575,1.0230789184570312,1.0460566743727653
1,576,1.039799451828003,1.04653125809085
1,577,1.0392582416534424,1.0472286516620268
1,578,1.0447502136230469,1.048103021037194
1,579,1.0530112981796265,1.049202146068696
1,580,1.0574384927749634,1.050499427703119
1,581,1.062119960784912,1.0520395078966693
1,582,1.0698784589767456,1.054010272026062
1,583,1.0766477584838867,1.0557528118933404
1,584,1.0650625228881836,1.0573889670833467
1,585,1.0683000087738037,1.059091925621033
1,586,1.0674933195114136,1.0608929241857223
1,587,1.0669946670532227,1.062675456846914
1,588,1.0669125318527222,1.0644149857182656
1,589,1.059897780418396,1.066517545330909
1,590,1.0643664598464966,1.0687270202944357
1,591,1.0660442113876343,1.0709395831631077
1,592,1.069145679473877,1.0725951040944748
1,593,1.0714201927185059,1.0742754397853729
1,594,1.073772668838501,1.0759703497732842
1,595,1.0737093687057495,1.0772314148564492
1,596,1.0800161361694336,1.0783630148057013
1,597,1.0880006551742554,1.0795225558742403
1,598,1.081557273864746,1.0803880306982225
1,599,1.0846672058105469,1.081233697552835
1,600,1.0826565027236938,1.0823530881635606
1,601,1.0836607217788696,1.0833489548775457
1,602,1.0845361948013306,1.084279098818379
1,603,1.0833899974822998,1.085460224459248
1,604,1.0897538661956787,1.086433502935594
1,605,1.0931968688964844,1.0877941308483
1,606,1.0916683673858643,1.089035803271878
1,607,1.0911206007003784,1.0903746081936745
1,608,1.091348648071289,1.0915449857711794
1,609,1.097292423248291,1.0927519413732714
1,610,1.0921043157577515,1.0941001561380201
1,611,1.0925180912017822,1.0953862820902176
1,612,1.098065733909607,1.0966437324400868
1,613,1.0967081785202026,1.0975565871884743
1,614,1.1028634309768677,1.0987823355582451
1,615,1.0997636318206787,1.0998483050254084
1,616,1.0991718769073486,1.1009171547428258
1,617,1.096327781677246,1.1020946464230938
1,618,1.103609561920166,1.102876578607867
1,619,1.0970841646194458,1.1038184973501393
1,620,1.1020772457122803,1.1043885292545441
1,621,1.102858304977417,1.1049085586301741
1,622,1.1075471639633179,1.1052873173067645
1,623,1.1054273843765259,1.1056572544959282
1,624,1.1088358163833618,1.105983818731
1,625,1.1155673265457153,1.1059240679587086
1,626,1.113579273223877,1.1059201494339972
1,627,1.1189970970153809,1.1059007683107929
1,628,1.1162991523742676,1.1056095054072717
1,629,1.1195554733276367,1.1051869815395723
1,630,1.1177122592926025,1.1045454817433509
1,631,1.115790843963623,1.1041964753981557
1,632,1.1201629638671875,1.1037222070078694
1,633,1.1087760925292969,1.1034717444450626
1,634,1.1125894784927368,1.103151302183828
1,635,1.1074248552322388,1.1031425922147688
1,636,1.1093177795410156,1.1030783114894747
1,637,1.1034098863601685,1.1031792548394974
1,638,1.1025886535644531,1.1031794048124746
1,639,1.1014721393585205,1.1031715062356766
1,640,1.095440149307251,1.1032793560335714
1,641,1.0919828414916992,1.1032172249209498
