origin,channel,visibility96,persistent_fraction96,gain_h96,gain_h192,gain_h336,gain_h720,mse_gain_1_96_h96,mae_gain_1_96_h96,mse_gain_1_96_h192,mae_gain_1_96_h192,mse_gain_1_96_h336,mae_gain_1_96_h336,mse_gain_1_96_h720,mae_gain_1_96_h720,mse_gain_97_192_h192,mae_gain_97_192_h192,mse_gain_97_192_h336,mae_gain_97_192_h336,mse_gain_97_192_h720,mae_gain_97_192_h720,mse_gain_193_336_h336,mae_gain_193_336_h336,mse_gain_193_336_h720,mae_gain_193_336_h720,mse_gain_337_720_h720,mae_gain_337_720_h720,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,min_segment_mse_gain,min_segment_mae_gain,min_prefix_mse_gain,fit_eligible,segment_eligible,prefix_eligible,eligible,timemixer_full_r2_h96,timemixer_prefix_r2_h96,timemixer_full_r2_h192,timemixer_prefix_r2_h192,timemixer_full_r2_h336,timemixer_prefix_r2_h336,timemixer_full_r2_h720,timemixer_prefix_r2_h720,timemixer_tail_r2_h720,timemixer_last192_r2_h720,baseline_competent,balanced_gain,balanced_prefix,balanced_eligible
8896,4,0.226761572942013,0.8854166666666666,0.9607183327732924,0.8913854019137106,0.9156132910507048,0.7959236583668694,0.9607183327732924,0.8063045155802424,0.9424121394043088,0.7660291092068173,0.9727387296946204,0.842866398838329,0.9312354277686808,0.7305004862616922,0.6715212564656321,0.4431707539377253,0.9033294733743116,0.7242150679074135,0.7523660246507511,0.5331921102731457,0.8615445287573018,0.6724610877405242,0.7085266794709285,0.5017798323095501,0.7915812688763737,0.5391794706541675,0.8084174284768726,0.9016222369719236,0.847017891419427,0.0390332572579616,0.8068562919592471,0.9099971831564154,0.7643076837327311,0.0036264515769484,0.7906529843924808,0.931616664000094,0.6563348916499401,0.0384261637682111,0.6715212564656321,0.4431707539377253,0.9312354277686808,True,True,True,True,-1.70003544151764,-1.70003544151764,-0.0815998491512544,-0.8417404747615902,-1.264826745597826,-2.8905704879454257,0.0612210607560935,-0.5423915291325909,0.0732900685102669,-0.055537090416794,False,False,True,False
