epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.3454172638125886,0.28436872155818727,0.8038434545348462,0.4171273959870625,0.6582943603284377,0.4013570547103882,0.42909497022628784
2,0.28067609449302344,0.24900603753731662,0.47878751382791906,0.1546136396551939,0.24430893882548899,0.38687071204185486,0.41927099227905273
3,0.2605270792667131,0.23745082677306986,0.35809176734515596,0.10343327799013682,0.1632922999000639,0.3930571377277374,0.42264100909233093
4,0.2486783530479087,0.2293353182704825,0.3100839808471221,0.0767767192389732,0.12133524678927615,0.39508605003356934,0.4208771586418152
5,0.2399008514961802,0.22305285762575336,0.2785617574713284,0.05839811737432068,0.09225328585931233,0.391566663980484,0.4167924225330353
6,0.2317903083293958,0.21686170726342308,0.2529867560343635,0.04558525852074748,0.07216451948690683,0.3928123414516449,0.4178670644760132
7,0.22492879113756625,0.21145013781418479,0.2325959685153531,0.036977109877406655,0.058413883979271226,0.3947336971759796,0.4185417890548706
8,0.21876720568739383,0.20642739820077008,0.21605067302409867,0.030745482583411206,0.048588875422072145,0.4091799557209015,0.42788398265838623
9,0.21308723775515878,0.2016775755393774,0.20222406414218416,0.025969178590895536,0.041127287572655914,0.4313718378543854,0.4386686086654663
10,0.20739778489770747,0.19675219025378837,0.19054918472928212,0.022362714717374707,0.03536082571722511,0.4310046136379242,0.43880850076675415
11,0.20244109473730387,0.19245229224513347,0.18043861801462963,0.019337419767100784,0.030617448543303442,0.4343976080417633,0.4391307234764099
12,0.19729837108599513,0.187839920135369,0.17234205953160622,0.016826953322283532,0.026655621553554124,0.45502403378486633,0.45046237111091614
