epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1108,0.42575050121179986,0.42575050121179986,0.42575050121179986,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49940901759435374,0.0001,96.53048038482666,1,5,0.0,1,0,0,0.42575050121179986
2,1108,0.4047072914425647,0.4047072914425647,0.4047072914425647,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49600356334842566,9.938441702975689e-05,95.76875829696655,1,5,0.0,2,0,0,0.4047072914425647
3,1108,0.3989505105877181,0.3989505105877181,0.3989505105877181,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49252122983074054,9.755282581475769e-05,95.20123314857483,1,5,0.0,3,0,0,0.3989505105877181
4,1108,0.39373723369105196,0.39373723369105196,0.39373723369105196,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49230873989595453,9.45503262094184e-05,94.44977307319641,1,5,0.0,4,0,0,0.39373723369105196
5,1108,0.3887697049426688,0.3887697049426688,0.3887697049426688,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4921035668868128,9.045084971874738e-05,94.15357637405396,1,5,0.0,5,0,0,0.3887697049426688
6,1108,0.38395222451282324,0.38395222451282324,0.38395222451282324,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49061409461271344,8.535533905932738e-05,94.4075562953949,1,5,0.0,6,0,0,0.38395222451282324
7,1108,0.3786578046339514,0.3786578046339514,0.3786578046339514,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4912803539546162,7.938926261462366e-05,94.26789331436157,1,5,0.0,6,1,0,0.3786578046339514
8,1108,0.3726452149800445,0.3726452149800445,0.3726452149800445,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4940735023703411,7.269952498697734e-05,94.29594874382019,1,5,0.0,6,2,0,0.3726452149800445
9,1108,0.36617930427139844,0.36617930427139844,0.36617930427139844,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49378760151919865,6.545084971874738e-05,94.32872772216797,1,5,0.0,6,3,0,0.36617930427139844
10,1108,0.35956376366021403,0.35956376366021403,0.35956376366021403,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49646623158579817,5.782172325201155e-05,94.6334822177887,1,5,0.0,6,4,0,0.35956376366021403
11,1108,0.35329795997280505,0.35329795997280505,0.35329795997280505,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.5014358338101634,5e-05,94.39366292953491,1,5,0.0,6,5,1,0.35329795997280505
