target_horizon,mse,mae,num_samples,num_channels,eval_prefix_steps,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0.40319278339544934,0.25825117039494216,4551,21,96,unified,FAIR_REAUDIT_pcsd_direct,Weather,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0.4543944780404369,0.2979103021401291,4551,21,192,unified,FAIR_REAUDIT_pcsd_direct,Weather,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0.5122346734361989,0.34117484547286514,4551,21,336,unified,FAIR_REAUDIT_pcsd_direct,Weather,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0.5926343293653594,0.3907138041427566,4551,21,720,unified,FAIR_REAUDIT_pcsd_direct,Weather,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
