epoch,train_loss,train_mse_loss,train_residual_loss,train_smoothness_loss,mse,mae
1,0.5233085776718569,0.5233085776718569,1.1972773900582273e-06,2.609022039906728e-07,0.47746938467025757,0.33307749032974243
2,0.4818126973761639,0.4818126973761639,2.1041828412128615e-06,4.160278735844579e-07,0.47666171193122864,0.3274955153465271
3,0.4704230708975187,0.4704230708975187,2.7513465115717596e-06,5.09776666776143e-07,0.4777025878429413,0.33112969994544983
4,0.46393359987668586,0.46393359987668586,4.260350570982321e-06,6.60393860710614e-07,0.47891145944595337,0.32806429266929626
5,0.4586054486498027,0.4586054486498027,8.150486130841567e-06,9.770067664940655e-07,0.47760772705078125,0.332418829202652
6,0.4538300264049584,0.4538300264049584,1.9748865596879958e-05,1.7331631236286957e-06,0.4791455566883087,0.33051466941833496
7,0.44976891021073706,0.44976891021073706,4.652319380447423e-05,3.152736976325043e-06,0.46845558285713196,0.3311452567577362
8,0.44536057324476647,0.4453605726151399,9.700673558334426e-05,5.6559498329028125e-06,0.4722820818424225,0.33432143926620483
9,0.44148999589010024,0.4414899753223003,0.0002030356914781831,1.0252878461203732e-05,0.47791609168052673,0.3353640139102936
10,0.43722592115821973,0.43722588107199734,0.000389201738433027,1.778021472181164e-05,0.488974004983902,0.3363964259624481
11,0.43303822516135765,0.43303816471721085,0.0005969669889989899,2.516943777343738e-05,0.49347883462905884,0.3432663083076477
12,0.42850254549526834,0.428502457452492,0.0008845906223016332,3.590898632595986e-05,0.5018683075904846,0.34919074177742004
13,0.42378964757835363,0.42378953099250793,0.0011647916626444244,4.522557130360543e-05,0.5031189918518066,0.3503167927265167
14,0.4196755210278739,0.41967537789277626,0.0014206613606648703,5.34437667610432e-05,0.5008049607276917,0.35230857133865356
15,0.41523561658154073,0.41523544742187984,0.0016746777667283593,6.178479863695135e-05,0.5260499119758606,0.36003345251083374
16,0.410995414244457,0.41099522693056456,0.0018710128058725313,6.757913865519992e-05,0.5082559585571289,0.35353884100914
17,0.40678715233651686,0.4067869567325417,0.0019582841630605323,6.992480990755238e-05,0.528887927532196,0.3643660247325897
