scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,1.2480236364353914e-05,0.002117365598678589,0.11642193049192429,0.0037961099296808243,0.00379958632402122,0.01815655641257763,0.018397880718111992,0.4539218842983246,3.812918869527948e-09
1-96,6.378453690558672e-06,0.0015490216901525855,0.08567904680967331,0.0027771571185439825,0.0027797003276646137,0.01807061769068241,0.018306097015738487,0.4539218842983246,2.195735149257416e-09
97-192,1.858202085713856e-05,0.0026857091579586267,0.14716480672359467,0.004815062507987022,0.004819471854716539,0.018241798505187035,0.018397880718111992,0.4539218842983246,5.477258202546409e-09
