aggregation,unit,best_temperature,selected_temperature,selected_is_unit_best,selected_mse,unit_best_mse
dataset,Weather,0.25,0.25,True,0.48644099954852005,0.48644099954852005
dataset,ETTm1,0.05,0.25,False,0.6312807862772993,0.6284465131272251
dataset,ETTm2,0.25,0.25,True,0.18258640845403232,0.18258640845403232
dataset,ETTh1,0.25,0.25,True,1.1368330516785916,1.1368330516785916
dataset,ETTh2,0.25,0.25,True,0.4036837237187668,0.4036837237187668
horizon,96,0.25,0.25,True,0.3816879277427991,0.3816879277427991
horizon,192,0.25,0.25,True,0.4952543689248462,0.4952543689248462
horizon,336,0.25,0.25,True,0.614352397718245,0.614352397718245
horizon,720,0.25,0.25,True,0.7813652813558778,0.7813652813558778
