dataset,arm,readout_mode,encoder_hash,expert_bank_hash,basis_hash,descriptor_hash,expert_pair_max_abs_difference,initial_gate_entropy,initial_expert_usage_min,initial_expert_usage_max,total_parameters
ETTh1,a6,learned-basis-forecast-operator,cfb45c4a4c319acd3aac2f91a59d543dc473d5be23769ac847cefbfcceb6eeb3,,,,,,,,1720544
ETTh1,joint_geo,japo-joint-geo,cfb45c4a4c319acd3aac2f91a59d543dc473d5be23769ac847cefbfcceb6eeb3,5288c8cdb0f8a739645db3789828eced688658e063b721b1680a3c213a5597dd,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.050916317850351334,0.999944269657135,0.49819034337997437,0.5018095970153809,2348592
ETTh1,uniform,japo-uniform,cfb45c4a4c319acd3aac2f91a59d543dc473d5be23769ac847cefbfcceb6eeb3,5288c8cdb0f8a739645db3789828eced688658e063b721b1680a3c213a5597dd,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.050916317850351334,0.9999999403953552,0.5,0.5,2348592
ETTh1,history,japo-history,cfb45c4a4c319acd3aac2f91a59d543dc473d5be23769ac847cefbfcceb6eeb3,5288c8cdb0f8a739645db3789828eced688658e063b721b1680a3c213a5597dd,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.050916317850351334,0.9999819397926331,0.4989515542984009,0.5010484457015991,2348592
ETTh1,atom,japo-atom,cfb45c4a4c319acd3aac2f91a59d543dc473d5be23769ac847cefbfcceb6eeb3,5288c8cdb0f8a739645db3789828eced688658e063b721b1680a3c213a5597dd,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.050916317850351334,0.999957799911499,0.4963627755641937,0.5036371946334839,2348592
ETTh1,joint_perm,japo-joint-perm,cfb45c4a4c319acd3aac2f91a59d543dc473d5be23769ac847cefbfcceb6eeb3,5288c8cdb0f8a739645db3789828eced688658e063b721b1680a3c213a5597dd,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,6ff3e9e14b2cdaf35008a1a45148a7dd9b92ea8cf69b3cb3c5415367b6d56d2d,0.050916317850351334,0.999944269657135,0.49819034337997437,0.5018096566200256,2348592
ETTh1,joint_random,japo-joint-random,cfb45c4a4c319acd3aac2f91a59d543dc473d5be23769ac847cefbfcceb6eeb3,5288c8cdb0f8a739645db3789828eced688658e063b721b1680a3c213a5597dd,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bd8c0f6cc708d92d0aeb243c8d32c8630cace5018a2cd5c3191c082afb376b20,0.050916317850351334,0.999944806098938,0.49821558594703674,0.5017843842506409,2348592
ETTh2,a6,learned-basis-forecast-operator,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,,,,,,,,972896
ETTh2,joint_geo,japo-joint-geo,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,0.9999849796295166,0.499722421169281,0.500277578830719,1379760
ETTh2,uniform,japo-uniform,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,0.9999999403953552,0.5,0.5,1379760
ETTh2,history,japo-history,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,0.9999808073043823,0.49924543499946594,0.5007545948028564,1379760
ETTh2,atom,japo-atom,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,0.9999731779098511,0.4971652626991272,0.502834677696228,1379760
