future_step,exact_d0,exact_d1,exact_d2,exact_d3,design_d0,design_d1,design_d2,design_d3
32,1.0,1.4008765957262788,1.3611172485697522,1.2956854346379534,1.0,0.9593328834595088,0.7713868526391875,-0.0036504510430634914
33,1.0,1.4000178050246106,1.3577155246268955,1.2881559746785594,1.0,0.957464849369557,0.7601632398669789,-0.0472660733554525
34,1.0,1.3991323600020174,1.354210405390229,1.280405795824349,1.0,0.9555558006721484,0.7487080740080401,-0.09079172201078164
35,1.0,1.3982202775160955,1.3506021577881533,1.2724362260285718,1.0,0.9536058191445758,0.7370248444168604,-0.1341445434629989
36,1.0,1.3972815749315808,1.3468910566026933,1.2642486308359837,1.0,0.9516149883175575,0.7251171099183515,-0.17724201315245688
37,1.0,1.3963162701200174,1.3430773844485722,1.2558444131488717,1.0,0.9495833934716604,0.7129884977237942,-0.2200020925961017
38,1.0,1.3953243814594174,1.3391614317516898,1.2472250129866713,1.0,0.9475111216336458,0.7006427023259556,-0.26234338555238856
39,1.0,1.3943059278339114,1.335143496727005,1.2383919072392275,1.0,0.9453982615727423,0.6880834843737104,-0.3041852929636527
40,1.0,1.3932609286333881,1.3310238853558265,1.2293466094137373,1.0,0.9432449037968427,0.6753146695265103,-0.3454481663809991
41,1.0,1.392189403753126,1.3268029113625095,1.2200906693754179,1.0,0.9410511405486273,0.6623401472890525,-0.3860534595796488
42,1.0,1.3910913735934143,1.3224808961905659,1.2106256730819447,1.0,0.9388170658016121,0.6491638698264973,-0.42592387807614485
43,1.0,1.3899668590591643,1.3180581689781845,1.2009532423117069,1.0,0.9365427752561237,0.6357898507606015,-0.4649835262627914
44,1.0,1.388815881559512,1.3135350665331655,1.1910750343859233,1.0,0.9342283663351997,0.6222221639471293,-0.5031580518792615
45,1.0,1.3876384630074097,1.3089119333072725,1.1809927418846686,1.0,0.9318739381804153,0.6084649422349173,-0.5403747875463449
46,1.0,1.3864346258192097,1.3041891213699994,1.1707080923568594,1.0,0.9294795916476366,0.5945223762069684,-0.5765628890924388
47,1.0,1.3852043929142366,1.2993669903817606,1.1602228480242465,1.0,0.9270454293027,0.5803987129039592,-0.6116534704094531
48,1.0,1.3839477877143513,1.2944459075665002,1.1495388054794677,1.0,0.9245715554170187,0.5660982545305508,-0.6455797345814317
49,1.0,1.382664834143506,1.2894262476837277,1.1386577953782124,1.0,0.9220580759631165,0.5516253571448957,-0.6782771010362814
50,1.0,1.3813555566272868,1.2843083929999772,1.1275816821255453,1.0,0.9195050986100876,0.5369844293317392,-0.7096833284785586
51,1.0,1.3800199800924506,1.2790927332596977,1.1163123635564525,1.0,0.9169127327189847,0.5221799308595235,-0.739738633369313
52,1.0,1.3786581299664498,1.2737796656555715,1.1048517706106558,1.0,0.9142810893381347,0.5072163713218973,-0.7683858037274532
53,1.0,1.3772700321769469,1.2683695947982672,1.0932018670017576,1.0,0.9116102811983811,0.49209830876405114,-0.7955703080360047
54,1.0,1.3758557131513236,1.2628629326856267,1.081364648880767,1.0,0.9089004227082556,0.4768303482942921,-0.821240399045949
55,1.0,1.374415199816175,1.2572600986712892,1.0693421444940716,1.0,0.9061516299490767,0.4614171406812833,-0.8453472122800565
56,1.0,1.372948519596799,1.2515615194327576,1.0571364138359052,1.0,0.9033640206699776,0.44586338093737476,-0.8678448590491942
57,1.0,1.3714557004166725,1.245767628938904,1.044749548295381,1.0,0.9005377142828619,0.43017380688845713,-0.8886905138040544
58,1.0,1.3699367706969208,1.2398788684169209,1.0321836702981417,1.0,0.8976728318572885,0.4143531977307742,-0.9078444956560219
59,1.0,1.3683917593557764,1.2338956863187218,1.0194409329426932,1.0,0.8947694961152856,0.39840637257513256,-0.9252703439120001
60,1.0,1.3668206958080282,1.2278185382867879,1.0065235196314812,1.0,0.891827831426093,0.3823381889789558,-0.9409348874794131
61,1.0,1.3652236099644615,1.2216478871194707,0.9934336436967773,1.0,0.8888479638008357,0.3661535414666223,-0.9548083080092665
62,1.0,1.3636005322312883,1.2153842027357475,0.9801735480214366,1.0,0.8858300208871249,0.3498573600385496,-0.9668641966570674
63,1.0,1.3619514935095696,1.2090279621394346,0.9667455046545896,1.0,0.8827741319635906,0.33345460866946475,-0.9770796043535631
64,1.0,1.360276525194625,1.2025796493828627,0.9531518144223395,1.0,0.8796804279343432,0.31695028379633144,-0.9854350854895974
65,1.0,1.358575659175437,1.196039755530014,0.9393948065335268,1.0,0.876549041323367,0.3003494127963879,-0.9919147349319334
66,1.0,1.3568489278340432,1.1894087786191252,0.9254768381806326,1.0,0.8733801062688422,0.283657052455756,-0.9965062182995784
67,1.0,1.355096364044919,1.1826872236247614,0.9114002941358839,1.0,0.8701737585173995,0.26687828742909897,-0.9992007954429794
68,1.0,1.3533180011743526,1.1758756024193588,0.8971675863426365,1.0,0.866930135418305,0.25001822869078255,-0.9999933370813938
69,1.0,1.35151387307981,1.1689744337342445,0.8827811535021004,1.0,0.8636493759175768,0.23308201197802642,-0.9988823345667682
70,1.0,1.3496840141092892,1.1619842431201328,0.8682434606554816,1.0,0.8603316205520325,0.21607479622650516,-0.9958699027555341
71,1.0,1.3478284591006673,1.1549055629071023,0.8535569987616093,1.0,0.8569770114432698,0.19900176199889022,-0.9909617759828597
72,1.0,1.3459472433810369,1.147738932164058,0.8387242842701224,1.0,0.8535856922915777,0.18186810990679705,-0.9841672971470167
73,1.0,1.344040402766034,1.1404848966576777,0.8237478586902903,1.0,0.8501578083697816,0.1646790590266299,-0.9754993999246417
74,1.0,1.3421079735591548,1.1331440088108495,0.8086302881555372,1.0,0.8466935065170198,0.1474398453098018,-0.964974584150749
75,1.0,1.340149992551066,1.1257168276606053,0.7933741629837489,1.0,0.8431929351324536,0.13015571998781006,-0.9526128844103552
76,1.0,1.3381664970189036,1.1182039188155448,0.7779820972334344,1.0,0.8396562441689104,0.11283194797266369,-0.9384378319015092
77,1.0,1.3361575247255637,1.110605854412764,0.762456728255822,1.0,0.8360835851264599,0.09547380625313678,-0.9224764096423196
78,1.0,1.3341231139189824,1.1029232130742843,0.7468007162429606,1.0,0.8324751110459248,0.07808658228735008,-0.9047590011072437
79,1.0,1.3320633033314093,1.095156579862988,0.7310167437719118,1.0,0.8288309765023246,0.060675572392156506,-0.8853193323904204
80,1.0,1.3299781321786686,1.087306546238064,0.7151075153451019,1.0,0.8251513375982549,0.043246080129835246,-0.8641944080061306
81,1.0,1.3278676401594132,1.0793737100099658,0.6990757569269214,1.0,0.8214363519571993,0.02580341469257182,-0.8414244404486018
82,1.0,1.3257318674543694,1.071358675294885,0.6829242154766431,1.0,0.8176861787167783,0.008352889285230185,-0.8170527736452402
83,1.0,1.3235708547255707,1.0632620524687468,0.6666556584777467,1.0,0.8139009785219321,-0.009100180493103986,-0.7911258004490012
84,1.0,1.3213846431155842,1.0550844581207264,0.6502728734637225,1.0,0.8100809135180386,-0.026550478268304974,-0.763692874326956
85,1.0,1.3191732742467277,1.0468265150062948,0.6337786675404442,1.0,0.8062261473439687,-0.04399268851062473,-0.7348062154131647
86,1.0,1.3169367902202769,1.0384888519997917,0.6171758669051847,1.0,0.8023368451250755,-0.061421498153857855,-0.704520811104679
87,1.0,1.3146752336156637,1.0300721040465357,0.6004673163623606,1.0,0.7984131734661215,-0.07883159821374947,-0.67289431138991
88,1.0,1.3123886474896664,1.0215769121144704,0.5836558788360925,1.0,0.7944553004441415,-0.09621768540516676,-0.6399869191085984
89,1.0,1.3100770753755882,1.0130039231453516,0.5667444348796538,1.0,0.7904633956012431,-0.11357446375752756,-0.6058612753522847
90,1.0,1.3077405612824302,1.004353790005481,0.5497358821819074,1.0,0.7864376299373436,-0.1308966462280077,-0.5705823402234342
91,1.0,1.305379149694053,0.995627171435988,0.5326331350707968,1.0,0.7823781759028451,-0.14817895631202208,-0.5342172691801881
92,1.0,1.302992885568329,0.9868247320026627,0.5154391240139952,1.0,0.7782852073912478,-0.16541612965050204,-0.4968352852021329
93,1.0,1.3005818143362877,0.977947142045348,0.4981567951167812,1.0,0.7741588997317002,-0.18260291563346887,-0.4585075470204238
94,1.0,1.2981459819012495,0.9689950776268903,0.48078910961724186,1.0,0.7699994296814887,-0.19973407899941958,-0.41930701366309514
95,1.0,1.2956854346379534,0.9599692204816545,0.46333904337887954,1.0,0.7658069754184669,-0.21680440143003915,-0.37930830557340683
96,1.0,1.2932002193916718,0.9508702579636068,0.44580958638070933,1.0,0.7615817165334217,-0.23380868313975173,-0.33858756256558487
97,1.0,1.2906903834773211,0.9416988829939714,0.42820374220494767,1.0,0.7573238340223808,-0.2507417444596248,-0.2972222988883602
98,1.0,1.2881559746785594,0.9324557940084607,0.4105245275223573,1.0,0.75303351027886,-0.2675984274151452,-0.25529125567219046
99,1.0,1.2855970412468765,0.9231416949040866,0.3927749715753628,1.0,0.7487109290860487,-0.28437359729739126,-0.21287425104104224
100,1.0,1.2830136319006764,0.9137572949855571,0.374958115658999,1.0,0.744356275608939,-0.3010621442271112,-0.17005202817405593
101,1.0,1.280405795824349,0.9043033089112593,0.35707701259980706,1.0,0.7399697363863922,-0.3176589847112455,-0.12690610160631485
102,1.0,1.2777735826673349,0.8947804566388357,0.339134726232744,1.0,0.7355514993231492,-0.33415906319140465,-0.08351860206129487
103,1.0,1.2751170425431775,0.8851894633703551,0.3211343308762109,1.0,0.7311017536817805,-0.35055735358384416,-0.03997212011036419
104,1.0,1.2724362260285718,0.8755310594970889,0.30307891080528654,1.0,0.7266206900745797,-0.36684886081045665,0.0036504510430633687
105,1.0,1.2697311841623995,0.8658059805438854,0.28497155972324956,1.0,0.7221085004553974,-0.3830286223203224,0.04726607335545327
106,1.0,1.267001968444759,0.8560149671131593,0.2668153802314922,1.0,0.7175653781114195,-0.39909170960134704,0.09079172201078219
107,1.0,1.2642486308359837,0.846158764828491,0.24861348329790123,1.0,0.7129915176548862,-0.4150332296815389,0.13414454346299856
108,1.0,1.2614712237556522,0.8362381242778442,0.23036898772381315,1.0,0.7083871150147566,-0.43084832661945255,0.17724201315245655
109,1.0,1.2586698000815921,0.826253800956406,0.21208501960962112,1.0,0.7037523674283152,-0.4465321829833569,0.22000209259610137
110,1.0,1.2558444131488717,0.8162065552090532,0.19376471181913563,1.0,0.6990874734327227,-0.46208002131866965,0.262343385552388
111,1.0,1.2529951167487858,0.8060971521724491,0.17541120344278366,1.0,0.6943926328565121,-0.47748710560321955,0.3041852929636532
112,1.0,1.2501219651278306,0.7959263617167752,0.1570276392597408,1.0,0.6896680468110282,-0.4927487426898808,0.3454481663809994
113,1.0,1.2472250129866713,0.7856949583871023,0.13861716919909134,1.0,0.6849139176818124,-0.5078602837361549,0.3860534595796491
114,1.0,1.244304315479101,0.7754037213444065,0.12018294780010302,1.0,0.6801304491199336,-0.5228171256202495,0.42592387807614474
115,1.0,1.24135992821099,0.7650534343062328,0.10172813367171268,1.0,0.6753178460332643,-0.537614712343237,0.46498352626279166
116,1.0,1.2383919072392275,0.7546448854870115,0.08325588895131493,1.0,0.6704763145777032,-0.5522485364168548,0.5031580518792614
117,1.0,1.235400309070655,0.7441788675380344,0.06476937876294848,1.0,0.6656060621483441,-0.5667141402365276,0.5403747875463448
118,1.0,1.2323851906609888,0.7336561774870886,0.04627177067496435,1.0,0.6607072973705915,-0.5810071174392011,0.5765628890924387
119,1.0,1.2293466094137373,0.7230776166777614,0.02776623415728312,1.0,0.6557802300912243,-0.5951231142455607,0.6116534704094526
120,1.0,1.2262846231791078,0.7124439907084156,0.009255940038319678,1.0,0.6508250713694059,-0.6090578307862338,0.6455797345814316
121,1.0,1.223199290252904,0.7017561093708382,-0.009255940038319617,1.0,0.6458420334676441,-0.6228070224115736,0.6782771010362814
122,1.0,1.2200906693754179,0.6910147865885732,-0.027766234157282743,1.0,0.6408313298426976,-0.6363665009846201,0.7096833284785589
123,1.0,1.2169588197303096,0.6802208403549369,-0.046271770674964297,1.0,0.6357931751364331,-0.649732136156846,0.7397386333693132
124,1.0,1.2138038009434817,0.6693750926707253,-0.06476937876294843,1.0,0.6307277851666296,-0.6628998566263017,0.7683858037274532
125,1.0,1.2106256730819447,0.658478369481616,-0.08325588895131487,1.0,0.6256353769177347,-0.6758656513777739,0.7955703080360044
126,1.0,1.2074244966526715,0.6475315006152677,-0.10172813367171231,1.0,0.6205161685315689,-0.6886255709045791,0.8212403990459487
127,1.0,1.2042003326014468,0.6365353197181276,-0.12018294780010298,1.0,0.6153703792979812,-0.7011757284116208,0.8453472122800562
128,1.0,1.2009532423117069,0.6254906641919441,-0.13861716919909128,1.0,0.610198229645456,-0.7135123009993468,0.8678448590491943
129,1.0,1.1976832876033703,0.6143983751299972,-0.15702763925974078,1.0,0.6049999411316703,-0.7256315308282393,0.8886905138040546
130,1.0,1.194390530731661,0.603259297253044,-0.1754112034427833,1.0,0.5997757364340026,-0.7375297262634913,0.907844495656022
131,1.0,1.1910750343859233,0.5920742788449913,-0.19376471181913552,1.0,0.5945258393399948,-0.7492032629995122,0.9252703439120001
132,1.0,1.1877368616884285,0.5808441716882958,-0.21208501960962134,1.0,0.5892504747377652,-0.7606485851639285,0.940934887479413
133,1.0,1.1843760761931734,0.569569830999097,-0.23036898772381276,1.0,0.5839498686063757,-0.7718622064007359,0.9548083080092664
134,1.0,1.1809927418846686,0.5582521153620883,-0.24861348329790117,1.0,0.578624248006151,-0.7828407109322766,0.9668641966570674
135,1.0,1.1775869231767229,0.5468918866651334,-0.2668153802314924,1.0,0.573273841068953,-0.7935807545997187,0.977079604353563
136,1.0,1.1741586849112147,0.5354900100336314,-0.28497155972324945,1.0,0.5678988769884069,-0.8040790658817203,0.9854350854895974
137,1.0,1.1707080923568591,0.5240473537646312,-0.30307891080528643,1.0,0.562499586010085,-0.8143324468909656,0.9919147349319334
138,1.0,1.1672352112079647,0.5125647892607101,-0.32113433087621107,1.0,0.5570761994216422,-0.8243377743482726,0.9965062182995784
139,1.0,1.163740107583182,0.5010431909636113,-0.3391347262327439,1.0,0.5516289495429099,-0.8340920005339738,0.9992007954429794
140,1.0,1.1602228480242462,0.4894834362876534,-0.3570770125998074,1.0,0.5461580697159427,-0.8435921542162814,0.9999933370813938
141,1.0,1.1566834994947095,0.47788640555290995,-0.37495811565899867,1.0,0.5406637942950242,-0.8528353415563541,0.9988823345667682
142,1.0,1.1531221293786653,0.4662529819181709,-0.3927749715753628,1.0,0.5351463586366269,-0.8618187469897874,0.9958699027555341
143,1.0,1.1495388054794677,0.454584051313687,-0.4105245275223575,1.0,0.5296059990893308,-0.8705396340842618,0.9909617759828598
144,1.0,1.1459335960184385,0.4428805023737021,-0.42820374220494745,1.0,0.5240429529836994,-0.8789953463730876,0.9841672971470167
145,1.0,1.1423065696335686,0.4311432263687799,-0.44580958638070967,1.0,0.5184574586221126,-0.8871833081643887,0.9754993999246417
146,1.0,1.1386577953782124,0.41937311713793085,-0.46333904337887954,1.0,0.5128497552685588,-0.8951010253256856,0.9649745841507489
147,1.0,1.1349873427197723,0.40757107102054235,-0.4807891096172421,1.0,0.507220083138386,-0.9027460860436296,0.9526128844103551
148,1.0,1.1312952815383754,0.39573798678812017,-0.4981567951167812,1.0,0.5015686833880109,-0.9101161615586671,0.9384378319015095
149,1.0,1.1275816821255453,0.3838747655758424,-0.5154391240139952,1.0,0.49589579810458956,-0.9172090068744008,0.9224764096423197
150,1.0,1.1238466151828617,0.3719823108139344,-0.5326331350707968,1.0,0.4902016702956468,-0.9240224614414374,0.9047590011072437
151,1.0,1.1200901518206148,0.36006152815886955,-0.5497358821819074,1.0,0.4844865438786664,-0.930554449815512,0.8853193323904205
152,1.0,1.1163123635564525,0.3481133254244008,-0.5667444348796538,1.0,0.47875066367064273,-0.9368029822896897,0.8641944080061306
153,1.0,1.1125133223140176,0.3361386125124252,-0.5836558788360925,1.0,0.4729942753775934,-0.9427661555004477,0.8414244404486019
154,1.0,1.1086931004215794,0.32413830134369354,-0.600467316362361,1.0,0.46721762558403396,-0.9484421530074594,0.8170527736452403
155,1.0,1.1048517706106558,0.3121133057883618,-0.6171758669051844,1.0,0.4614209617424155,-0.9538292458468994,0.7911258004490013
156,1.0,1.1009894060146295,0.30006454159639867,-0.6337786675404442,1.0,0.4556045321625241,-0.9589257930581033,0.7636928743269564
157,1.0,1.0971060801673544,0.287992926327846,-0.6502728734637225,1.0,0.4497685860008446,-0.963730242183419,0.7348062154131648
158,1.0,1.0932018670017576,0.27589937928294317,-0.6666556584777467,1.0,0.4439133732498868,-0.968241129741101,0.704520811104679
159,1.0,1.0892768408484295,0.26378482143212,-0.6829242154766434,1.0,0.43803914472747757,-0.9724570816711013,0.6728943113899104
160,1.0,1.0853310764342106,0.2516501753458607,-0.6990757569269217,1.0,0.43214615206601553,-0.9763768137536216,0.6399869191085985
161,1.0,1.081364648880767,0.23949636512444553,-0.7151075153451016,1.0,0.42623464770169284,-0.9799991320002979,0.6058612753522842
162,1.0,1.0773776337031626,0.2273243163275779,-0.7310167437719115,1.0,0.42030488486368206,-0.983322933017902,0.5705823402234336
163,1.0,1.0733701068084192,0.2151349559039004,-0.7468007162429598,1.0,0.4143571175632868,-0.9863472043444457,0.5342172691801875
164,1.0,1.0693421444940714,0.20292921212040163,-0.7624567282558218,1.0,0.4083916005830627,-0.9890710247575862,0.4968352852021322
165,1.0,1.0652938234467162,0.1907080144917278,-0.7779820972334345,1.0,0.4024085894659025,-0.9914935645552394,0.4585075470204239
166,1.0,1.0612252207405504,0.17847229370939408,-0.7933741629837484,1.0,0.39640834050408924,-0.9936140858083152,0.41930701366309603
167,1.0,1.0571364138359052,0.1662229815709111,-0.808630288155537,1.0,0.39039111072831817,-0.9954319425854982,0.37930830557340695
168,1.0,1.0530274805777695,0.15396101090882303,-0.8237478586902902,1.0,0.38435715789668595,-0.9969465811500037,0.338587562565585
169,1.0,1.0488984991943104,0.14168731551966995,-0.8387242842701224,1.0,0.37830674048364943,-0.9981575401282525,0.2972222988883603
170,1.0,1.044749548295381,0.12940283009287504,-0.8535569987616088,1.0,0.37224011766895315,-0.9990644506504092,0.2552912556721906
171,1.0,1.0405807068710262,0.1171084901395654,-0.8682434606554814,1.0,0.36615754932652744,-0.999667036462743,0.21287425104104238
172,1.0,1.0363920542899774,0.10480523192132706,-0.8827811535021007,1.0,0.3600592960133553,-0.9999651140117782,0.17005202817405607
173,1.0,1.0321836702981417,0.09249399237890857,-0.8971675863426362,1.0,0.35394561895831234,-0.9999585925002059,0.126906101606315
174,1.0,1.0279556350170846,0.08017570906086538,-0.9114002941358837,1.0,0.3478167800509757,-0.9996474739145417,0.083518602061295
175,1.0,1.023708028942503,0.06785132005216403,-0.9254768381806325,1.0,0.3416730418304058,-0.9990318530245205,0.03997212011036431
176,1.0,1.0194409329426932,0.05552176390274394,-0.9393948065335269,1.0,0.3355146674739,-0.9981119173542292,-0.0036504510430632464
177,1.0,1.015154428257013,0.04318797955604141,-0.9531518144223391,1.0,0.32934192078571944,-0.9968879471249845,-0.04726607335545226
178,1.0,1.0108485964943321,0.030850906277486313,-0.9667455046545894,1.0,0.32315506618578693,-0.9953603151699753,-0.09079172201078206
179,1.0,1.0065235196314812,0.01851148358297436,-0.9801735480214364,1.0,0.3169543686983631,-0.9935294868206932,-0.1341445434629993
180,1.0,1.0021792800116889,0.006170651167317436,-0.9934336436967773,1.0,0.31074009394068997,-0.9913960197651894,-0.17724201315245644
181,1.0,0.9978159603430151,-0.006170651167316837,-1.0065235196314808,1.0,0.3045125081116158,-0.9889605638781962,-0.2200020925961004
182,1.0,0.9934336436967773,-0.01851148358297407,-1.0194409329426937,1.0,0.2982718779801904,-0.9862238610231697,-0.2623433855523879
183,1.0,0.9890324135059673,-0.03085090627748634,-1.032183670298142,1.0,0.29201847087423843,-0.9831867448263103,-0.30418529296365143
184,1.0,0.9846123535636638,-0.043187979556041124,-1.0447495482953806,1.0,0.285752554668907,-0.9798501404226331,-0.34544816638099846
185,1.0,0.9801735480214366,-0.05552176390274365,-1.0571364138359047,1.0,0.2794743977751918,-0.9762150641741617,-0.3860534595796474
186,1.0,0.9757160813877447,-0.06785132005216406,-1.0693421444940716,1.0,0.27318426912843896,-0.9722826233603351,-0.4259238780761422
187,1.0,0.9712400385263278,-0.0801757090608651,-1.081364648880767,1.0,0.2668824381768245,-0.9680540158407195,-0.4649835262627916
188,1.0,0.9667455046545896,-0.09249399237890828,-1.0932018670017571,1.0,0.2605691748698123,-0.9635305296901292,-0.5031580518792605
189,1.0,0.9622325653419764,-0.10480523192132707,-1.1048517706106555,1.0,0.25424474964659016,-0.9587135428062655,-0.5403747875463447
190,1.0,0.9577013065083475,-0.11710849013956479,-1.1163123635564522,1.0,0.2479094334244854,-0.9536045224899965,-0.5765628890924378
191,1.0,0.9531518144223395,-0.12940283009287443,-1.127581682125545,1.0,0.24156349758735962,-0.9482050249984023,-0.6116534704094525
192,1.0,0.9485841756997236,-0.14168731551966907,-1.138657795378212,1.0,0.23520721397398273,-0.9425166950707254,-0.6455797345814308
193,1.0,0.9439984773017568,-0.15396101090882275,-1.1495388054794682,1.0,0.22884085486638958,-0.9365412654273658,-0.6782771010362799
194,1.0,0.9393948065335268,-0.16622298157091112,-1.1602228480242462,1.0,0.22246469297821544,-0.930280556242078,-0.7096833284785575
195,1.0,0.9347732510422889,-0.17847229370939413,-1.1707080923568594,1.0,0.2160790014430143,-0.9237364745875287,-0.7397386333693113
196,1.0,0.9301338988157979,-0.19070801449172758,-1.1809927418846689,1.0,0.20968405380255792,-0.916911013854384,-0.7683858037274526
197,1.0,0.9254768381806326,-0.2029292121204014,-1.1910750343859233,1.0,0.20328012399511933,-0.9098062531441027,-0.7955703080360033
198,1.0,0.9208021578005143,-0.21513495590390017,-1.2009532423117069,1.0,0.19686748634373735,-0.9024243566356225,-0.8212403990459491
199,1.0,0.9161099466746194,-0.22732431632757766,-1.2106256730819442,1.0,0.1904464155444667,-0.8947675729261301,-0.8453472122800562
200,1.0,0.9114002941358839,-0.23949636512444494,-1.2200906693754179,1.0,0.1840171866546088,-0.8868382343461165,-0.8678448590491943
201,1.0,0.9066732898493031,-0.2516501753458604,-1.2293466094137375,1.0,0.17758007508093138,-0.8786387562489262,-0.8886905138040542
202,1.0,0.9019290238102251,-0.2637848214321198,-1.2383919072392273,1.0,0.17113535656786985,-0.8701716362750175,-0.9078444956560212
203,1.0,0.8971675863426365,-0.27589937928294256,-1.2472250129866709,1.0,0.16468330718571586,-0.8614394535911577,-0.9252703439119997
204,1.0,0.8923890680974429,-0.28799292632784573,-1.2558444131488717,1.0,0.15822420331879042,-0.8524448681047827,-0.9409348874794127
205,1.0,0.8875935600507441,-0.30006454159639845,-1.2642486308359837,1.0,0.15175832165360584,-0.8431906196537639,-0.9548083080092662
206,1.0,0.8827811535021004,-0.31211330578836183,-1.2724362260285718,1.0,0.14528593916701274,-0.8336795271718278,-0.9668641966570669
207,1.0,0.8779519400727958,-0.3241383013436933,-1.2804057958243493,1.0,0.13880733311433466,-0.8239144878298803,-0.9770796043535628
208,1.0,0.8731060117040925,-0.336138612512425,-1.2881559746785594,1.0,0.13232278101749265,-0.8138984761535006,-0.985435085489597
209,1.0,0.8682434606554816,-0.3481133254244006,-1.2956854346379532,1.0,0.12583256065311602,-0.8036345431168731,-0.9919147349319333
210,1.0,0.8633643795029261,-0.3600615281588692,-1.3029928855683288,1.0,0.1193369500406445,-0.7931258152134295,-0.9965062182995784
211,1.0,0.8584688611370977,-0.3719823108139338,-1.310077075375588,1.0,0.11283622743041768,-0.7823754935034899,-0.9992007954429792
212,1.0,0.8535569987616093,-0.38387476557584205,-1.3169367902202769,1.0,0.10633067129175564,-0.7713868526391875,-0.9999933370813938
213,1.0,0.8486288858912405,-0.39573798678811983,-1.3235708547255705,1.0,0.09982056030103141,-0.7601632398669786,-0.9988823345667682
