epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered
1,226,0.473627045750618,0.473627045750618,0.5382859218964534,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",1.2129004429094494,0.0001,2.5367541313171387,1,5,0.0,1,0,0
2,226,0.4328578283301497,0.4328578283301497,0.4965291255343277,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",1.2664966656756216,9.938441702975689e-05,2.204336166381836,1,5,0.0,1,1,0
3,226,0.41631156562176425,0.41631156562176425,0.4766290409375081,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",1.2974354877726115,9.755282581475769e-05,2.2597105503082275,1,5,0.0,1,2,0
4,226,0.4027023250814033,0.4027023250814033,0.45989886203170877,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",1.3492050314499509,9.45503262094184e-05,2.3254659175872803,1,5,0.0,1,3,0
5,226,0.3899134638826404,0.3899134638826404,0.4450200449312683,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",1.3541285286731428,9.045084971874738e-05,2.3871376514434814,1,5,0.0,1,4,0
6,226,0.3790951381742427,0.3790951381742427,0.4327626966797145,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",1.4037377068809869,8.535533905932738e-05,2.4403600692749023,1,5,0.0,1,5,1
