system,dataset,repeat,horizon,mse,mae,global_elementwise_mse,global_elementwise_mae,native_batch_mean_mse,native_batch_mean_mae,metric_semantics,origin_count,channel_count,checkpoint_sha256,prediction_prefix_sha256,target_prefix_sha256,prefix_identity,test_role,loader_horizon,loader_drop_last,input_only_inference,test_tuned,matrix_complete,source_metric_file,global_elementwise_float64_mse,global_elementwise_float64_mae
DLinear,ETTm1,0,720,0.4271246087250689,0.42267383501247413,,,,,global_elementwise_float64,10801,7,3eb5b1ee7c999decc473f3e81745a803d2548d93bae98e83e1f50fa00bfc86fe,10694bb3d827e3fd8d36f99472c20aaacbff4cf1a532d4b30340fdc2e2889a8e,2c8b00914335e50e8b8e33e30a5d610e52c58564b7deaa0ec7c1eca1e8868b96,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__ETTm1__r0__H720/prefix_metrics.csv,,
DLinear,ETTm1,0,96,0.3010358628576427,0.34588065616805086,,,,,global_elementwise_float64,11425,7,3eb5b1ee7c999decc473f3e81745a803d2548d93bae98e83e1f50fa00bfc86fe,54f569ac3700c4a1ff990d7b13ce8e410d652951b0804f277640ade46d1f8d6e,0f34948780407a9d9c4b5e02d2758f8019195b9f48122ee8a6623ea6b8b87698,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__ETTm1__r0__H96/prefix_metrics.csv,,
DLinear,ETTm2,0,192,0.2560756032764174,0.3386333416878386,,,,,global_elementwise_float64,11329,7,bfaa451d2d6f42ac63f6c3b60edd919d77a92cde4c55fe8827e916f727cfab05,d744cec1a25d92a2072749b9284d22cd3615173b4c77bdb078a0f23695f46c93,b1e848581badd337315a220534f0bcd570dd219e08bc89598dcb1fa8823b835f,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__ETTm2__r0__H192/prefix_metrics.csv,,
DLinear,ETTm2,0,336,0.3195900185296991,0.3813387570868649,,,,,global_elementwise_float64,11185,7,bfaa451d2d6f42ac63f6c3b60edd919d77a92cde4c55fe8827e916f727cfab05,2213b17368f03db397f072d31ba76b76d8fb85fb59d71554da4acc68ef9e86b7,ce9c9b983c60722f44374ce8d73b07e3d2ff856b9adcfe45ae5a6c8402f92b48,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__ETTm2__r0__H336/prefix_metrics.csv,,
DLinear,ETTm2,0,720,0.4029211847615785,0.42797941925492533,,,,,global_elementwise_float64,10801,7,bfaa451d2d6f42ac63f6c3b60edd919d77a92cde4c55fe8827e916f727cfab05,3c272e496f9427a47fe30e55705ba18a2c0752a5a5385e2fefcd7d1054e91d8d,0a83b0ed00734af6a442fb364d4ef6f5fa179f0363661fb5e1a5b5098244aeaf,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__ETTm2__r0__H720/prefix_metrics.csv,,
DLinear,ETTm2,0,96,0.1885020115245895,0.2889760772752121,,,,,global_elementwise_float64,11425,7,bfaa451d2d6f42ac63f6c3b60edd919d77a92cde4c55fe8827e916f727cfab05,132fb3a777efc3559f3b6b6a374fa1122701380dfe7dd7117f9801f43d80a578,661b99a20ed6afbdb99e45c4f0a666fca3822b97a18906fe534ae46976d55818,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__ETTm2__r0__H96/prefix_metrics.csv,,
DLinear,Solar,0,192,0.2500897077361259,0.30946052830112136,,,,,global_elementwise_float64,10321,7,de7bb49c7ae3600c300b5cb3aef31bc6ae4afe55e0955229a9ea6e2abdf8bee3,e6eb00410f67a3ee62a1d80011af1e22d556511a2a3c5d99c1ade56d18ef09a5,697cb13d00e1bd8cdb3e0351096c571a0f756f4a269d6f39f2e78f5fd5b5ff4b,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Solar__r0__H192/prefix_metrics.csv,,
DLinear,Solar,0,336,0.269021961847894,0.3241492832855003,,,,,global_elementwise_float64,10177,7,de7bb49c7ae3600c300b5cb3aef31bc6ae4afe55e0955229a9ea6e2abdf8bee3,2a12e00adf2a6b29587b9cf650a127069386767539fddaef17836e55cb18995a,fb70c21e5923f3ac51b415f9a0839f8b9079505359c16a446859ab545e810036,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Solar__r0__H336/prefix_metrics.csv,,
DLinear,Solar,0,720,0.27086608348467806,0.3274722590788683,,,,,global_elementwise_float64,9793,7,de7bb49c7ae3600c300b5cb3aef31bc6ae4afe55e0955229a9ea6e2abdf8bee3,40ef8a52a35f2db4c0574b5bd20c6ec1bae201b26c1c37c44fdaa0f9e3492c44,80fce4a8461f8143c88917f4322783997c3dd0392f237be7db1d33c2e54f9f98,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Solar__r0__H720/prefix_metrics.csv,,
DLinear,Solar,0,96,0.2223858711251819,0.29151030730347394,,,,,global_elementwise_float64,10417,7,de7bb49c7ae3600c300b5cb3aef31bc6ae4afe55e0955229a9ea6e2abdf8bee3,a8d0797cf370929150f60f60bbc140cae02b5a5e28cdf5c24d707f1ebeed5916,e27da7d75b2c220cbbefa14328d651108f493ac91b75705ae420bafcc63aaf30,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Solar__r0__H96/prefix_metrics.csv,,
DLinear,Weather,0,192,0.21841101110991135,0.2782469473007667,,,,,global_elementwise_float64,10348,7,a25d567686dd8daa9ad2ed12b43d8ca1362a665977b32c4fe0a1fea224000911,b8ba535bd6f244a191642f85423c8bd75ecfbdadfa0a2ca4d58e459a7e5dcb9e,6a07c44aa169ac9d25eba21972dc59a87afcfc0e99b88a054b8c8c6dea18e02d,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Weather__r0__H192/prefix_metrics.csv,,
DLinear,Weather,0,336,0.26433005725428926,0.31690158758528614,,,,,global_elementwise_float64,10204,7,a25d567686dd8daa9ad2ed12b43d8ca1362a665977b32c4fe0a1fea224000911,7cbbaebb4170c374e99deba2570cda7be130db1531e102c8f3bb8950c091c636,092591df9a108dde5a21c31771d85f13a9f1ef47b9f28b40848705d687bb8278,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Weather__r0__H336/prefix_metrics.csv,,
DLinear,Weather,0,720,0.32820864097883984,0.36948836082227016,,,,,global_elementwise_float64,9820,7,a25d567686dd8daa9ad2ed12b43d8ca1362a665977b32c4fe0a1fea224000911,8f8c8108c57d156d271cf445d7ba1aab9842a76e2e37f6a7fc408a101200471e,df4dfc97a38243afa0ef6602e6d8d1ad587d09b7db5c20b385cf7b41a0b5dc23,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Weather__r0__H720/prefix_metrics.csv,,
DLinear,Weather,0,96,0.17696339894453295,0.24018213604013555,,,,,global_elementwise_float64,10444,7,a25d567686dd8daa9ad2ed12b43d8ca1362a665977b32c4fe0a1fea224000911,31356b6416e3a44dafd06d9da95e4b1b762e9f2a97d4640a107ac50c560db931,7187063fb4c029b8b0d4df8b7c60372c65ea5c533d10978f9252b5caab8d6e7a,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,False,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/DLinear__Weather__r0__H96/prefix_metrics.csv,,
PatchTST,ECL,0,192,0.1481864305342746,0.24274339117796648,,,,,global_elementwise_float64,5056,7,6d4629f5f7676851b3872c89afa750fbff5f384dc106c3eeb25f052bc87b8edc,322f0041fcc4061962592da67cc87d8ee44e62331e62541ee80c77daf83bd1fa,03f110b398aa980a4ccbbfcf5a75c7fdb88e044739333ce0e9f793b94c8a6173,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ECL__r0__H192/prefix_metrics.csv,,
PatchTST,ECL,0,336,0.16402228231563026,0.2593081046663553,,,,,global_elementwise_float64,4896,7,6d4629f5f7676851b3872c89afa750fbff5f384dc106c3eeb25f052bc87b8edc,503534ee63f31024732242a0fb13f60380cafa6341ceffbc7d7bd67e18838526,addc971ddea3c27e80c9a6d8c435ee07a5db59af3c1f645ae73a84463e1d1f8d,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ECL__r0__H336/prefix_metrics.csv,,
PatchTST,ECL,0,720,0.20113193420649367,0.29123891046088796,,,,,global_elementwise_float64,4512,7,6d4629f5f7676851b3872c89afa750fbff5f384dc106c3eeb25f052bc87b8edc,36a15657ef2bfaf0222f042bde3662df67b0e2c0df9826ea619586631db6c5b6,6b2967c769f95cdd8a3376c3f15541f7476fd5c3b1a1536479e3d0e24044a5d4,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ECL__r0__H720/prefix_metrics.csv,,
PatchTST,ECL,0,96,0.13244178673497767,0.2277300278777698,,,,,global_elementwise_float64,5152,7,6d4629f5f7676851b3872c89afa750fbff5f384dc106c3eeb25f052bc87b8edc,f8fa26fb835aee1e142333fa069cdd165f908e63c9dbc85b9a4083e1eba68c8c,d5313ce57779b0a9262c6f49a82e3a34df17912216c421902d7d15992db65bb2,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ECL__r0__H96/prefix_metrics.csv,,
PatchTST,ETTh1,0,192,0.42873382142152655,0.43277164533530665,,,,,global_elementwise_float64,2688,7,d9eac710012953526373f5229798d4fb4bbe97e8ef33eaa1537df76a7f5a8511,deff3247e1507cde91fbfd8cf5aafee199ca67ef85ca86195f148a7d46db7670,de7fbb64362beb7ae0cd131cee6d9598b96efc1ed83cbe56bf4a6c00fb4c7772,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh1__r0__H192/prefix_metrics.csv,,
PatchTST,ETTh1,0,336,0.4395839739597164,0.4419204562982333,,,,,global_elementwise_float64,2432,7,d9eac710012953526373f5229798d4fb4bbe97e8ef33eaa1537df76a7f5a8511,ba5a49cf2b69f1d4442ec5c3524b0152173bd829a4d5ed99ff16dd6f9f015876,4bc008bf16ed058b5b34f4666cbbfb2668d0a6d0ed4de953604fa637b6e23d9b,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh1__r0__H336/prefix_metrics.csv,,
PatchTST,ETTh1,0,720,0.4552059014759845,0.46912057278761454,,,,,global_elementwise_float64,2048,7,d9eac710012953526373f5229798d4fb4bbe97e8ef33eaa1537df76a7f5a8511,0f46e5ea7bb51cd0aa9961f5cce9fb920999fbf9946eec300ddae43f67b2c43e,ec97a2c0ffcb5ff9219d5a34b2443f42dbd5fcc436e55ad93c34caa99d195b3b,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh1__r0__H720/prefix_metrics.csv,,
PatchTST,ETTh1,0,96,0.394347689569492,0.41422656325614177,,,,,global_elementwise_float64,2688,7,d9eac710012953526373f5229798d4fb4bbe97e8ef33eaa1537df76a7f5a8511,6b4582912330657c02bbb5b758280131080cdd1dac2e767b51e619e101f13cf4,37ade9aa7469baa29e328c82b388a8031a5ada5a46b3ffaae936c876e1074130,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh1__r0__H96/prefix_metrics.csv,,
PatchTST,ETTh2,0,192,0.33575051091082253,0.3792769861895981,,,,,global_elementwise_float64,2688,7,a55f3c8f27f45e6428d7ff2face1d37407697100e6cc5a2b550490ed892d5360,55c3c554f4e7a000f5963dd408a7d0ac9ffe8b14975f259785433266e4b5014f,2b6efce0cb388f96d5c870e97a4f8c43f21eb33f8f9b0435948b66cfde96cb84,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh2__r0__H192/prefix_metrics.csv,,
PatchTST,ETTh2,0,336,0.3249296809364453,0.38253561923493506,,,,,global_elementwise_float64,2432,7,a55f3c8f27f45e6428d7ff2face1d37407697100e6cc5a2b550490ed892d5360,95735152e28443ee886ebc9e81ba1d03f72ed51e88eb854c14a147cf6d327fd5,f301002cb02af6ca650bf371dcc84ebe7b8ea79e7646c42a093ca4cb554f9744,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh2__r0__H336/prefix_metrics.csv,,
PatchTST,ETTh2,0,720,0.3782814496619074,0.42092310585845294,,,,,global_elementwise_float64,2048,7,a55f3c8f27f45e6428d7ff2face1d37407697100e6cc5a2b550490ed892d5360,e6e0b4fd91b1238ee1edbd0ba39c975ec90a3dad52969dbf7c7bb219bb3e3577,066e8d712cc80822e4e2e2d82e5a587bd5cfbd646c99631ab7001bf066f2af31,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh2__r0__H720/prefix_metrics.csv,,
PatchTST,ETTh2,0,96,0.2737291395203343,0.3380427825383483,,,,,global_elementwise_float64,2688,7,a55f3c8f27f45e6428d7ff2face1d37407697100e6cc5a2b550490ed892d5360,b737e6b8a775c435efff37523e8cd99c6ee14b3a97a1e69ebce9e4906717c60a,b50a11eed0c82c9b32635531bc0b25fa69194368c9d716ecb284bdd09beba11b,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTh2__r0__H96/prefix_metrics.csv,,
PatchTST,ETTm1,0,192,0.3354101618545973,0.37238737217502543,,,,,global_elementwise_float64,11264,7,33d5d5caac7f6eaff065a2785bff04e1fcd7e543de7b575c97bc7da01be3cc83,aeb2c2b39de10a952618854b3ba58d4ad758d296c11b48a0c51f4a2a01b9450b,9bd2f4a7d687636170c83ea23ea44593718f77974c79153d5b970980795fb963,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm1__r0__H192/prefix_metrics.csv,,
PatchTST,ETTm1,0,336,0.3667894431772392,0.3917715343814122,,,,,global_elementwise_float64,11136,7,33d5d5caac7f6eaff065a2785bff04e1fcd7e543de7b575c97bc7da01be3cc83,c435b2945e0e03b1137f928a51addce18493b9e141f92cd36dfb3198143baf17,c6f11caf62cc0a632be12840dca2c71a08db5f1a27a048763200f67a7345fe3a,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm1__r0__H336/prefix_metrics.csv,,
PatchTST,ETTm1,0,720,0.41523681128568213,0.4211011790213876,,,,,global_elementwise_float64,10752,7,33d5d5caac7f6eaff065a2785bff04e1fcd7e543de7b575c97bc7da01be3cc83,ccfd7999ca2f0fe514d29fe38a9a2a74a8b049c979053171bb8420b1ed3ee9bf,736162d88e82db580a1ac6ed336319667d137f4e5bb8a01712492f2beb881233,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm1__r0__H720/prefix_metrics.csv,,
PatchTST,ETTm1,0,96,0.29774958322186107,0.3497412002668864,,,,,global_elementwise_float64,11392,7,33d5d5caac7f6eaff065a2785bff04e1fcd7e543de7b575c97bc7da01be3cc83,901f4091e1710e5762ca7a67c4b050d87ffa26615459b92c27b10aaca6f5b812,dc6a2a40ef602999b4fba3858f7de0fcf0b4bb25aa95d8bc31d5c270b7f97796,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm1__r0__H96/prefix_metrics.csv,,
PatchTST,ETTm2,0,192,0.22281598441172312,0.29477699611131086,,,,,global_elementwise_float64,11264,7,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,bf0a37293c7bb7990bcb09402a6239342ebfee0e08ba62139d7fb5da4834538f,6f3dfd8a778fd6acf650d8dae775b34c7bfadcd85972dbcee95754cff8e9187c,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm2__r0__H192/prefix_metrics.csv,,
PatchTST,ETTm2,0,336,0.27516719728176353,0.3287774157110043,,,,,global_elementwise_float64,11136,7,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,6159f7a6c40a2eccb01827d9aade25dadfac822baa48e799611e46abd2bb8b61,669732c3d007bf5e6d78c97c49179a7e0259628c060224e7074f81eb84573e94,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm2__r0__H336/prefix_metrics.csv,,
PatchTST,ETTm2,0,720,0.3648001207539759,0.38292765482199786,,,,,global_elementwise_float64,10752,7,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,448aff4cb8ef01c363bf849069a2da541d5f0fe1251378d1c908f2d297cdc555,c4174fca96f6b1e0232739a8f14af2d340df9131904a6d2f497cf5b6b876f107,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm2__r0__H720/prefix_metrics.csv,,
PatchTST,ETTm2,0,96,0.16853032059285641,0.25826431132803346,,,,,global_elementwise_float64,11392,7,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,88128c5b2c6113bc40489a993eee1a1b2996f2161bbc221069e15735942c4ae0,4d15844215ec6edfe339884fa5a843891bf1bdb78fec429d2f0d5b7d30cdccfc,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__ETTm2__r0__H96/prefix_metrics.csv,,
PatchTST,Solar,0,192,0.19025828394999694,0.2445174065802909,,,,,global_elementwise_float64,10304,7,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,5a8237955f35683980ee0099a2e42c740cdf117117bfc8c6a5a6da77a637fbc5,bb59e952ee010046583f3e8eb74ddc4b3be3e667260a1ff94f5ac7ec57331527,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Solar__r0__H192/prefix_metrics.csv,,
PatchTST,Solar,0,336,0.1980246214213938,0.2511802644882433,,,,,global_elementwise_float64,10176,7,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,cb0bd0e62c504239dff71cb4e243512d3fd3313678a21d586413816af8acb5f7,d07054ba24bf56d390b6a80d6450a51d5e296f10f10641e5a4f23e8c9fdac65f,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Solar__r0__H336/prefix_metrics.csv,,
PatchTST,Solar,0,720,0.20603524980251248,0.2574213268835299,,,,,global_elementwise_float64,9792,7,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,864b0efedfffe4a57f0731a3e552c4b4a09a58dd77305acec0a3b2a7f801f842,45cd80494d5dae6ad3cfa62013cb7d1309d33a71971261be56c8b0529c13b1d9,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Solar__r0__H720/prefix_metrics.csv,,
PatchTST,Solar,0,96,0.1808792562219136,0.23466925357038732,,,,,global_elementwise_float64,10400,7,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,d654f1806b3e7b94d2ec9cdf16e4fa1e4852201c9badca059d2777b3e1f99f25,9d5c092456dd591f35b1f846c08c827173f93bcea8d53fd8b14bfc5ccc1664b0,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Solar__r0__H96/prefix_metrics.csv,,
PatchTST,Weather,0,192,0.19927548487595478,0.24593632324204104,,,,,global_elementwise_float64,10240,7,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,80e9ccb57f4318bf3af2fc7d01e4cb16930538cac532ad4b980d8a3452dddb24,842e56a98a193096afd8f9497539f393716283398cc5d877bfacaafedf796706,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Weather__r0__H192/prefix_metrics.csv,,
PatchTST,Weather,0,336,0.24895504453393474,0.2843199039867827,,,,,global_elementwise_float64,10112,7,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,e1a55e3c81c2e1b357a60a3fb721e46949fdc16301d807c8d690628aaffd9557,894c93e1ce2a6dd13d317e5431c5b10b3c66a4bbbb9bbf6e5b681ff64edab325,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Weather__r0__H336/prefix_metrics.csv,,
PatchTST,Weather,0,720,0.31945801049238853,0.3354899132304421,,,,,global_elementwise_float64,9728,7,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,77c95c9f26a13df2d0afa728e592becfed0c16b05b9fd8734c0ad6f9ae8ea42f,e20548948e03dd7b2ddc7983e83b55ac4d6b1da1921962e912f276dcc4027fd8,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Weather__r0__H720/prefix_metrics.csv,,
PatchTST,Weather,0,96,0.15511323672853386,0.20531351546963922,,,,,global_elementwise_float64,10368,7,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,539baf923be8443f00bc536afe36e3ea7c7ab2110999d69d7ccd45029df6b4d4,c8f5f48271d3c31954b8c1f641e81458e3be6b69a41630b25040de75776dc4a8,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/PatchTST__Weather__r0__H96/prefix_metrics.csv,,
QDF,ECL,0,192,0.16865991055965424,0.2689284086227417,,,,,official_torch_float32_global_mean,5069,321,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,bbc5cf2b8fd0c2a4ad1dd5e5865d9da0f31771fcf2cb6ddc90ba455f94fe387c,328bd9fc46a3b1c20b5e095ead4fbbf25b0ac75580ba9f1cb8aa797f26dcc799,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/QDF__ECL__r0__H192/prefix_metrics.csv,0.16865990520498178,0.2689283836741905
QDF,ECL,0,336,0.1847771257162094,0.2839362621307373,,,,,official_torch_float32_global_mean,4925,321,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,ca36489d317162ea73ecc85ceff358c1888a6a6a77a1bfd459f5e7dca46aa71f,fa71bab94523ce40a86c9998154de74ee39f256f9f7a0a0ef37a761217df4c8a,False,formal_horizon_specific_loader_H720_checkpoint_prefix,336,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/QDF__ECL__r0__H336/prefix_metrics.csv,0.18477712631557078,0.28393623431327114
QDF,ECL,0,720,0.22251303493976593,0.31353291869163513,,,,,official_torch_float32_global_mean,4541,321,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,2de5ea219832ae76a1c6367f3bbe12a9bdd32d4980a54a94b2140ad9f017ede4,7820e9acfd5b698218b02504f4db9a879bc96413bbbfac167283c364055dbec5,False,formal_horizon_specific_loader_H720_checkpoint_prefix,720,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/QDF__ECL__r0__H720/prefix_metrics.csv,0.2225130226816366,0.31353295212757043
QDF,ECL,0,96,0.15535767376422882,0.25786373019218445,,,,,official_torch_float32_global_mean,5165,321,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,532a4b977920fc58f519f26bac62d416726c77cc277b28cd6cd953863e411b12,cece2e0a49941835c217dd26c6a0b8d5382ce54e8dffbe7330631bbfef2b26b0,False,formal_horizon_specific_loader_H720_checkpoint_prefix,96,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/QDF__ECL__r0__H96/prefix_metrics.csv,0.15535766575727922,0.257863734558084
QDF,ETTh1,0,192,0.441180944442749,0.4413768947124481,,,,,official_torch_float32_global_mean,2689,7,9d4c48a095ef806e1ef6ab5f9fbe484625e09bbd131c97475efe26d5692232c5,0e1c75fa9d9a5d6a0ada46d111b30be6a0ea76780fc8624cfa01e336ad20579b,970800889c829e7d46541c683c2f0e8b6fdba08f1b143d3f7277c340c6851f1d,False,formal_horizon_specific_loader_H720_checkpoint_prefix,192,True,True,False,False,/home/yingch/exp_outputs/r-2026-fatst/main_ii_horizon_loader_20260813/formal/QDF__ETTh1__r0__H192/prefix_metrics.csv,0.44118095354264497,0.4413768541862575
