dataset,batch_idx,rank,segment,projection_share_mean,projection_share_std,output_energy_share_mean,loss_mse,normalized_output_energy
ETTh2,0,32,early_0_96,0.41445890069007874,0.14743714034557343,0.16322734951972961,0.07920242846012115,0.5218151807785034
ETTh2,0,32,mid_96_192,0.21069785952568054,0.04815097525715828,0.10055207461118698,0.10963823646306992,0.3074318468570709
ETTh2,0,32,late_192_336,0.2216670960187912,0.06391742080450058,0.1602981835603714,0.08854413777589798,0.3935404121875763
ETTh2,0,32,tail_336_720,0.28015267848968506,0.08852839469909668,0.575922429561615,0.11453994363546371,0.5997341871261597
ETTh2,0,64,early_0_96,0.5361531972885132,0.1234702318906784,0.16322734951972961,0.07920242846012115,0.5218151807785034
ETTh2,0,64,mid_96_192,0.2930946350097656,0.05705488473176956,0.10055207461118698,0.10963823646306992,0.3074318468570709
ETTh2,0,64,late_192_336,0.30865880846977234,0.0714975968003273,0.1602981835603714,0.08854413777589798,0.3935404121875763
ETTh2,0,64,tail_336_720,0.35691195726394653,0.09247805178165436,0.575922429561615,0.11453994363546371,0.5997341871261597
ETTh2,1,32,early_0_96,0.3864068388938904,0.12469180673360825,0.15536437928676605,0.08383005857467651,0.40051600337028503
ETTh2,1,32,mid_96_192,0.20768092572689056,0.04231036826968193,0.09411343187093735,0.11390721052885056,0.2376747578382492
ETTh2,1,32,late_192_336,0.2369089275598526,0.055099006742239,0.16910861432552338,0.07763273268938065,0.35180217027664185
ETTh2,1,32,tail_336_720,0.30371832847595215,0.07355383038520813,0.5814135670661926,0.11188561469316483,0.531650960445404
ETTh2,1,64,early_0_96,0.5249709486961365,0.11129788309335709,0.15536437928676605,0.08383005857467651,0.40051600337028503
ETTh2,1,64,mid_96_192,0.2954038977622986,0.0495021678507328,0.09411343187093735,0.11390721052885056,0.2376747578382492
ETTh2,1,64,late_192_336,0.32876819372177124,0.049888066947460175,0.16910861432552338,0.07763273268938065,0.35180217027664185
ETTh2,1,64,tail_336_720,0.38480693101882935,0.06857523322105408,0.5814135670661926,0.11188561469316483,0.531650960445404
ETTh2,2,32,early_0_96,0.37629058957099915,0.09608760476112366,0.14974863827228546,0.0837397351861,0.3382202386856079
ETTh2,2,32,mid_96_192,0.2180233746767044,0.03631992265582085,0.09812501817941666,0.11753375083208084,0.23751787841320038
ETTh2,2,32,late_192_336,0.2384280413389206,0.056398846209049225,0.17471155524253845,0.07316583395004272,0.3260333836078644
ETTh2,2,32,tail_336_720,0.3055882453918457,0.07767181843519211,0.5774148106575012,0.11220598220825195,0.4723013937473297
ETTh2,2,64,early_0_96,0.5149616599082947,0.09528855979442596,0.14974863827228546,0.0837397351861,0.3382202386856079
ETTh2,2,64,mid_96_192,0.3139755427837372,0.03965117409825325,0.09812501817941666,0.11753375083208084,0.23751787841320038
ETTh2,2,64,late_192_336,0.33804458379745483,0.05830381065607071,0.17471155524253845,0.07316583395004272,0.3260333836078644
ETTh2,2,64,tail_336_720,0.3926582634449005,0.07047712057828903,0.5774148106575012,0.11220598220825195,0.4723013937473297
ETTh2,3,32,early_0_96,0.3775891959667206,0.12314315885305405,0.15736542642116547,0.06425467878580093,0.35406553745269775
ETTh2,3,32,mid_96_192,0.22673413157463074,0.0769016370177269,0.10314039885997772,0.09896644949913025,0.2764686048030853
ETTh2,3,32,late_192_336,0.24617691338062286,0.07304778695106506,0.19047331809997559,0.060222189873456955,0.3507554233074188
ETTh2,3,32,tail_336_720,0.2842654883861542,0.08029423654079437,0.5490208864212036,0.11133234947919846,0.4157772958278656
ETTh2,3,64,early_0_96,0.5107459425926208,0.11122578382492065,0.15736542642116547,0.06425467878580093,0.35406553745269775
ETTh2,3,64,mid_96_192,0.3148811161518097,0.08168873190879822,0.10314039885997772,0.09896644949913025,0.2764686048030853
ETTh2,3,64,late_192_336,0.34310123324394226,0.08029443025588989,0.19047331809997559,0.060222189873456955,0.3507554233074188
ETTh2,3,64,tail_336_720,0.36530375480651855,0.07961127907037735,0.5490208864212036,0.11133234947919846,0.4157772958278656
ETTh2,4,32,early_0_96,0.35825827717781067,0.13165518641471863,0.14677515625953674,0.06240781024098396,0.3224644064903259
ETTh2,4,32,mid_96_192,0.24146027863025665,0.08766800165176392,0.10719315707683563,0.0838564932346344,0.2762486934661865
ETTh2,4,32,late_192_336,0.2602980136871338,0.08449766039848328,0.19832675158977509,0.05486806482076645,0.34165138006210327
ETTh2,4,32,tail_336_720,0.28832197189331055,0.07853128761053085,0.5477049350738525,0.11988987028598785,0.3516009747982025
ETTh2,4,64,early_0_96,0.496817409992218,0.12044395506381989,0.14677515625953674,0.06240781024098396,0.3224644064903259
ETTh2,4,64,mid_96_192,0.3323638439178467,0.09311296045780182,0.10719315707683563,0.0838564932346344,0.2762486934661865
ETTh2,4,64,late_192_336,0.35907769203186035,0.09637892246246338,0.19832675158977509,0.05486806482076645,0.34165138006210327
ETTh2,4,64,tail_336_720,0.37000447511672974,0.08624841272830963,0.5477049350738525,0.11988987028598785,0.3516009747982025
ETTh2,5,32,early_0_96,0.3665178716182709,0.12420032918453217,0.14174650609493256,0.0843687579035759,0.3456014394760132
ETTh2,5,32,mid_96_192,0.24533142149448395,0.08108503371477127,0.1106831431388855,0.07052087783813477,0.2993895411491394
ETTh2,5,32,late_192_336,0.26694726943969727,0.08498164266347885,0.2043595016002655,0.05715012177824974,0.36529794335365295
ETTh2,5,32,tail_336_720,0.28614097833633423,0.083436518907547,0.5432108640670776,0.13326922059059143,0.36204829812049866
ETTh2,5,64,early_0_96,0.49741047620773315,0.1159001961350441,0.14174650609493256,0.0843687579035759,0.3456014394760132
ETTh2,5,64,mid_96_192,0.3367627263069153,0.09241153299808502,0.1106831431388855,0.07052087783813477,0.2993895411491394
ETTh2,5,64,late_192_336,0.360298216342926,0.09831167757511139,0.2043595016002655,0.05715012177824974,0.36529794335365295
ETTh2,5,64,tail_336_720,0.366970956325531,0.09435983747243881,0.5432108640670776,0.13326922059059143,0.36204829812049866
ETTh2,6,32,early_0_96,0.32796987891197205,0.09584014862775803,0.11886931955814362,0.09616522490978241,0.3090357482433319
ETTh2,6,32,mid_96_192,0.27549609541893005,0.07688126713037491,0.1260243058204651,0.05573638901114464,0.36280760169029236
ETTh2,6,32,late_192_336,0.2779899835586548,0.08723510801792145,0.21492859721183777,0.06404849141836166,0.41667044162750244
ETTh2,6,32,tail_336_720,0.3009132742881775,0.07908374071121216,0.5401777625083923,0.12834355235099792,0.38434740900993347
ETTh2,6,64,early_0_96,0.4617006778717041,0.10101799666881561,0.11886931955814362,0.09616522490978241,0.3090357482433319
ETTh2,6,64,mid_96_192,0.367897093296051,0.08500988781452179,0.1260243058204651,0.05573638901114464,0.36280760169029236
ETTh2,6,64,late_192_336,0.3760128617286682,0.09568432718515396,0.21492859721183777,0.06404849141836166,0.41667044162750244
ETTh2,6,64,tail_336_720,0.3816656172275543,0.0878995731472969,0.5401777625083923,0.12834355235099792,0.38434740900993347
ETTh2,7,32,early_0_96,0.33533647656440735,0.10223423689603806,0.11449786275625229,0.0913577452301979,0.33411312103271484
ETTh2,7,32,mid_96_192,0.288619726896286,0.0806221067905426,0.13345225155353546,0.056238047778606415,0.4161999523639679
ETTh2,7,32,late_192_336,0.2865055203437805,0.09420429915189743,0.2191506326198578,0.069412961602211,0.4612952470779419
ETTh2,7,32,tail_336_720,0.3026392459869385,0.08905500173568726,0.5328992605209351,0.1354426145553589,0.40150487422943115
ETTh2,7,64,early_0_96,0.45710429549217224,0.11256738007068634,0.11449786275625229,0.0913577452301979,0.33411312103271484
