dataset,batch_idx,rank,segment,projection_share_mean,projection_share_std,output_energy_share_mean,loss_mse,normalized_output_energy
ETTh2,7,64,mid_96_192,0.375189870595932,0.08565440773963928,0.13345225155353546,0.056238047778606415,0.4161999523639679
ETTh2,7,64,late_192_336,0.379650741815567,0.10659925639629364,0.2191506326198578,0.069412961602211,0.4612952470779419
ETTh2,7,64,tail_336_720,0.3805960714817047,0.09602968394756317,0.5328992605209351,0.1354426145553589,0.40150487422943115
ETTm1,0,32,early_0_96,0.37455156445503235,0.0749136433005333,0.16784615814685822,0.30616670846939087,0.5425039529800415
ETTm1,0,32,mid_96_192,0.308375746011734,0.05340459942817688,0.14304423332214355,0.468061625957489,0.497134268283844
ETTm1,0,32,late_192_336,0.3317856192588806,0.1098620593547821,0.19019897282123566,0.183222696185112,0.48793652653694153
ETTm1,0,32,tail_336_720,0.4558258652687073,0.1057804673910141,0.4989106357097626,0.34148961305618286,0.45687365531921387
ETTm1,0,64,early_0_96,0.5295817852020264,0.061086926609277725,0.16784615814685822,0.30616670846939087,0.5425039529800415
ETTm1,0,64,mid_96_192,0.40886348485946655,0.05466790124773979,0.14304423332214355,0.468061625957489,0.497134268283844
ETTm1,0,64,late_192_336,0.4438702166080475,0.11807616055011749,0.19019897282123566,0.183222696185112,0.48793652653694153
ETTm1,0,64,tail_336_720,0.5361987948417664,0.1130652204155922,0.4989106357097626,0.34148961305618286,0.45687365531921387
ETTm1,1,32,early_0_96,0.3690173029899597,0.04624531418085098,0.16065773367881775,0.32372865080833435,0.5700591206550598
ETTm1,1,32,mid_96_192,0.2998669445514679,0.03958996385335922,0.13714906573295593,0.4635266363620758,0.5099257230758667
ETTm1,1,32,late_192_336,0.3803592324256897,0.10425474494695663,0.21035300195217133,0.18205387890338898,0.5451414585113525
ETTm1,1,32,tail_336_720,0.45784956216812134,0.07819648832082748,0.4918402135372162,0.39393216371536255,0.46431440114974976
ETTm1,1,64,early_0_96,0.5165688991546631,0.05859655514359474,0.16065773367881775,0.32372865080833435,0.5700591206550598
ETTm1,1,64,mid_96_192,0.4039321541786194,0.048465024679899216,0.13714906573295593,0.4635266363620758,0.5099257230758667
ETTm1,1,64,late_192_336,0.4870913326740265,0.09631410986185074,0.21035300195217133,0.18205387890338898,0.5451414585113525
ETTm1,1,64,tail_336_720,0.5337361097335815,0.07871989905834198,0.4918402135372162,0.39393216371536255,0.46431440114974976
ETTm1,2,32,early_0_96,0.3807552754878998,0.07100895792245865,0.17064473032951355,0.17542502284049988,0.8100295066833496
ETTm1,2,32,mid_96_192,0.3081720173358917,0.05178390070796013,0.13637037575244904,0.30654215812683105,0.6404507756233215
ETTm1,2,32,late_192_336,0.4262998402118683,0.07659798860549927,0.2261548787355423,0.13071247935295105,0.7063771486282349
ETTm1,2,32,tail_336_720,0.4726426303386688,0.10861355066299438,0.4668300151824951,0.42835336923599243,0.5565134882926941
ETTm1,2,64,early_0_96,0.5189277529716492,0.05620891600847244,0.17064473032951355,0.17542502284049988,0.8100295066833496
ETTm1,2,64,mid_96_192,0.4160081446170807,0.0584086999297142,0.13637037575244904,0.30654215812683105,0.6404507756233215
ETTm1,2,64,late_192_336,0.5261514782905579,0.07102784514427185,0.2261548787355423,0.13071247935295105,0.7063771486282349
ETTm1,2,64,tail_336_720,0.5408554077148438,0.10444933921098709,0.4668300151824951,0.42835336923599243,0.5565134882926941
ETTm1,3,32,early_0_96,0.33855441212654114,0.07139996439218521,0.15595269203186035,0.25644245743751526,0.7009492516517639
ETTm1,3,32,mid_96_192,0.3347589671611786,0.0752633586525917,0.1506410390138626,0.16402330994606018,0.6872420907020569
ETTm1,3,32,late_192_336,0.3746322989463806,0.056351594626903534,0.21038219332695007,0.1070457175374031,0.589169979095459
ETTm1,3,32,tail_336_720,0.4721747934818268,0.11214813590049744,0.48302406072616577,0.446084201335907,0.5564852356910706
ETTm1,3,64,early_0_96,0.4779527485370636,0.08563416451215744,0.15595269203186035,0.25644245743751526,0.7009492516517639
ETTm1,3,64,mid_96_192,0.455618292093277,0.09055943787097931,0.1506410390138626,0.16402330994606018,0.6872420907020569
ETTm1,3,64,late_192_336,0.4869757294654846,0.056873418390750885,0.21038219332695007,0.1070457175374031,0.589169979095459
ETTm1,3,64,tail_336_720,0.554984450340271,0.1137012392282486,0.48302406072616577,0.446084201335907,0.5564852356910706
ETTm1,4,32,early_0_96,0.3756716549396515,0.06994014233350754,0.16130979359149933,0.24980823695659637,0.7256169319152832
ETTm1,4,32,mid_96_192,0.36349114775657654,0.0642237737774849,0.1542060375213623,0.13161031901836395,0.7248726487159729
ETTm1,4,32,late_192_336,0.3499615788459778,0.044559404253959656,0.18931366503238678,0.10091399401426315,0.558744490146637
ETTm1,4,32,tail_336_720,0.49426501989364624,0.09326957166194916,0.495170533657074,0.43865931034088135,0.5867055058479309
ETTm1,4,64,early_0_96,0.48901909589767456,0.0699845477938652,0.16130979359149933,0.24980823695659637,0.7256169319152832
ETTm1,4,64,mid_96_192,0.4812489449977875,0.06526454538106918,0.1542060375213623,0.13161031901836395,0.7248726487159729
ETTm1,4,64,late_192_336,0.4663742482662201,0.04352300614118576,0.18931366503238678,0.10091399401426315,0.558744490146637
ETTm1,4,64,tail_336_720,0.5827217698097229,0.09893164038658142,0.495170533657074,0.43865931034088135,0.5867055058479309
ETTm1,5,32,early_0_96,0.3740435540676117,0.056268464773893356,0.15891970694065094,0.21312293410301208,0.7313552498817444
ETTm1,5,32,mid_96_192,0.35470637679100037,0.07320191711187363,0.15706005692481995,0.13614638149738312,0.7472558617591858
ETTm1,5,32,late_192_336,0.30949077010154724,0.048419296741485596,0.17567120492458344,0.10086367279291153,0.5478009581565857
ETTm1,5,32,tail_336_720,0.48221227526664734,0.08561445027589798,0.5083490014076233,0.43985477089881897,0.6090579032897949
ETTm1,5,64,early_0_96,0.5096569657325745,0.04721377417445183,0.15891970694065094,0.21312293410301208,0.7313552498817444
ETTm1,5,64,mid_96_192,0.48246410489082336,0.05728820711374283,0.15706005692481995,0.13614638149738312,0.7472558617591858
ETTm1,5,64,late_192_336,0.42413774132728577,0.043240901082754135,0.17567120492458344,0.10086367279291153,0.5478009581565857
ETTm1,5,64,tail_336_720,0.5709733366966248,0.08922900259494781,0.5083490014076233,0.43985477089881897,0.6090579032897949
ETTm1,6,32,early_0_96,0.35721567273139954,0.04639580100774765,0.1552019566297531,0.20275002717971802,0.7319568395614624
ETTm1,6,32,mid_96_192,0.3543073236942291,0.06413339078426361,0.15506863594055176,0.13585267961025238,0.756712794303894
ETTm1,6,32,late_192_336,0.3524863123893738,0.08038675040006638,0.19424322247505188,0.13154086470603943,0.6701128482818604
ETTm1,6,32,tail_336_720,0.47280555963516235,0.07553760707378387,0.49548619985580444,0.4417455792427063,0.606920063495636
ETTm1,6,64,early_0_96,0.5068215727806091,0.045626018196344376,0.1552019566297531,0.20275002717971802,0.7319568395614624
ETTm1,6,64,mid_96_192,0.47123998403549194,0.05397973954677582,0.15506863594055176,0.13585267961025238,0.756712794303894
ETTm1,6,64,late_192_336,0.46292394399642944,0.07633406668901443,0.19424322247505188,0.13154086470603943,0.6701128482818604
ETTm1,6,64,tail_336_720,0.5554203391075134,0.07330500334501266,0.49548619985580444,0.4417455792427063,0.606920063495636
ETTm1,7,32,early_0_96,0.38253405690193176,0.06700178235769272,0.17148928344249725,0.2478218972682953,0.7490082383155823
ETTm1,7,32,mid_96_192,0.35276857018470764,0.05675807595252991,0.15720029175281525,0.12504339218139648,0.7692583799362183
ETTm1,7,32,late_192_336,0.3723744750022888,0.09271959960460663,0.19805502891540527,0.14412571489810944,0.6946778297424316
ETTm1,7,32,tail_336_720,0.4671061933040619,0.09426464140415192,0.4732553958892822,0.42639660835266113,0.5997766852378845
ETTm1,7,64,early_0_96,0.5180636048316956,0.05169232562184334,0.17148928344249725,0.2478218972682953,0.7490082383155823
ETTm1,7,64,mid_96_192,0.46563810110092163,0.04371485859155655,0.15720029175281525,0.12504339218139648,0.7692583799362183
ETTm1,7,64,late_192_336,0.47637706995010376,0.0869312435388565,0.19805502891540527,0.14412571489810944,0.6946778297424316
ETTm1,7,64,tail_336_720,0.5401201844215393,0.09860368818044662,0.4732553958892822,0.42639660835266113,0.5997766852378845
Weather,0,32,early_0_96,0.15498825907707214,0.08427964150905609,0.27081358432769775,0.11146476864814758,1.5265158414840698
Weather,0,32,mid_96_192,0.15447041392326355,0.06336705386638641,0.17149189114570618,0.325557678937912,0.9818568229675293
Weather,0,32,late_192_336,0.12893173098564148,0.05081125348806381,0.16850174963474274,0.375293105840683,0.5939924716949463
Weather,0,32,tail_336_720,0.15192811191082,0.0750296339392662,0.38919275999069214,0.5300958156585693,0.4437656104564667
Weather,0,64,early_0_96,0.44825971126556396,0.17696787416934967,0.27081358432769775,0.11146476864814758,1.5265158414840698
Weather,0,64,mid_96_192,0.2927655875682831,0.1026591956615448,0.17149189114570618,0.325557678937912,0.9818568229675293
Weather,0,64,late_192_336,0.20444615185260773,0.07127706706523895,0.16850174963474274,0.375293105840683,0.5939924716949463
Weather,0,64,tail_336_720,0.1857433021068573,0.09982387721538544,0.38919275999069214,0.5300958156585693,0.4437656104564667
Weather,1,32,early_0_96,0.17468897998332977,0.10616741329431534,0.30177944898605347,0.14272886514663696,1.991407871246338
Weather,1,32,mid_96_192,0.13239061832427979,0.054209399968385696,0.15755164623260498,0.3539910614490509,1.113047480583191
Weather,1,32,late_192_336,0.12315575033426285,0.04745224863290787,0.15962350368499756,0.44186756014823914,0.6480293869972229
Weather,1,32,tail_336_720,0.13680234551429749,0.06724260747432709,0.3810454308986664,0.5581137537956238,0.4605855643749237
Weather,1,64,early_0_96,0.49557676911354065,0.17176218330860138,0.30177944898605347,0.14272886514663696,1.991407871246338
Weather,1,64,mid_96_192,0.2566937208175659,0.1040751114487648,0.15755164623260498,0.3539910614490509,1.113047480583191
Weather,1,64,late_192_336,0.18133476376533508,0.05926169827580452,0.15962350368499756,0.44186756014823914,0.6480293869972229
Weather,1,64,tail_336_720,0.16432203352451324,0.08161622285842896,0.3810454308986664,0.5581137537956238,0.4605855643749237
Weather,2,32,early_0_96,0.1516423225402832,0.09186475723981857,0.2697295546531677,0.167876735329628,1.9611765146255493
Weather,2,32,mid_96_192,0.1527218222618103,0.07606082409620285,0.17737019062042236,0.37797409296035767,1.3073551654815674
Weather,2,32,late_192_336,0.1359037160873413,0.031352393329143524,0.1737794131040573,0.5062513947486877,0.709441602230072
Weather,2,32,tail_336_720,0.14089639484882355,0.07116591930389404,0.3791208565235138,0.5815560221672058,0.48935920000076294
Weather,2,64,early_0_96,0.46911635994911194,0.13065847754478455,0.2697295546531677,0.167876735329628,1.9611765146255493
Weather,2,64,mid_96_192,0.29218533635139465,0.13402876257896423,0.17737019062042236,0.37797409296035767,1.3073551654815674
Weather,2,64,late_192_336,0.1932169795036316,0.04651372507214546,0.1737794131040573,0.5062513947486877,0.709441602230072
Weather,2,64,tail_336_720,0.17139174044132233,0.09339478611946106,0.3791208565235138,0.5815560221672058,0.48935920000076294
Weather,3,32,early_0_96,0.12661875784397125,0.06397472321987152,0.23855073750019073,0.2801279127597809,1.7311540842056274
Weather,3,32,mid_96_192,0.18463560938835144,0.0816517025232315,0.19902411103248596,0.3378663957118988,1.4382964372634888
Weather,3,32,late_192_336,0.1397274285554886,0.029370680451393127,0.18126967549324036,0.585111677646637,0.7483096122741699
Weather,3,32,tail_336_720,0.14603230357170105,0.07794853299856186,0.38115552067756653,0.5828756093978882,0.4929748773574829
Weather,3,64,early_0_96,0.4107251763343811,0.10600974410772324,0.23855073750019073,0.2801279127597809,1.7311540842056274
Weather,3,64,mid_96_192,0.3339434266090393,0.1356460154056549,0.19902411103248596,0.3378663957118988,1.4382964372634888
Weather,3,64,late_192_336,0.20681437849998474,0.043688222765922546,0.18126967549324036,0.585111677646637,0.7483096122741699
Weather,3,64,tail_336_720,0.18263313174247742,0.0969562977552414,0.38115552067756653,0.5828756093978882,0.4929748773574829
Weather,4,32,early_0_96,0.10866525024175644,0.04188215360045433,0.2252769023180008,0.37228134274482727,1.6026214361190796
Weather,4,32,mid_96_192,0.1873759627342224,0.06559599190950394,0.20952624082565308,0.3515617847442627,1.4611926078796387
Weather,4,32,late_192_336,0.1401178538799286,0.03240101784467697,0.18384258449077606,0.643242359161377,0.7445709109306335
Weather,4,32,tail_336_720,0.13899943232536316,0.0713813528418541,0.38135427236557007,0.560177743434906,0.4683847725391388
Weather,4,64,early_0_96,0.38155972957611084,0.1049424335360527,0.2252769023180008,0.37228134274482727,1.6026214361190796
Weather,4,64,mid_96_192,0.3446841537952423,0.09586535394191742,0.20952624082565308,0.3515617847442627,1.4611926078796387
Weather,4,64,late_192_336,0.20891821384429932,0.04410896450281143,0.18384258449077606,0.643242359161377,0.7445709109306335
Weather,4,64,tail_336_720,0.1705707162618637,0.08092863112688065,0.38135427236557007,0.560177743434906,0.4683847725391388
Weather,5,32,early_0_96,0.11548181623220444,0.05804508551955223,0.23337897658348083,0.2840231657028198,1.0569411516189575
Weather,5,32,mid_96_192,0.15841281414031982,0.04412228241562843,0.1923714131116867,0.29214730858802795,0.8323745131492615
Weather,5,32,late_192_336,0.1198016107082367,0.044549938291311264,0.16279955208301544,0.5531222820281982,0.44433924555778503
Weather,5,32,tail_336_720,0.14533746242523193,0.06444993615150452,0.411450058221817,0.47791990637779236,0.33494046330451965
Weather,5,64,early_0_96,0.39776748418807983,0.13807232677936554,0.23337897658348083,0.2840231657028198,1.0569411516189575
Weather,5,64,mid_96_192,0.30717599391937256,0.0701848492026329,0.1923714131116867,0.29214730858802795,0.8323745131492615
Weather,5,64,late_192_336,0.18581129610538483,0.0613955520093441,0.16279955208301544,0.5531222820281982,0.44433924555778503
Weather,5,64,tail_336_720,0.17537029087543488,0.06949510425329208,0.411450058221817,0.47791990637779236,0.33494046330451965
Weather,6,32,early_0_96,0.1429711878299713,0.1012343168258667,0.262164831161499,0.2230866551399231,1.5402512550354004
Weather,6,32,mid_96_192,0.15815474092960358,0.049072690308094025,0.19249728322029114,0.20611774921417236,1.102112889289856
Weather,6,32,late_192_336,0.1094149649143219,0.05369503051042557,0.14945268630981445,0.4528459310531616,0.48997384309768677
Weather,6,32,tail_336_720,0.14010198414325714,0.0753968134522438,0.3958851397037506,0.4197588562965393,0.3408873677253723
Weather,6,64,early_0_96,0.4266282916069031,0.18805013597011566,0.262164831161499,0.2230866551399231,1.5402512550354004
Weather,6,64,mid_96_192,0.30872347950935364,0.09662790596485138,0.19249728322029114,0.20611774921417236,1.102112889289856
Weather,6,64,late_192_336,0.1666085571050644,0.07107989490032196,0.14945268630981445,0.4528459310531616,0.48997384309768677
Weather,6,64,tail_336_720,0.1714112013578415,0.08752928674221039,0.3958851397037506,0.4197588562965393,0.3408873677253723
Weather,7,32,early_0_96,0.12483898550271988,0.08972598612308502,0.21648022532463074,0.21359683573246002,1.218450665473938
Weather,7,32,mid_96_192,0.20258204638957977,0.09177859127521515,0.20590180158615112,0.18216435611248016,1.210432529449463
Weather,7,32,late_192_336,0.13026049733161926,0.052638206630945206,0.16471736133098602,0.4461497664451599,0.5287333726882935
Weather,7,32,tail_336_720,0.1627652496099472,0.07939965277910233,0.41290056705474854,0.38836148381233215,0.3900611698627472
Weather,7,64,early_0_96,0.36674776673316956,0.15685853362083435,0.21648022532463074,0.21359683573246002,1.218450665473938
Weather,7,64,mid_96_192,0.3529964089393616,0.14187447726726532,0.20590180158615112,0.18216435611248016,1.210432529449463
Weather,7,64,late_192_336,0.19475224614143372,0.07273440808057785,0.16471736133098602,0.4461497664451599,0.5287333726882935
Weather,7,64,tail_336_720,0.1963360458612442,0.09625031799077988,0.41290056705474854,0.38836148381233215,0.3900611698627472
