dataset,rank,batches,projection_share_mean,projection_share_min_mean,projection_share_max_mean,projection_pair_cosine_mean,output_energy_entropy_mean,output_energy_max_stage_share_mean,projection_share_early_0_96,output_energy_share_early_0_96,loss_mse_early_0_96,projection_share_mid_96_192,output_energy_share_mid_96_192,loss_mse_mid_96_192,projection_share_late_192_336,output_energy_share_late_192_336,loss_mse_late_192_336,projection_share_tail_336_720,output_energy_share_tail_336_720,loss_mse_tail_336_720
ETTh2,32,8,0.28886043187230825,0.23899120092391968,0.3678535036742687,0.26544565862665576,0.7969294339418411,0.556394174695015,0.3678535036742687,0.14344932977110147,0.08066580491140485,0.23925547674298286,0.10916047263890505,0.08829968189820647,0.2543652206659317,0.19141964428126812,0.0681305667385459,0.29396752640604973,0.5559705644845963,0.12086364347487688
ETTh2,64,8,0.38818636536598206,0.3286960907280445,0.4999830760061741,0.3759295232594013,0.7969294339418411,0.556394174695015,0.4999830760061741,0.14344932977110147,0.08066580491140485,0.3286960907280445,0.10916047263890505,0.08829968189820647,0.3492015413939953,0.19141964428126812,0.0681305667385459,0.37486475333571434,0.5559705644845963,0.12086364347487688
ETTm1,32,8,0.38440820667892694,0.32698511332273483,0.47186023741960526,0.36183189569662016,0.895831398665905,0.4895108677446842,0.36904293671250343,0.1627527568489313,0.24690824188292027,0.33455588668584824,0.14884246699512005,0.2413508128374815,0.36217376589775085,0.19929652102291584,0.13505987729877234,0.47186023741960526,0.48910825699567795,0.41956445202231407
ETTm1,64,8,0.4950161809101701,0.43793701380491257,0.5518762990832329,0.47016576305031776,0.895831398665905,0.4895108677446842,0.5083240531384945,0.1627527568489313,0.24690824188292027,0.4481266513466835,0.14884246699512005,0.2413508128374815,0.47173772007226944,0.19929652102291584,0.13505987729877234,0.5518762990832329,0.48910825699567795,0.41956445202231407
Weather,32,8,0.14440051326528192,0.12162637151777744,0.17169502936303616,0.05891747231665552,0.9041560962796211,0.44158873334527016,0.13748694490641356,0.25227178260684013,0.22439828515052795,0.16634300351142883,0.1882168222218752,0.3034225534647703,0.12841419409960508,0.16799831576645374,0.5004855096340179,0.1453579105436802,0.39151307567954063,0.5123573988676071
Weather,64,8,0.2764134514145553,0.17642400227487087,0.4245476610958576,0.16390154821177322,0.9041560962796211,0.44158873334527016,0.4245476610958576,0.25227178260684013,0.22439828515052795,0.31114601343870163,0.1882168222218752,0.3034225534647703,0.19273782335221767,0.16799831576645374,0.5004855096340179,0.17722230777144432,0.39151307567954063,0.5123573988676071
