model,horizon,mse_raw,mae_raw,mse_scaled,mae_scaled
UVHF,96,0.01681390158979629,0.10622831899718849,0.01552884689661941,0.10208822728034744
TimeMixer,96,0.4280343166891976,0.5484295068385849,0.3953204635383016,0.5270552774431848
UVHF,192,0.019536004063446518,0.1140034963028715,0.018042904227362683,0.10956037854303075
TimeMixer,192,0.17986536255399152,0.33636193299410927,0.16611859312896787,0.3232527238322246
UVHF,336,0.034872036850033185,0.14445736623813246,0.032206833037851525,0.13882735391142895
TimeMixer,336,0.4132408679545306,0.5614638009207943,0.38165765010700115,0.5395815791795296
UVHF,720,0.04372309256940296,0.16338078272061082,0.040381419311328465,0.1570132582072039
TimeMixer,720,0.21424870820158198,0.3698818757704243,0.1978740847085666,0.3554662763846589
