baseline,dataset,horizon,repeat,seed_contract,mse,mae,checkpoint,checkpoint_sha256,test_role
SimpleTM,ETTh2,96,0,fix_seed_2025_advancing_rng_across_itr,0.2816329896450043,0.3400815725326538,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_96_32_32_1_bior3.1_None_1_0.1_0.0005_0.006_TST_256_2025_1_0/checkpoint.pth,f19b337ef1e9fb2e9d5b0be5f97d6db5e6564af4098d11ac891de69ca72f87a9,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,96,1,fix_seed_2025_advancing_rng_across_itr,0.28471508622169495,0.34202438592910767,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_96_32_32_1_bior3.1_None_1_0.1_0.0005_0.006_TST_256_2025_1_1/checkpoint.pth,af87e569101a34d6cd51eebd07b88e30f527a6899380ce8ac610c81ec4d3c917,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,96,2,fix_seed_2025_advancing_rng_across_itr,0.28744131326675415,0.34270980954170227,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_96_32_32_1_bior3.1_None_1_0.1_0.0005_0.006_TST_256_2025_1_2/checkpoint.pth,b47a65b58cc4c770c23d1e90eb3733263226607e76e6d28716d7d1f0477e10c8,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,192,0,fix_seed_2025_advancing_rng_across_itr,0.35482707619667053,0.38556814193725586,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_192_32_32_1_db1_None_1_0.1_0.005_0.006_TST_256_2025_1_0/checkpoint.pth,c728014d76f67da7a9dc736ef6336ac05b95f5cae0b234d740d9212cbf30ecef,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,192,1,fix_seed_2025_advancing_rng_across_itr,0.3592418432235718,0.38696300983428955,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_192_32_32_1_db1_None_1_0.1_0.005_0.006_TST_256_2025_1_1/checkpoint.pth,d73d8f0bd18c2bea3787803b68b601d2722c32dfa42b69027bd6457baa5d89ff,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,192,2,fix_seed_2025_advancing_rng_across_itr,0.3565899431705475,0.3873070776462555,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_192_32_32_1_db1_None_1_0.1_0.005_0.006_TST_256_2025_1_2/checkpoint.pth,07c507658c13bd697c56dae1e2bc7ab62095565390f03e1fdb99bbd748654efc,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,336,0,fix_seed_2025_advancing_rng_across_itr,0.3719835579395294,0.4040466547012329,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_336_32_32_1_db1_None_1_0.9_0.0_0.003_TST_256_2025_1_0/checkpoint.pth,bf96925efce7aa050d350d05a1cf71f4d6b3ba7af7a3e56551105c531ec80202,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,336,1,fix_seed_2025_advancing_rng_across_itr,0.3647264838218689,0.40002939105033875,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_336_32_32_1_db1_None_1_0.9_0.0_0.003_TST_256_2025_1_1/checkpoint.pth,224bd94840c6b7492b716f4137282583f2aacf8cac4488044f35f7f64d5b0a9f,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,336,2,fix_seed_2025_advancing_rng_across_itr,0.36950862407684326,0.40195319056510925,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_336_32_32_1_db1_None_1_0.9_0.0_0.003_TST_256_2025_1_2/checkpoint.pth,844c0cc0511422d60177b19137380dbc54631621ed40a09ad7406417fe936292,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,720,0,fix_seed_2025_advancing_rng_across_itr,0.4150471091270447,0.4365557134151459,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_720_32_32_1_db1_None_1_1.0_5e-05_0.003_TST_256_2025_1_0/checkpoint.pth,ca766bffb2459641d2bd0af1e4ec8bd7700f4f43e4936fbd0dbb0d80c280b136,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,720,1,fix_seed_2025_advancing_rng_across_itr,0.41180241107940674,0.4350435733795166,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_720_32_32_1_db1_None_1_1.0_5e-05_0.003_TST_256_2025_1_1/checkpoint.pth,fbd01078197fe73d2872ad768e678b802d48a104c6d327a917b361a0552147b5,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTh2,720,2,fix_seed_2025_advancing_rng_across_itr,0.4164470434188843,0.43767568469047546,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTh2/workspace/source/checkpoints/ETTh2_ETTh2_96_720_32_32_1_db1_None_1_1.0_5e-05_0.003_TST_256_2025_1_2/checkpoint.pth,0b63447b4a81a43e603403ec406a3246163f2daaba9c0d5841ce6e253d4e8a24,official_test_once_after_validation_selected_checkpoint
