dataset,arm,target_horizon,mse,mae,source_path
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,96,0.26581117510795593,0.33143138885498047,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,192,0.30842649936676025,0.3673390746116638,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,336,0.33531874418258667,0.3931918442249298,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,720,0.4363116919994354,0.4638214409351349,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,96,0.16245850920677185,0.2474452704191208,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,192,0.2213217169046402,0.28719091415405273,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,336,0.2762054204940796,0.32385995984077454,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,720,0.35427209734916687,0.3778936266899109,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_conditioned_nested_residual_decoder_multiprefix,96,0.14335162937641144,0.18395981192588806,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_conditioned_nested_residual_decoder_multiprefix,192,0.1855427473783493,0.22714965045452118,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_conditioned_nested_residual_decoder_multiprefix,336,0.23538973927497864,0.26773738861083984,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_conditioned_nested_residual_decoder_multiprefix,720,0.30754953622817993,0.31812506914138794,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
