dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,1,0.7451306549848709,0.4345770582424856,0.5236912270826576,0.21656916053157993,0.9398443767454772,multi-prefix,1,0.44891157746315,0.0005,13.257943153381348
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,2,0.6154806141832233,0.391891881296065,0.4764478358283507,0.1314033694499362,0.9218536145919192,multi-prefix,1,0.4593462496995926,0.0004877641290737884,12.753097772598267
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,3,0.5613256390907068,0.37028385059232205,0.4493345313631328,0.0994061948319452,0.9163559279610626,multi-prefix,1,0.4899953827261925,0.0004522542485937369,12.602095603942871
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,4,0.5217373460794972,0.3544467282769954,0.42862388175145716,0.07603928832485612,0.9125132900951183,multi-prefix,1,0.5111127942800522,0.0003969463130731183,12.496630191802979
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,5,0.48957350058893184,0.3436424128249683,0.41731966768218354,0.054910834367691945,0.910202500566972,multi-prefix,1,0.5261059924960136,0.00032725424859373687,13.782247543334961
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,6,0.46532887484120056,0.3353963639356394,0.40625814790219333,0.03906022216630193,0.908722861414462,multi-prefix,1,0.5433595925569534,0.00025,13.039477586746216
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,7,0.4474760117256536,0.32914717937201526,0.3990543933041328,0.02762683698561339,0.9070199245372704,multi-prefix,1,0.5431710258126259,0.00017274575140626317,12.80789589881897
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,8,0.4373263270981544,0.3249486011609567,0.3942137422551096,0.02183551226734324,0.9054221051984128,multi-prefix,1,0.5442729219794273,0.00010305368692688174,12.882842540740967
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,9,0.43214949833608307,0.3229511533822634,0.3917755401503723,0.018761981014920548,0.9043636155866943,multi-prefix,1,0.5442390143871307,4.7745751406263163e-05,13.089125871658325
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,10,0.4286370700703258,0.32083289002159,0.39021986432835065,0.01741163716939962,0.9039254104141641,multi-prefix,1,0.5474191382527351,1.2235870926211617e-05,13.492146968841553
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,1,1.4042586660062946,0.3334717527607233,0.3959224354691487,0.13442607278644347,0.9363608413796627,multi-prefix,1,0.18323996104300022,0.0001,63.62612009048462
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,2,1.2804194124969277,0.31109322106976306,0.3751380544831854,0.07475803702940237,0.8945681548832006,multi-prefix,1,0.18596188351511955,9.755282581475769e-05,61.89966297149658
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,3,1.2478652700033888,0.30521532280449704,0.3691279812784269,0.05667507770726579,0.8859748697073764,multi-prefix,1,0.18363266438245773,9.045084971874738e-05,60.494991064071655
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,4,1.2300385416244448,0.3006624550662906,0.3640240233492207,0.04526589425374182,0.8841101915564776,multi-prefix,1,0.18945725075900555,7.938926261462366e-05,59.53765869140625
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,5,1.218017940355544,0.29755810563341073,0.36057415196103937,0.036380804025183316,0.8840790318476187,multi-prefix,1,0.18827292509377003,6.545084971874738e-05,61.83844566345215
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,6,1.208968374719951,0.29506608085800323,0.3579129919007018,0.029424040233105075,0.8844782540927062,multi-prefix,1,0.1860310062766075,5e-05,60.689589738845825
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,7,1.201878243086421,0.29313212807171596,0.355724195370803,0.02417173806728946,0.88457437734116,multi-prefix,1,0.1869793590158224,3.4549150281252636e-05,61.42846059799194
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,8,1.1970767305164263,0.29202908773737524,0.3546423584107727,0.020587495265665202,0.8844601484914544,multi-prefix,1,0.1892832200974226,2.061073738537635e-05,64.44308495521545
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,9,1.193859733900048,0.2910473609925697,0.35353853785105654,0.01852165532755058,0.8842907173983379,multi-prefix,1,0.1884033940732479,9.549150281252633e-06,63.62685203552246
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,10,1.1925172325957236,0.2907104851052338,0.3532036672342698,0.01760522010070937,0.884201525893911,multi-prefix,1,0.18824386969208717,2.4471741852423237e-06,65.90758419036865
Weather,target_conditioned_nested_residual_decoder_multiprefix,1,0.4865881110195218,0.3571683523725947,0.4155572134503819,0.07902780496969228,0.5039195348693576,multi-prefix,1,0.49991293251514435,0.0001,112.27854943275452
Weather,target_conditioned_nested_residual_decoder_multiprefix,2,0.41001029005980233,0.3366797113192641,0.40011381056657336,0.024094961998843006,0.49235616433383755,multi-prefix,1,0.49246278405189514,9.755282581475769e-05,111.27873492240906
Weather,target_conditioned_nested_residual_decoder_multiprefix,3,0.3885630091067256,0.33122243422893843,0.39541463736807825,0.009229958353695267,0.4811061719425749,multi-prefix,1,0.4913754463195801,9.045084971874738e-05,111.37896919250488
Weather,target_conditioned_nested_residual_decoder_multiprefix,4,0.3810218392941926,0.3271365041175474,0.39178145633815425,0.006476681512639276,0.4740865324970187,multi-prefix,1,0.489849790930748,7.938926261462366e-05,111.47842693328857
Weather,target_conditioned_nested_residual_decoder_multiprefix,5,0.3757840209919623,0.3239665456950019,0.3891647539575608,0.004840007158994863,0.46977468870499506,multi-prefix,1,0.4895036518573761,6.545084971874738e-05,112.4121413230896
Weather,target_conditioned_nested_residual_decoder_multiprefix,6,0.37159777663997795,0.32128928082621916,0.38692648100939037,0.0035866064699080903,0.467218893126245,multi-prefix,1,0.4919028580188751,5e-05,110.87941908836365
Weather,target_conditioned_nested_residual_decoder_multiprefix,7,0.36825092768948864,0.3191008993326972,0.38513433040264283,0.0025612792020767846,0.465887488279532,multi-prefix,1,0.4898047298192978,3.4549150281252636e-05,110.89919924736023
Weather,target_conditioned_nested_residual_decoder_multiprefix,8,0.3656502654944086,0.3173640527180816,0.38363523044310754,0.001756675007970775,0.46529537858945796,multi-prefix,1,0.48994971811771393,2.061073738537635e-05,110.01251983642578
Weather,target_conditioned_nested_residual_decoder_multiprefix,9,0.3638856135819793,0.31617042317394745,0.38261252348496166,0.0012040490038492902,0.4651114168687848,multi-prefix,1,0.48981428146362305,9.549150281252633e-06,111.61887836456299
Weather,target_conditioned_nested_residual_decoder_multiprefix,10,0.3629481742420782,0.31550589776749216,0.38204511238887423,0.0009354474899776798,0.4650682985029496,multi-prefix,1,0.4894239231944084,2.4471741852423237e-06,110.85075998306274
