dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_a2_nested_pct,beats_a2_nested,relative_mae_vs_a2_nested_pct,relative_mse_vs_a3_shallow_pct,beats_a3_shallow,relative_mae_vs_a3_shallow_pct,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,relative_mae_vs_h1_target_set_pct,relative_mse_vs_h1c_row_gated_pct,beats_h1c_row_gated,relative_mae_vs_h1c_row_gated_pct,relative_mse_vs_fixed_pct,beats_fixed,relative_mae_vs_fixed_pct
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,96,0.26581117510795593,0.33143138885498047,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,9.062703690653784,False,4.952732543231808,9.195031638382801,False,4.96908785091188,10.303449583357317,False,6.031106293948452,9.771906030158185,False,5.2772122051601755,-1.4466306536616735,True,0.11346380771000142
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,192,0.30842649936676025,0.3673390746116638,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,8.467032196518298,False,5.9618837024033144,8.696633065380087,False,6.058785279527057,11.252406518403602,False,7.7139424268013235,9.422394832518034,False,6.419468276244933,-7.821972750276784,True,-1.9446703958257205
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,336,0.33531874418258667,0.3931918442249298,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,7.296390683928022,False,5.871861889977059,7.365911294775196,False,5.9664456256217635,10.473077892472983,False,7.476794861706004,7.831098350643062,False,6.192024649006811,-10.555886125483283,True,-2.672554020069917
ETTh2,target_conditioned_nested_residual_decoder_multiprefix,720,0.4363116919994354,0.4638214409351349,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,11.232640640594393,False,8.192266821236993,11.041331107276964,False,8.136668024344829,12.43451101571198,False,8.86633829412997,11.130930720029465,False,8.120929425391822,8.198245570599738,False,6.592229851206266
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,96,0.16245850920677185,0.2474452704191208,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2904746270960601,False,-0.1365428798165258,0.6038033502347329,False,0.07234644624976028,0.7809819262852846,False,0.502318799494561,0.6454658699766691,False,0.13432029048638938,4.861216510246336,False,2.61805085429192
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,192,0.2213217169046402,0.28719091415405273,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,2.682998071494036,False,1.0497334377330914,2.8716646175653837,False,1.2070984340540436,2.674025802461788,False,1.3979011910759676,2.8720493714392115,False,1.2299351485302035,5.271525516349795,False,2.3280587787057216
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,336,0.2762054204940796,0.32385995984077454,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,3.850236472089885,False,1.8287488578518918,3.9334012771767846,False,1.93682019251884,3.7152741485433793,False,2.0460506719283567,3.9498496874690536,False,1.9563498195464435,4.900830578076953,False,2.1796444594136988
ETTm2,target_conditioned_nested_residual_decoder_multiprefix,720,0.35427209734916687,0.3778936266899109,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,4.019696488291458,False,2.1279738616944543,4.03665657170682,False,2.182110838043605,3.5999310112284633,False,2.227485878222768,3.9927246902740077,False,2.205155796291036,3.1160615722837015,False,1.693337629901559
Weather,target_conditioned_nested_residual_decoder_multiprefix,96,0.14335162937641144,0.18395981192588806,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,1.456241207759934,False,1.4318969995785968,1.455010747508112,False,1.4168316168790218,1.2408633529620072,False,1.5705199562365824,1.3625121709317733,False,1.363655285534393,2.082814483159434,False,3.1812393582860476
Weather,target_conditioned_nested_residual_decoder_multiprefix,192,0.1855427473783493,0.22714965045452118,analysis/phase5_timealign_hss_a3b_nested_residual_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3B_target_conditioned_nested_residual_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,1.6778661597293576,False,1.8685330835807923,1.675765573445065,False,1.8545115478506347,1.7101829499749144,False,2.1170537215746243,1.6177639177846537,False,1.8051537984437926,1.8155148021175682,False,3.2128599711291894
