arm,best_epoch,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_pct,first_train_loss,last_train_loss,train_loss_reduction_pct,best_vs_last_test_mean_mse_pct
p1_d256_f256_d09,9,0.5996279567480087,0.5999331399798393,0.05089543080774028,0.409573303370172,0.37322269627486415,-8.875238399621521,-0.1526672476637292
p1_d384_f96_d09,7,0.6044999212026596,0.6058038398623466,0.2157020396450715,0.4065197615607365,0.3780477611369608,-7.003841661833155,-0.05748625993774181
p5_d52_f256_d09,8,0.6191869974136353,0.619916595518589,0.1178316256641887,0.42381580599716734,0.3786278304043424,-10.662173272774766,-0.11940631929479584
p5_d52_f2048_d09,9,0.6175128594040871,0.6178727447986603,0.058279821884288374,0.4215596867976962,0.3758286388166623,-10.848060052521092,-0.19660579558378188
p1_d256_f256_d02,3,0.6039324104785919,0.6134223788976669,1.5713626648310886,0.4026345258226266,0.34818196253541817,-13.524067062047362,-0.5916692756165409
p5_d52_f2048_d02,9,0.6180733144283295,0.6184898167848587,0.06738720905858919,0.4099976421265528,0.3595849512339099,-12.295848978829538,-0.03140914869817768
