comparison,selector,status,settings,mse_wins,mean_relative_mse_pct,max_relative_mse_pct,mean_relative_mae_pct,preliminary_gate_pass
global_width_d09,official-last,ok,4,0,1.3441101976983894,2.307262328117843,0.5473302064808172,0
global_width_d09,best-val,ok,4,0,1.4413219870642646,2.5293573214798304,0.7791593342938663,0
patch_low_capacity_d09,official-last,ok,4,0,4.549653763291783,6.8394487534105375,1.5714795767899303,0
patch_low_capacity_d09,best-val,ok,4,0,4.585119610988292,6.949448543700365,1.62395985488063,0
patch_matched_d09,official-last,ok,4,0,4.216343689939878,4.982522792699529,1.3597179526081415,0
patch_matched_d09,best-val,ok,4,0,4.170589216244025,5.005989592057425,1.3944666584137233,0
patch_matched_d02,official-last,ok,4,0,1.9213461946284482,2.1699805507678915,0.494302621356113,0
patch_matched_d02,best-val,ok,4,0,2.499799507072775,3.106773798984719,0.5139125972296987,0
