arm_id,table_label,dataset,horizon,seed,mse,mae,source,checkpoint_sha256,test_role,test_tuned
shared_scope_projection,Shared Scope Projection,ETTm1,336,2021,0.3710877397189457,0.3845127425053629,new_end_to_end_training,c88d438ebdaf96180abf3010f5444430b8c8f8ccf61dc2b50c988bd8fa14f002,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTm1,720,2021,0.4257891348777195,0.41205011943338554,new_end_to_end_training,c88d438ebdaf96180abf3010f5444430b8c8f8ccf61dc2b50c988bd8fa14f002,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTm2,96,2021,0.17088900983656466,0.25742287710263057,new_end_to_end_training,d6903845aff31bddad02663e534fe141b89f56fc67c816b944bf98fabb0aabd1,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTm2,192,2021,0.22690905305115794,0.29416751392593643,new_end_to_end_training,d6903845aff31bddad02663e534fe141b89f56fc67c816b944bf98fabb0aabd1,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTm2,336,2021,0.2778423162032152,0.3278761198744143,new_end_to_end_training,d6903845aff31bddad02663e534fe141b89f56fc67c816b944bf98fabb0aabd1,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTm2,720,2021,0.35234872130169537,0.37716703305401456,new_end_to_end_training,d6903845aff31bddad02663e534fe141b89f56fc67c816b944bf98fabb0aabd1,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh1,96,2021,0.36281797325256754,0.39747372970119493,new_end_to_end_training,97b769c67a770585b695bc21afd6372eb1aa4d6f2f8385df03eb1441755dae72,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh1,192,2021,0.39224988794993654,0.41457976032767985,new_end_to_end_training,97b769c67a770585b695bc21afd6372eb1aa4d6f2f8385df03eb1441755dae72,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh1,336,2021,0.41432745105870034,0.4301974771096114,new_end_to_end_training,97b769c67a770585b695bc21afd6372eb1aa4d6f2f8385df03eb1441755dae72,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh1,720,2021,0.47590363398737007,0.4793137996691285,new_end_to_end_training,97b769c67a770585b695bc21afd6372eb1aa4d6f2f8385df03eb1441755dae72,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh2,96,2021,0.25317697606200473,0.32821204002213117,new_end_to_end_training,8ee104f0ae0e3615366d593b12cb77a89c2379f19058795f3a20377993504e0d,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh2,192,2021,0.2994649121110724,0.36335020813645513,new_end_to_end_training,8ee104f0ae0e3615366d593b12cb77a89c2379f19058795f3a20377993504e0d,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh2,336,2021,0.3349545037564233,0.39246776355432145,new_end_to_end_training,8ee104f0ae0e3615366d593b12cb77a89c2379f19058795f3a20377993504e0d,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,ETTh2,720,2021,0.4121542514802706,0.4450278764299088,new_end_to_end_training,8ee104f0ae0e3615366d593b12cb77a89c2379f19058795f3a20377993504e0d,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,Weather,96,2021,0.1423113830794744,0.18454355221982882,new_end_to_end_training,593edf8a1656864cdd976133cb0f4c531de9947d677930ccbdc55fb3f2a2b7c5,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,Weather,192,2021,0.18462576021795982,0.22739859901328122,new_end_to_end_training,593edf8a1656864cdd976133cb0f4c531de9947d677930ccbdc55fb3f2a2b7c5,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,Weather,336,2021,0.23505236928621193,0.26827199419699055,new_end_to_end_training,593edf8a1656864cdd976133cb0f4c531de9947d677930ccbdc55fb3f2a2b7c5,primary-mechanism-effectiveness-and-paper-benchmark,False
shared_scope_projection,Shared Scope Projection,Weather,720,2021,0.30650778322809646,0.318544027304246,new_end_to_end_training,593edf8a1656864cdd976133cb0f4c531de9947d677930ccbdc55fb3f2a2b7c5,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTm1,96,2021,0.28459733589118896,0.33652580162014345,new_end_to_end_training,1b744b9add496ded1c62d5ab513933bea0df612f22e520d0087611ffc6211d63,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTm1,192,2021,0.32436551718912016,0.35914886351082853,new_end_to_end_training,1b744b9add496ded1c62d5ab513933bea0df612f22e520d0087611ffc6211d63,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTm1,336,2021,0.3674139896515177,0.38130683840912244,new_end_to_end_training,1b744b9add496ded1c62d5ab513933bea0df612f22e520d0087611ffc6211d63,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTm1,720,2021,0.4273181343693999,0.4119805292196438,new_end_to_end_training,1b744b9add496ded1c62d5ab513933bea0df612f22e520d0087611ffc6211d63,primary-mechanism-effectiveness-and-paper-benchmark,False
