origin,channel,visibility96,persistent_fraction96,gain_h96,gain_h192,gain_h336,gain_h720,mse_gain_1_96_h96,mae_gain_1_96_h96,mse_gain_1_96_h192,mae_gain_1_96_h192,mse_gain_1_96_h336,mae_gain_1_96_h336,mse_gain_1_96_h720,mae_gain_1_96_h720,mse_gain_97_192_h192,mae_gain_97_192_h192,mse_gain_97_192_h336,mae_gain_97_192_h336,mse_gain_97_192_h720,mae_gain_97_192_h720,mse_gain_193_336_h336,mae_gain_193_336_h336,mse_gain_193_336_h720,mae_gain_193_336_h720,mse_gain_337_720_h720,mae_gain_337_720_h720,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,min_segment_mse_gain,min_segment_mae_gain,min_prefix_mse_gain,fit_eligible,segment_eligible,prefix_eligible,eligible,timemixer_full_r2_h96,timemixer_prefix_r2_h96,timemixer_full_r2_h192,timemixer_prefix_r2_h192,timemixer_full_r2_h336,timemixer_prefix_r2_h336,timemixer_full_r2_h720,timemixer_prefix_r2_h720,timemixer_tail_r2_h720,timemixer_last192_r2_h720,baseline_competent,balanced_gain,balanced_prefix,balanced_eligible,centrality_distance
3760,2,0.1059943744258119,0.6354166666666666,0.4113133722895397,0.4758740793521253,0.2205037556164145,0.4631480739812756,0.4113133722895397,0.2745117924911334,0.4085855122131154,0.2564859585404418,0.2375481763013613,0.1294461338595831,0.654617327072675,0.4420877081417996,0.5738845524776544,0.3650107327995547,0.2400703067283722,0.1487225290847601,0.6530898838256569,0.4444156526410069,0.205132460689053,0.1018218024889349,0.5548344176134399,0.2963803593098344,0.3487336782062979,0.163456647643682,0.7604065688349999,0.8796580324287275,0.8123917571530834,0.0941643955639345,0.6507267525861857,0.8196595961993749,0.8432994587932163,0.143374537321245,0.6695777576313402,0.9354546392356382,0.7185616727639702,0.3980641475079833,0.205132460689053,0.1018218024889349,0.2375481763013613,True,True,False,False,0.7243385625717764,0.7243385625717764,0.7619869381714048,0.7256100326579829,0.8131330792791965,0.7871626810435961,0.5537066748706354,0.53014955668148,0.4637013526941568,0.7362432745452235,True,True,True,True,1.375
813,2,0.11048485959282,0.5208333333333334,0.4768625973495588,0.2271639436814239,0.1282447520096725,0.2828689618155179,0.4768625973495588,0.2799232504995786,0.4662633287671336,0.4294901375069081,0.2139189013688431,0.1958232573412601,0.5451928953359311,0.4361079509074055,0.0416083961561388,0.1477660717886507,0.194040695513729,0.1591805090539574,0.3576305702938235,0.2338974836592852,0.0259357661485677,0.0154036187525548,0.1747939367414248,0.0548127603963513,0.24877659555463,0.2118150879180508,0.7380732992054181,0.8866746854551649,0.6907526813564929,0.0986573207195367,0.6784256270266453,0.8543449085193796,0.6436244154181137,0.0841217538660556,0.6709203034139039,0.9089143753141764,0.543340074188293,0.1468348344064776,0.0259357661485677,0.0154036187525548,0.2139189013688431,True,True,False,False,0.8002069268453188,0.8002069268453188,0.7885704461683881,0.804174539635317,0.7706425698147117,0.867037600141138,0.6347575452072384,0.7701899810142812,0.5719324357169437,0.6071268180319161,True,True,True,True,1.5
5381,2,0.111114789666246,0.59375,0.5880550339724231,0.4745259852295503,0.5063106688115298,0.4405465736853395,0.5880550339724231,0.4148121895832481,0.4733660063511613,0.2778856007943728,0.3463252758292139,0.2777581235373183,0.5278718018618789,0.3701193213233881,0.475697651705844,0.2658467466106846,0.3991732720992201,0.2655073940266762,0.3742778201228511,0.1898657665817148,0.5887250253480938,0.3608167726758128,0.5078226139560498,0.3062148664779197,0.3819846923647054,0.2455708677749208,0.7840740877402887,0.9389284209528784,0.6278585489188533,0.0273500757862249,0.7705492714068122,0.908935722408938,0.6732998705559415,0.0095195265511841,0.7667664785882629,0.939729375787734,0.6213852081324389,0.1224002126223594,0.3463252758292139,0.1898657665817148,0.3463252758292139,True,True,False,False,0.5061311190310482,0.5061311190310482,0.625566660229974,0.6136846427568609,0.5855306189757401,0.6887644697430928,0.6140413087071429,0.5690856843646652,0.6287297001248517,0.6188785469119366,True,True,True,True,1.625
3738,2,0.1086068827449715,0.5208333333333334,0.3689389546705042,0.3760267870467183,0.2433896950462415,0.2805529760921963,0.3689389546705042,0.1936475786381714,0.3835516839012847,0.2574932680786347,0.2014566709630907,0.2080643555489392,0.5850881079790168,0.4426939001706464,0.3630767613200333,0.1871760147597003,0.318705986610995,0.1781992614351157,0.2359428050000931,0.0911923825569114,0.2362757538350189,0.1474622317118784,0.1323044051644705,0.0626992532123998,0.2293806196409188,0.1360436143909131,0.7556447209522327,0.8807364519611989,0.793981608957764,0.1119177111828971,0.6509417062723426,0.8184347557968,0.8420316005720094,0.1354139289012764,0.6663508652916885,0.910209037097606,0.7581926669597363,0.3728547292613687,0.1323044051644705,0.0626992532123998,0.2014566709630907,True,True,False,False,0.6816457474593125,0.6816457474593125,0.7776467268706126,0.6740992518807609,0.8041384698489603,0.7484156963208057,0.6603568144315777,0.5157984833482274,0.547041895617771,0.653866194776418,True,True,True,True,1.5
