short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,1.4735178273947783e-14,6.577780453653759e-08,0.0
192,720,1.2915400831605382e-14,6.118094120211026e-08,0.0
336,720,8.68133469706647e-15,4.431157663020713e-08,0.0
