scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.7947043776512146,0.38145893812179565,9.06400203704834,1.441379427909851,11.430066108703613
segment_0,0.813613772392273,0.37378278374671936,12.32719898223877,0.7397546768188477,11.430066108703613
segment_1,0.8481261730194092,0.3711134195327759,10.55224895477295,0.9337283372879028,11.430066108703613
segment_2,0.7631781697273254,0.3952571451663971,8.340469360351562,0.9748073816299438,11.430066108703613
segment_3,0.8285261392593384,0.3687332570552826,9.705538749694824,0.8767133951187134,11.430066108703613
segment_4,0.7794284820556641,0.3862747251987457,9.138704299926758,0.9086440801620483,11.430066108703613
segment_5,0.8257514238357544,0.37241774797439575,9.803535461425781,0.812429666519165,11.430066108703613
segment_6,0.7621156573295593,0.39163127541542053,8.672150611877441,0.9096433520317078,11.430066108703613
segment_7,0.8185510039329529,0.37278932332992554,9.141658782958984,0.8180570006370544,11.430066108703613
segment_8,0.7685710787773132,0.3890879154205322,8.299020767211914,0.911952018737793,11.430066108703613
segment_9,0.8117871284484863,0.377189040184021,8.961795806884766,0.8555357456207275,11.430066108703613
segment_10,0.7613089084625244,0.39097902178764343,7.844142913818359,0.8093924522399902,11.430066108703613
segment_11,0.8033358454704285,0.3751947283744812,8.523965835571289,0.9059103727340698,11.430066108703613
segment_12,0.769495964050293,0.38974592089653015,7.837454795837402,0.841231644153595,11.430066108703613
segment_13,0.8008059859275818,0.3760952949523926,8.734432220458984,1.0005968809127808,11.430066108703613
segment_14,0.7659699320793152,0.391592800617218,8.077701568603516,0.9074317216873169,11.430066108703613
