scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.4093960225582123,0.3999810814857483,0.5537407994270325,0.09718828648328781,0.3995985984802246
