epoch,train_loss,mse,mae
1,0.3593516219971758,0.6609164476394653,0.5458939671516418
2,0.3305803093720566,0.6768007874488831,0.5539311766624451
3,0.320767460221594,0.6754744052886963,0.5534459948539734
4,0.3097452852084781,0.6920303702354431,0.5581584572792053
5,0.2980299834726435,0.7510532736778259,0.570572018623352
6,0.2868124221762021,0.7556907534599304,0.5718908905982971
7,0.27702485188616044,0.759371280670166,0.5772441625595093
8,0.26856235759050556,0.7641114592552185,0.5798335075378418
9,0.2608763972918193,0.7920031547546387,0.5879548788070679
10,0.2528905416979934,0.7932955026626587,0.5893283486366272
11,0.24505758313744358,0.7967455387115479,0.592411994934082
