dataset,feature_source,feature_dim,rowspace_rank,train_rows,val_rows,test_rows,shared_alpha,pooled_multihead_alpha,target_set_alpha,stabilized_alpha,stabilized_beta,val_shared_mse,val_pooled_multihead_mse,val_target_set_mse,val_stabilized_target_set_mse,base_mse,shared_control_mse,pooled_multihead_control_mse,target_set_aware_mse,wrong_target_control_mse,stabilized_target_set_mse,target_vs_base_reduction_pct,target_vs_shared_reduction_pct,target_vs_pooled_multihead_reduction_pct,target_vs_wrong_target_reduction_pct,stabilized_vs_pooled_multihead_reduction_pct,pathology_flag,stabilized_pathology_flag
ETTh2,coeff_late,256,16,6000,3000,3000,1000000.0,1000000.0,1000000.0,1000000.0,0.1,6.249927679239357,6.317166779534831,11.212833726923439,6.191607886768075,0.9495060875487803,5.198111837975899,5.152620631947899,11.731373300822996,11.181167115152165,5.286295514162259,-1135.5237585794102,-125.68528085750255,-127.6778000709915,-4.920829641524798,-2.5943086394820765,True,True
ETTh2,memory_pool,96,16,6000,3000,3000,1000000.0,1000000.0,1000000.0,1000000.0,0.1,6.249346912595818,6.10553731159288,10.698218378805707,6.134173868258782,0.9495060875487803,6.567594614375409,5.222237522554525,11.886305822269854,11.16072037958032,6.470585511406834,-1151.8409284721097,-80.98415813078111,-127.60944462854525,-6.50124201675249,-23.90446592022616,True,True
ETTh2,memory_plus_coeff,352,16,6000,3000,3000,1000000.0,1000000.0,1000000.0,1000000.0,0.1,6.389972510157657,6.132434191262746,10.768765428008283,6.259960839460821,0.9495060875487803,6.8455988880767915,5.314505129160296,12.164103079283048,11.422437672606986,6.730748135622165,-1181.0979559578784,-77.69231411541908,-128.8849626381865,-6.493057155870563,-26.6486337305622,True,True
ETTm1,coeff_late,256,16,6000,3000,3000,10000.0,10000.0,10000.0,1000.0,0.5,2.313232962050072,2.314679496327698,2.312772450118862,2.310930476246752,0.7408991243083453,0.7422668765196573,0.7409990098568212,0.7428129065919505,0.7479550949300194,0.7433454539124912,-0.25830537799486025,-0.07356250016887252,-0.24479070970416225,0.6874996069850977,-0.3166595399531453,False,False
ETTm1,memory_pool,768,16,6000,3000,3000,100000.0,100000.0,10000.0,10000.0,1.0,2.3107975357559045,2.3126672619519417,2.306798798015831,2.306798798015831,0.7408991243083453,0.7419081558263227,0.7412145408296408,0.7435688048266375,0.7540579443829352,0.7435688048266375,-0.36032982503312216,-0.22383484900029282,-0.3176224786903869,1.3910256677795818,-0.3176224786903869,False,False
ETTm1,memory_plus_coeff,1024,16,6000,3000,3000,100000.0,100000.0,10000.0,10000.0,0.5,2.311257914358251,2.3131382667402582,2.308164838707271,2.3081432456640893,0.7408991243083453,0.7421192916828873,0.7409860637662926,0.7447648046514878,0.7556558181765708,0.7426674623912541,-0.521755285748413,-0.35648082434312195,-0.5099611274722919,1.4412664156233865,-0.22691366372199973,False,False
Weather,coeff_late,256,16,6000,3000,3000,10.0,10.0,10.0,10.0,1.0,19204.494804648362,19204.310502186756,19200.08180039798,19200.08180039798,7.841946186628675,8.348974614321484,7.865331736359609,8.85170043017613,9.974586017690747,8.85170043017613,-12.876322019005817,-6.021407886332423,-12.540713181324152,11.257465578251438,-12.540713181324152,False,False
Weather,memory_pool,384,16,6000,3000,3000,100.0,10.0,10.0,10.0,1.0,19160.753218048634,19146.73742565553,19034.61540693978,19034.61540693978,7.841946186628675,9.366419039354328,9.03560233558889,15.530507853528398,16.898099557502057,15.530507853528398,-98.04405034058396,-65.81051721340656,-71.8812678636571,8.09316869817177,-71.8812678636571,False,False
Weather,memory_plus_coeff,640,16,6000,3000,3000,100.0,10.0,10.0,10.0,1.0,19160.92549652749,19146.802457815716,19035.712124519505,19035.712124519505,7.841946186628675,9.457798943839512,9.156436661269325,16.685418826079086,18.416166214784333,16.685418826079086,-112.77140175393502,-76.41968205453765,-82.22611528190318,9.397978756924003,-82.22611528190318,True,True
