epoch,train_loss,mse,mae
1,0.5416800280412039,0.2862253785133362,0.3660796582698822
2,0.4727221154977405,0.28442448377609253,0.3657870292663574
3,0.43975907611468484,0.28591111302375793,0.3631572127342224
4,0.41748019201414927,0.29715919494628906,0.3694676458835602
5,0.4015777815902044,0.29774370789527893,0.3683340549468994
6,0.38845394575406633,0.2909604609012604,0.36471083760261536
7,0.3792186440929534,0.2931389808654785,0.3642677664756775
8,0.3663842337472098,0.3029613792896271,0.37070825695991516
9,0.3582235300351703,0.29087716341018677,0.3639596402645111
10,0.3474299841456943,0.29371997714042664,0.36654534935951233
11,0.3404312701452346,0.2938152551651001,0.36731284856796265
12,0.330068443739225,0.30361080169677734,0.3734035789966583
