epoch,train_loss,mse,mae
1,0.5606656086148946,0.5729069709777832,0.3938567340373993
2,0.5251067017621183,0.5636017322540283,0.38293173909187317
3,0.5157717569922724,0.5535552501678467,0.37914684414863586
4,0.5104283694679855,0.558565616607666,0.3828425109386444
5,0.5047031956995632,0.5591007471084595,0.38501426577568054
6,0.4998530073368803,0.5559410452842712,0.3870110511779785
7,0.494010145254169,0.5656574964523315,0.39039546251296997
8,0.4879599506339283,0.5778451561927795,0.3987691402435303
9,0.4807587095820312,0.5872506499290466,0.40326815843582153
10,0.4730792916412895,0.6044341921806335,0.4086644947528839
11,0.4664424049093368,0.618951141834259,0.41216951608657837
12,0.4592915696243868,0.6544818878173828,0.4217638373374939
13,0.4523959761181622,0.6547501683235168,0.4210689067840576
