dataset,samples,regions,mean_abs_offdiag_corr,max_abs_offdiag_corr,offdiag_corr_fro_share,offdiag_cov_fro_share,min_cov_eig,max_cov_eig,cov_condition_number
ETTh2,53095,4,0.7103427110979569,0.8126696906345469,0.6056888301057411,0.6072815344537987,0.11130499755507287,2.2843801097398497,20.523607743754326
ETTm1,234535,4,0.8585242761055357,0.8896814721665911,0.6888479189046046,0.6885977612409303,0.05682740789874175,2.258176956677006,39.737461907478725
Weather,752472,4,0.7341643416197697,0.806631224077591,0.619334800321833,0.617631741713537,0.0828113036871553,1.733248938566361,20.930100860556816
