epoch,train_loss,mse,mae
1,0.6254521781398404,0.37357255816459656,0.42307281494140625
2,0.5547843830239388,0.3815072774887085,0.4246029853820801
3,0.5315930035806471,0.3764267861843109,0.4204777777194977
4,0.5129576262927824,0.38216155767440796,0.4242030382156372
5,0.4981259862261434,0.38487255573272705,0.42399391531944275
6,0.4846073999520271,0.387371689081192,0.4237665832042694
7,0.4731257101220469,0.4048241674900055,0.4298025071620941
8,0.46124222970777945,0.41668400168418884,0.4374658465385437
9,0.44963548308418644,0.4075126051902771,0.436628520488739
10,0.4362769381653878,0.4222709834575653,0.4402904510498047
11,0.42282381846058753,0.44222041964530945,0.45043376088142395
